Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Military Tenure,Avg Commute Time,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Rodney Chalmers,Caucasian,male,0.0,USA,28.0,94586,3,3.12,0.54,5.0,3.45,0.0,38.0,-0.36,3.53,3.29,3.74,Engineering,Very Good,Good,0.0,0.0,0.0
Neil Bradley,Asian,male,1.0,USA,25.0,94087,3,3.07,0.2,1.0,1.95,0.0,12.0,0.62,0.0,-4.14,-2.1,Engineering,None,Bad,0.0,0.0,0.0
Lisa Bryant,African-American,female,0.0,USA,27.0,94121,3,2.41,0.3,4.0,1.08,0.0,54.0,-0.36,2.13,-1.39,-1.02,Engineering,None,Bad,0.0,0.0,0.0
Elaine Finnegan,Caucasian,female,2.0,USA,26.0,94544,3,3.39,0.36,4.0,3.47,0.0,31.0,-0.83,1.7,-0.44,-1.3,Quantitative,Very Good,Good,1.0,0.0,0.0
Wallace Sinclair,Caucasian,male,1.0,USA,28.0,94578,3,2.79,0.66,8.0,3.81,0.0,39.0,-0.64,3.55,2.8,2.0,Quantitative,Very Good,Bad,0.0,1.0,0.0
Mary Glatt,Asian,female,1.0,USA,26.0,94569,3,3.46,0.54,5.0,4.09,0.0,68.0,-1.31,3.39,3.38,2.31,Sciences,Ok,Bad,1.0,0.0,0.0
Robert Ward,Caucasian,male,1.0,Australia,28.0,94402,3,2.74,0.36,5.0,2.48,0.5,28.0,-2.28,1.6,0.13,0.03,Humanities,Ok,Good,0.0,0.0,0.0
Thomas Marzett,African-American,male,0.0,USA,30.0,94087,3,2.45,0.1,7.0,2.31,0.0,12.0,-0.46,3.34,2.12,2.07,Quantitative,None,Good,1.0,1.0,0.0
Earl Westervelt,Hispanic,male,2.0,USA,31.0,95002,3,3.71,0.36,4.5,4.04,4.0,14.0,2.68,2.22,-0.13,0.51,Sciences,Very Good,Good,1.0,0.0,0.0
John Plath,Caucasian,male,2.0,USA,33.0,94010,3,2.58,0.58,6.0,3.96,0.0,33.0,-0.42,2.79,0.22,-0.26,Humanities,Very Good,Good,1.0,1.0,0.0
Charlotte Jackson,Caucasian,female,0.0,USA,27.0,94973,3,3.2,0.36,5.5,2.85,0.0,88.0,-3.54,0.99,-1.3,0.23,Quantitative,None,Bad,0.0,0.0,0.0
Walter Lawalin,Caucasian,male,0.0,USA,31.0,94523,3,3.54,0.48,6.0,3.36,0.0,55.0,-1.96,0.61,-2.09,-2.15,Engineering,Ok,Good,0.0,0.0,0.0
Samuel Deremer,Caucasian,male,1.0,USA,26.0,94043,3,2.66,0.52,6.0,3.48,0.0,5.0,1.63,3.92,2.85,2.01,Engineering,Ok,Good,0.0,0.0,0.0
Thomas Avery,Caucasian,male,2.0,USA,26.0,94560,3,3.52,0.32,5.0,3.93,0.0,29.0,-1.39,2.16,0.83,0.79,Quantitative,Very Good,Good,1.0,0.0,0.0
Kenneth Sanford,Caucasian,male,0.0,USA,26.0,94010,3,3.44,0.34,1.0,2.79,0.0,33.0,2.21,2.47,0.36,-0.03,Quantitative,Ok,Bad,0.0,1.0,0.0
Robert Henderson,Asian,male,0.0,USA,31.0,94114,3,2.96,0.3,5.5,3.27,0.0,47.0,-4.33,2.55,0.95,1.14,Engineering,Very Good,Good,0.0,0.0,0.0
Jesus Jensen,Other,male,0.0,USA,29.0,94105,3,3.32,0.52,4.5,3.2,0.0,45.0,-0.5,0.0,-3.97,-3.63,Engineering,Ok,Bad,0.0,0.0,0.0
James Dukes,African-American,male,0.0,USA,27.0,94545,3,3.18,0.42,4.0,2.65,0.0,37.0,1.7400000000000002,1.89,-0.34,-0.41,Engineering,None,Bad,0.0,0.0,0.0
Donald Kaelker,Asian,male,0.0,USA,28.0,94043,3,3.1,0.3,3.5,2.83,0.0,7.0,2.83,3.38,2.94,3.06,Engineering,Ok,Good,1.0,0.0,0.0
Jason Chapman,African-American,male,0.0,USA,29.0,94025,3,3.17,0.26,7.0,3.38,0.0,20.0,-0.83,2.08,-0.06,0.18,Engineering,Very Good,Good,0.0,0.0,0.0
Jeffrey Aguilera,Caucasian,male,1.0,USA,27.0,94707,3,3.2,0.36,4.5,3.68,0.0,60.0,-2.64,2.23,0.52,-0.07,Engineering,Ok,Good,0.0,0.0,0.0
Phil Bryant,Caucasian,male,1.0,USA,31.0,94947,3,3.03,0.12,6.5,3.1,0.0,85.0,-2.24,1.3,-0.71,-0.73,Engineering,Ok,Good,0.0,0.0,0.0
Julia Munch,Caucasian,female,0.0,USA,25.0,94544,3,3.15,0.32,4.0,2.78,0.0,32.0,-1.76,3.07,1.51,0.61,Quantitative,None,Good,0.0,0.0,0.0
Robert Way,African-American,male,0.0,Canada,33.0,94043,3,2.45,0.38,5.0,2.92,0.0,6.0,-0.16999999999999998,0.64,-2.45,-1.7,None,None,Bad,0.0,0.0,1.0
Jeffrey Fuller,Other,male,0.0,USA,28.0,95035,3,2.34,0.54,5.5,2.82,0.0,18.0,1.19,2.45,0.77,0.2,None,Ok,Good,0.0,0.0,0.0
Kenneth Oneill,Hispanic,male,2.0,Canada,30.0,94014,3,3.11,0.28,7.5,3.79,0.0,43.0,-0.07,1.95,-1.24,-1.58,None,Very Good,Good,0.0,0.0,0.0
William Walsh,Caucasian,male,0.0,USA,30.0,94070,3,2.23,0.56,6.5,3.19,1.5,27.0,-0.19,3.42,4.44,4.83,None,None,Bad,0.0,0.0,0.0
James Huang,Caucasian,male,2.0,USA,27.0,94538,3,3.22,0.48,3.0,3.46,0.0,21.0,-2.58,1.16,-1.52,-2.31,None,Very Good,Bad,0.0,0.0,0.0
Henry Sanchez,African-American,male,0.0,USA,24.0,94549,3,2.87,0.5,2.5,3.01,1.5,53.0,-0.38,2.08,2.94,2.87,None,None,Good,0.0,1.0,0.0
Isabel Clark,African-American,female,2.0,Canada,22.0,94578,3,3.53,0.28,1.5,1.73,0.0,39.0,-3.26,2.97,0.8,0.66,None,None,Good,0.0,0.0,0.0
Jonathan Jeter,Caucasian,male,0.0,USA,26.0,94587,3,2.55,0.42,4.0,1.82,0.0,30.0,-2.44,2.38,-1.1,-1.07,None,Ok,Bad,0.0,1.0,1.0
James Johnson,Hispanic,male,0.0,USA,31.0,94595,3,3.67,0.16,9.0,3.83,0.0,56.0,-1.75,2.31,0.05,0.76,None,Very Good,Good,0.0,0.0,0.0
Shawn Brown,Asian,male,0.0,USA,31.0,94538,3,2.54,0.24,4.0,2.27,0.0,21.0,0.84,0.75,-2.4,-2.34,None,Ok,Good,0.0,0.0,0.0
William Hickey,Caucasian,male,0.0,USA,34.0,94109,3,2.92,0.32,7.0,3.39,0.0,48.0,1.27,0.75,-3.69,-3.0,None,Ok,Good,1.0,0.0,0.0
Amos Mckee,Caucasian,male,1.0,USA,28.0,94578,3,2.98,0.6,4.5,3.42,0.0,39.0,1.27,0.0,-3.59,-3.13,None,Ok,Good,0.0,0.0,0.0
Alicia Cook,Caucasian,female,0.0,USA,25.0,94027,3,2.52,0.18,4.5,2.68,0.0,24.0,2.03,1.32,-0.63,-0.86,Quantitative,Very Good,Good,0.0,0.0,0.0
Richard Sigman,Caucasian,male,2.0,USA,31.0,94566,3,3.78,0.32,5.5,3.88,3.0,35.0,1.21,4.22,3.73,4.07,Quantitative,Ok,Good,0.0,0.0,0.0
James Araujo,Caucasian,male,1.0,USA,26.0,94070,3,2.92,0.42,4.0,3.17,0.0,27.0,-1.14,1.26,-2.46,-2.58,Quantitative,Ok,Bad,0.0,0.0,0.0
James Brown,Caucasian,male,0.0,Australia,32.0,94043,3,2.71,0.6,7.0,3.33,0.0,5.0,1.16,2.14,0.99,1.02,Quantitative,Very Good,Good,0.0,0.0,0.0
Andrew Payne,Caucasian,male,1.0,USA,28.0,94707,3,2.74,0.2,4.5,2.24,0.5,61.0,-2.3,2.11,0.77,-0.51,Sciences,Ok,Good,0.0,0.0,0.0
Robert Fischer,Caucasian,male,2.0,USA,31.0,94572,3,3.42,0.5,7.0,4.04,0.0,72.0,-1.29,0.35,-2.97,-1.72,Humanities,Ok,Good,1.0,0.0,0.0
Laura Rowland,Hispanic,female,1.0,USA,33.0,94578,3,2.7,0.52,4.0,2.16,3.0,39.0,1.71,1.08,-0.76,0.14,Engineering,Ok,Good,0.0,1.0,0.0
Daniel Klein,Caucasian,male,0.0,USA,27.0,94611,3,2.62,0.22,3.0,2.28,0.0,52.0,-1.2,3.64,3.16,3.43,Engineering,Very Good,Good,0.0,0.0,0.0
Eric Rowe,Caucasian,male,0.0,USA,28.0,94538,3,3.18,0.66,4.0,3.63,0.0,21.0,3.53,1.31,-0.95,-0.78,Humanities,None,Bad,0.0,0.0,0.0
Nicholas Mcgough,African-American,male,2.0,USA,25.0,94503,3,3.99,0.14,3.0,3.74,0.0,82.0,-0.15000000000000002,0.86,-1.63,-1.43,Sciences,Very Good,Good,1.0,1.0,0.0
Marjorie Borror,Caucasian,female,1.0,USA,29.0,95134,3,2.3,0.18,6.0,2.28,0.0,16.0,-1.18,2.4,2.38,0.87,Engineering,Ok,Bad,0.0,0.0,0.0
Terry Smith,African-American,male,1.0,USA,23.0,94043,3,2.27,0.52,2.0,2.38,0.0,5.0,-1.01,2.56,0.34,-0.25,Quantitative,None,Good,0.0,0.0,0.0
Elmer Everts,Caucasian,male,0.0,USA,28.0,94025,3,2.96,0.46,6.0,3.27,0.0,20.0,0.99,1.82,-0.17,0.43,Quantitative,None,Bad,0.0,0.0,0.0
James Copenhaver,Caucasian,male,0.0,USA,24.0,94588,3,3.17,0.34,1.0,2.24,0.0,36.0,0.82,1.92,0.44,-0.1,Engineering,Ok,Bad,0.0,1.0,0.0
Howard Chol,Caucasian,male,0.0,USA,24.0,94070,3,2.52,0.42,1.0,1.89,0.0,27.0,0.5,0.64,-3.56,-3.48,Engineering,Very Good,Bad,0.0,1.0,0.0
Darrell Sarris,Hispanic,male,0.0,USA,28.0,94542,3,2.73,0.46,3.0,2.52,2.5,41.0,0.53,2.54,-0.24,-1.21,Engineering,Ok,Good,0.0,0.0,0.0
Robert Martin,Hispanic,male,1.0,Australia,28.0,94545,3,2.6,-0.04,4.5,2.17,1.0,37.0,-1.9,1.72,-1.69,-0.78,Quantitative,None,Good,0.0,0.0,0.0
Ronald Phipps,African-American,male,0.0,USA,28.0,94070,3,3.32,0.56,5.0,3.69,0.0,27.0,2.18,2.54,0.22,-0.35,Quantitative,Ok,Good,0.0,0.0,0.0
Edward Burton,Caucasian,male,2.0,USA,27.0,94040,3,3.27,0.34,6.5,3.79,0.0,1.0,0.59,3.75,4.35,3.58,Engineering,Ok,Good,0.0,0.0,0.0
Jerry Biro,African-American,male,0.0,USA,30.0,94523,3,2.82,-0.02,5.5,2.22,1.0,55.0,-1.55,1.94,-0.04,0.44,Humanities,Ok,Good,1.0,0.0,0.0
Clifford Gamba,Caucasian,male,1.0,USA,30.0,94545,3,3.46,0.4,5.5,3.5,1.5,37.0,-1.11,2.61,1.49,1.52,Quantitative,None,Good,0.0,0.0,0.0
Billie Crooks,Caucasian,female,1.0,USA,23.0,94085,3,3.1,0.12,1.5,1.93,0.0,8.0,1.12,0.44,-2.78,-3.51,Quantitative,Ok,Good,0.0,0.0,0.0
Margaret Alvarez,Caucasian,female,0.0,USA,27.0,94509,3,3.62,0.22,4.0,2.83,0.0,71.0,0.29,0.8,-2.15,-1.91,Humanities,None,Bad,0.0,0.0,0.0
Clarence Orick,Other,male,0.0,USA,25.0,95002,3,2.68,0.5,2.0,2.64,0.0,14.0,1.22,3.22,3.15,2.14,Quantitative,None,Good,0.0,0.0,0.0
Bruce Mcbride,African-American,male,0.0,USA,30.0,94525,3,3.03,0.2,5.0,3.01,1.0,64.0,-1.45,1.88,0.32,0.43,Quantitative,Ok,Good,0.0,0.0,0.0
Alexander Leber,Asian,male,1.0,USA,27.0,94605,3,2.64,0.24,4.5,2.16,0.0,42.0,1.99,3.09,5.04,4.5,Engineering,None,Bad,0.0,0.0,0.0
Zachary Barnett,Caucasian,male,1.0,USA,30.0,94304,3,2.78,0.12,8.0,2.82,0.0,19.0,2.75,1.67,-0.94,-0.78,Quantitative,Ok,Bad,0.0,0.0,0.0
Yvonne Muscara,Caucasian,female,2.0,USA,30.0,94087,3,3.35,0.42,5.0,3.68,0.0,12.0,-3.85,2.34,0.54,0.91,Quantitative,Ok,Good,0.0,0.0,0.0
Dennis Joyner,Caucasian,male,0.0,USA,23.0,94587,3,2.86,0.58,2.0,2.96,0.0,30.0,0.17,1.66,-1.33,-1.35,Quantitative,Ok,Good,0.0,0.0,0.0
Marcos Cox,Hispanic,male,0.0,USA,26.0,94085,3,3.63,0.26,3.5,3.22,0.0,9.0,0.6499999999999999,1.61,0.91,1.02,Engineering,Very Good,Good,0.0,0.0,0.0
John Coleman,Caucasian,male,2.0,USA,26.0,94592,3,3.09,0.5,4.0,3.84,0.0,78.0,-3.3,1.99,0.75,1.55,Engineering,Very Good,Good,1.0,0.0,0.0
Kenny Gale,African-American,male,0.0,USA,29.0,94588,3,2.82,0.4,3.0,2.35,1.5,36.0,-1.8,2.2,0.16,-0.08,Sciences,Ok,Good,0.0,0.0,0.0
William Holtmeier,Caucasian,male,0.0,Canada,29.0,94010,3,3.22,0.5,6.0,3.71,2.0,33.0,1.12,1.59,-0.91,-0.22,Engineering,Very Good,Bad,1.0,1.0,0.0
Denny Bennett,Caucasian,male,0.0,USA,28.0,94588,3,2.5,0.52,4.0,2.53,0.0,36.0,-1.01,0.12,-2.02,-1.54,Engineering,None,Good,0.0,0.0,0.0
Brian Todd,Asian,male,0.0,USA,23.0,94085,3,2.35,0.6,1.0,2.17,0.0,9.0,0.77,1.12,-2.2,-1.34,Engineering,Ok,Bad,0.0,0.0,1.0
Sharon Mullen,Caucasian,female,0.0,USA,25.0,94564,3,3.37,0.38,2.0,2.7,0.0,62.0,0.79,2.28,-0.01,-0.96,Quantitative,Ok,Good,0.0,0.0,0.0
Thomas Kittelberger,Hispanic,male,0.0,USA,22.0,94403,3,2.97,0.04,0.0,1.38,1.5,26.0,-1.04,3.08,2.83,2.03,Engineering,None,Bad,0.0,0.0,0.0
Timothy Torres,Caucasian,male,1.0,USA,23.0,94545,3,1.54,0.34,2.0,2.0,0.0,37.0,0.69,3.3,3.16,2.29,Engineering,None,Bad,0.0,0.0,1.0
Mark Lucero,Other,male,1.0,USA,28.0,94040,3,3.58,0.48,4.5,3.12,0.0,2.0,-2.24,1.47,-1.02,-1.02,Sciences,None,Good,0.0,0.0,0.0
Fermin Delargy,Caucasian,male,0.0,Canada,24.0,94027,3,2.58,0.56,2.0,2.88,0.0,24.0,0.38,1.1,-2.74,-2.56,Engineering,None,Good,0.0,0.0,0.0
Elizabeth Rost,Caucasian,female,0.0,USA,24.0,94105,3,3.01,0.4,0.0,2.81,0.0,45.0,-0.88,0.99,-2.63,-3.07,Engineering,Ok,Good,0.0,0.0,0.0
Diane Loyd,Caucasian,female,0.0,USA,32.0,94131,3,2.99,0.4,6.0,3.37,0.0,44.0,-2.44,1.06,-0.59,-0.07,Quantitative,None,Bad,0.0,0.0,0.0
Lawrence Sanmiguel,Caucasian,male,0.0,USA,26.0,94591,3,2.71,0.28,3.0,2.37,0.0,73.0,-2.23,4.24,4.28,3.56,Engineering,None,Good,0.0,0.0,0.0
Ashley Duncan,Caucasian,female,0.0,USA,28.0,94040,3,3.18,0.48,3.0,3.16,0.0,4.0,1.98,0.26,-2.26,-1.79,Quantitative,Very Good,Bad,0.0,0.0,0.0
Ann Reynolds,Caucasian,female,2.0,USA,24.0,94040,3,2.86,0.48,2.0,3.15,0.0,0.0,1.78,0.98,-3.2,-3.15,Quantitative,None,Good,0.0,0.0,0.0
Eric Weber,Asian,male,0.0,USA,28.0,94586,3,3.35,0.22,6.0,2.75,0.0,38.0,1.24,2.01,-0.76,-0.35,Quantitative,None,Good,1.0,0.0,1.0
Julie Bailey,Asian,female,1.0,USA,25.0,94043,3,2.55,0.54,0.0,1.98,0.0,5.0,2.3,1.13,-3.09,-2.67,Engineering,None,Bad,0.0,0.0,0.0
Rufus Taylor,Hispanic,male,0.0,USA,33.0,94973,3,2.39,0.16,8.0,2.99,0.0,88.0,-5.44,1.39,-1.06,-1.27,Engineering,None,Bad,0.0,0.0,0.0
Charles Brooks,Other,male,1.0,China,27.0,94022,3,3.25,0.5,3.0,3.67,0.0,13.0,2.63,1.2,-1.74,-1.0,Humanities,Very Good,Good,0.0,0.0,0.0
Joseph Cavallo,Caucasian,male,0.0,USA,30.0,94038,3,2.8,0.28,7.0,3.03,0.0,57.0,-3.51,1.45,-2.12,-2.36,Engineering,None,Bad,0.0,0.0,0.0
Hollis Sawyer,Caucasian,male,1.0,USA,31.0,94611,3,3.07,0.62,6.0,3.67,0.0,52.0,2.26,1.62,-0.44,-0.56,Humanities,Ok,Good,0.0,0.0,0.0
Daniel Ford,African-American,male,0.0,USA,27.0,94707,3,2.73,0.56,5.0,3.17,1.5,60.0,-0.74,1.26,-1.2,-0.11,Engineering,Ok,Good,1.0,0.0,0.0
Christopher Sanchez,African-American,male,0.0,USA,26.0,94587,3,4.2,0.48,0.0,2.68,2.0,30.0,-0.18,3.81,2.63,3.33,Quantitative,Ok,Bad,0.0,0.0,1.0
Samantha Rodriguez,Asian,female,2.0,USA,31.0,94544,3,3.06,0.44,8.0,3.84,0.0,32.0,-0.15,2.3,-0.31,-0.4,Quantitative,None,Bad,0.0,0.0,0.0
Alyse Williams,African-American,female,1.0,USA,26.0,94587,3,2.96,0.48,3.5,2.47,0.0,30.0,-2.78,3.26,2.26,2.71,Engineering,Very Good,Good,1.0,0.0,0.0
Richard Wills,Caucasian,male,2.0,USA,29.0,94707,3,3.46,0.58,3.0,3.59,0.0,60.0,-1.68,1.69,-1.6,-1.69,Sciences,Ok,Good,0.0,0.0,0.0
Thomas Clark,Caucasian,male,0.0,USA,27.0,94040,3,3.14,0.48,4.0,2.52,0.0,4.0,3.01,2.43,1.18,0.36,Engineering,None,Bad,0.0,0.0,0.0
Lindsey Pitts,Caucasian,female,0.0,USA,27.0,94014,3,3.22,0.66,4.0,2.86,0.0,43.0,-1.7,1.84,0.34,-0.15,Engineering,Ok,Good,0.0,0.0,0.0
Addie Brumit,Hispanic,female,0.0,USA,27.0,94061,3,3.67,0.18,5.0,2.01,0.0,22.0,1.58,2.86,3.21,2.53,Humanities,Ok,Good,0.0,0.0,0.0
Clara Holt,Asian,female,2.0,USA,23.0,94561,3,2.74,0.62,1.5,3.35,0.0,81.0,-1.95,1.52,-1.3,-1.43,Quantitative,Very Good,Good,0.0,0.0,0.0
Kyle Herrera,African-American,male,0.0,USA,28.0,94538,3,3.01,0.24,5.5,3.24,0.0,21.0,0.96,2.58,1.34,1.85,Engineering,Very Good,Good,0.0,0.0,0.0
Tiffany Jackson,Caucasian,female,0.0,USA,26.0,94301,3,3.03,0.38,3.0,2.94,0.0,17.0,-0.44,2.66,0.32,0.99,Quantitative,Ok,Good,0.0,0.0,0.0
Lorene Higbee,Asian,female,0.0,USA,30.0,94087,3,2.88,0.48,3.0,3.31,0.0,12.0,1.9,4.0,4.83,3.53,Engineering,Very Good,Good,0.0,0.0,0.0
Thomas Gillespie,Asian,male,1.0,Canada,26.0,94040,3,2.49,0.56,2.0,2.88,0.0,4.0,1.73,1.01,0.02,0.55,Engineering,Ok,Good,0.0,0.0,0.0
Yvonne Payton,Other,female,1.0,USA,29.0,94402,3,3.0,0.14,7.0,1.7799999999999998,0.0,28.0,-1.98,1.32,-0.57,-0.79,Quantitative,Ok,Good,0.0,0.0,0.0
Donald Mccollough,Caucasian,male,0.0,USA,30.0,94061,3,2.98,0.16,6.5,3.28,0.0,22.0,-0.03,2.47,1.36,1.3,Engineering,Very Good,Good,1.0,1.0,0.0
David Desmond,Caucasian,male,0.0,USA,27.0,94109,3,2.15,0.36,3.0,2.19,0.0,48.0,0.04,1.59,-0.49,0.0,Humanities,Ok,Bad,0.0,0.0,0.0
Tracey Cyphers,Caucasian,female,0.0,USA,26.0,94061,3,2.92,0.44,2.5,2.1,0.0,22.0,0.29,2.03,1.1,1.65,Quantitative,Ok,Good,0.0,1.0,0.0
John Vanderhorst,Caucasian,male,0.0,USA,23.0,94603,3,2.68,0.52,0.0,2.9,0.0,40.0,3.21,0.71,-3.63,-3.17,Quantitative,Ok,Good,0.0,0.0,0.0
Adrian Silverman,Asian,male,0.0,USA,24.0,95134,3,2.8,0.36,0.0,2.04,0.0,16.0,3.69,2.14,-1.5,-1.28,Engineering,None,Good,0.0,1.0,0.0
Danny Stephen,Asian,male,2.0,USA,22.0,94040,3,2.7,0.46,-1.0,2.06,0.0,0.0,1.8,3.06,1.0,1.25,Engineering,Ok,Bad,0.0,0.0,0.0
Gina Suggs,Caucasian,female,1.0,USA,32.0,94586,3,3.13,0.54,8.5,3.5700000000000003,0.0,38.0,3.57,1.46,-0.69,-0.92,Quantitative,Very Good,Good,1.0,0.0,0.0
Brent Scott,Asian,male,0.0,USA,23.0,94542,3,2.75,0.48,2.0,2.32,0.0,41.0,-1.42,1.77,0.47,0.63,Engineering,Ok,Bad,0.0,0.0,0.0
David Wimberly,Caucasian,male,1.0,USA,24.0,94572,3,1.46,0.14,3.5,1.35,0.0,72.0,-0.82,0.42,-2.91,-2.79,Engineering,None,Bad,0.0,1.0,1.0
Judith Moore,Other,female,0.0,China,26.0,94131,3,3.5,0.56,3.0,1.58,0.0,44.0,-4.06,2.9,1.45,1.8,Sciences,None,Good,0.0,0.0,0.0
Joseph Foulk,Caucasian,male,0.0,USA,32.0,94085,3,3.05,0.36,5.0,3.16,2.5,8.0,0.94,0.63,-2.29,-0.93,Engineering,Ok,Bad,0.0,0.0,0.0
Machelle Williams,Caucasian,female,1.0,USA,27.0,94121,3,3.31,0.3,6.0,3.16,0.0,54.0,-1.32,0.76,-2.25,-2.07,Engineering,Ok,Good,0.0,0.0,0.0
Paula Sheahan,Asian,female,0.0,USA,25.0,94560,3,3.2,0.52,3.5,3.07,0.0,29.0,1.19,0.8,-4.0,-3.42,Quantitative,None,Bad,0.0,1.0,0.0
Amy Hope,Caucasian,female,1.0,USA,28.0,94085,3,3.23,0.78,2.5,3.0900000000000003,2.0,8.0,0.02,2.34,0.53,0.22,Quantitative,None,Bad,0.0,0.0,0.0
Robert Chaffin,Hispanic,male,1.0,Australia,26.0,94043,3,1.92,0.22,5.0,1.69,0.0,6.0,1.18,2.77,1.99,1.67,Humanities,Ok,Good,0.0,1.0,1.0
Alfred Dunn,Caucasian,male,2.0,USA,26.0,94025,3,4.26,0.28,3.0,4.23,0.0,20.0,-1.31,0.0,-5.13,-5.55,Engineering,Very Good,Good,0.0,0.0,0.0
Sandra Ziego,Asian,female,2.0,USA,26.0,94025,3,3.34,0.46,4.0,4.3,0.0,20.0,-2.3,3.16,2.95,2.48,Quantitative,None,Good,1.0,0.0,0.0
Louis Juliano,Asian,male,0.0,USA,22.0,94603,3,2.72,0.22,0.0,2.15,0.0,40.0,-0.74,1.24,-1.25,-1.34,Quantitative,None,Good,0.0,0.0,0.0
Jerry Zurcher,Caucasian,male,2.0,USA,29.0,94709,3,3.3,0.66,4.0,3.9,2.0,59.0,-1.04,3.09,0.44,0.19,Quantitative,Very Good,Good,0.0,0.0,0.0
Herminia Williams,Caucasian,female,0.0,USA,26.0,94131,3,3.4,0.64,4.0,2.85,0.0,44.0,1.13,2.15,1.19,1.63,Quantitative,Ok,Good,0.0,0.0,0.0
Emilio Tufts,Caucasian,male,2.0,USA,29.0,94040,3,2.23,0.32,4.0,3.25,2.5,4.0,0.29,1.13,-0.69,-0.71,Engineering,Ok,Good,0.0,0.0,0.0
Edwin Corbin,Caucasian,male,0.0,USA,25.0,94709,3,2.56,0.48,1.5,2.21,1.0,59.0,-1.84,3.97,3.15,3.15,Engineering,Ok,Bad,0.0,0.0,0.0
Michael Bodak,Caucasian,male,1.0,Australia,28.0,95035,3,3.63,0.58,3.5,3.86,2.0,18.0,-0.04,2.08,2.77,2.52,Quantitative,Ok,Good,0.0,0.0,0.0
Michael Kerney,Hispanic,male,1.0,USA,25.0,94560,3,2.43,0.28,0.0,1.92,1.0,29.0,-1.65,5.2,5.14,4.69,Engineering,Ok,Bad,0.0,0.0,0.0
Dale Keeter,Caucasian,male,1.0,Canada,29.0,94539,3,3.43,0.36,4.5,3.1,0.0,25.0,-0.79,1.47,-0.85,-0.55,Engineering,None,Bad,0.0,0.0,0.0
James Kaua,Caucasian,male,2.0,USA,24.0,94549,3,3.28,0.44,3.5,3.72,0.0,53.0,-2.02,3.13,2.21,1.61,Quantitative,Very Good,Bad,1.0,0.0,0.0
Keith Larkin,Caucasian,male,0.0,USA,34.0,94591,3,2.68,-0.04,7.5,2.86,0.0,73.0,-3.35,0.88,-2.44,-1.99,Engineering,None,Bad,0.0,1.0,0.0
Courtney Newcomb,Other,female,0.0,Australia,31.0,94027,3,3.62,0.3,8.5,2.2,0.0,24.0,-1.42,1.13,-0.95,0.04,Quantitative,Very Good,Good,0.0,0.0,0.0
John Morales,African-American,male,0.0,USA,30.0,94085,3,2.44,0.4,4.0,3.2,1.5,9.0,-0.9,2.23,-1.32,-1.36,Engineering,Ok,Good,0.0,0.0,0.0
Jessica Chapa,Caucasian,female,2.0,USA,27.0,94025,3,3.74,0.28,4.0,4.619999999999999,1.0,20.0,-1.59,1.72,0.02,-0.16,Engineering,Very Good,Good,1.0,1.0,0.0
Jesse Cruz,Caucasian,male,0.0,USA,30.0,94019,3,3.38,0.3,5.0,2.92,2.0,46.0,-0.46,2.33,2.23,2.28,Quantitative,Ok,Good,0.0,0.0,0.0
Lisa Marshall,Caucasian,female,2.0,USA,27.0,94605,3,3.55,0.52,5.5,4.25,0.0,42.0,-0.7,1.2,-0.94,-1.15,Engineering,Very Good,Bad,1.0,0.0,0.0
John Reist,African-American,male,0.0,USA,31.0,94087,3,2.56,0.16,6.0,3.0,2.0,12.0,0.28,1.6,-0.56,-1.16,Engineering,Very Good,Good,0.0,0.0,0.0
Thomas Luff,Hispanic,male,2.0,USA,28.0,94403,3,3.17,0.54,4.5,3.92,0.0,26.0,-2.16,2.32,0.52,0.66,Engineering,None,Good,0.0,0.0,0.0
Daniel Crenshaw,Caucasian,male,1.0,USA,26.0,94560,3,3.13,0.54,3.5,2.38,0.0,29.0,1.19,2.13,1.17,1.02,Engineering,Very Good,Bad,0.0,0.0,0.0
Tom Burrage,Caucasian,male,0.0,USA,24.0,94903,3,2.96,0.56,1.0,2.9,0.0,70.0,-0.02,3.32,1.52,1.57,Humanities,Ok,Bad,0.0,1.0,0.0
Ann Sparrow,Other,female,0.0,USA,29.0,94089,3,2.61,0.4,5.0,1.39,0.5,11.0,-2.57,2.32,1.62,1.75,Humanities,Ok,Bad,0.0,0.0,0.0
Andres Greer,Caucasian,male,1.0,USA,29.0,94085,3,3.15,0.42,2.5,2.6,2.0,9.0,-0.99,2.33,2.45,2.02,Quantitative,None,Good,1.0,0.0,0.0
Cory Reiher,Hispanic,male,0.0,Mexico,30.0,94121,3,2.65,0.2,4.0,2.27,2.5,54.0,0.010000000000000007,1.21,-0.46,-1.27,Engineering,Ok,Bad,0.0,1.0,0.0
Nancy Mercado,Caucasian,female,0.0,USA,24.0,95134,3,2.71,0.28,1.5,1.88,0.0,16.0,1.99,1.53,-1.48,-0.4,Engineering,None,Good,0.0,0.0,0.0
Joyce Lalk,Caucasian,female,1.0,USA,26.0,94105,3,2.57,0.58,4.0,2.3400000000000003,0.0,45.0,-1.39,1.56,-0.11,-1.71,Quantitative,Ok,Good,1.0,1.0,0.0
