Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Joan Jett,Caucasian,female,1.0,USA,29.0,94707,3,3.44,0.35,6.0,4.35,13.98,0.0,61.0,1.0,-1.4,0.0,-4.98,-4.77,1.32,Humanities,Very Good,Good,0.0,0.0,0.0
Alejandro Harris,Asian,male,2.0,USA,23.0,94043,3,3.35,0.69,1.0,3.93,13.4,0.0,5.0,1.0,-1.9,0.66,-1.99,-2.25,3.98,Engineering,None,Good,1.0,0.0,0.0
Francis Boutte,Other,male,0.0,USA,30.0,94611,3,2.67,-0.04,6.5,2.07,7.02,1.5,52.0,1.5,-1.47,0.41,-2.28,-2.46,3.73,Quantitative,Ok,Bad,0.0,0.0,0.0
Martin Schmidgall,Asian,male,0.0,China,27.0,94010,3,2.89,0.61,4.0,3.08,9.59,0.0,33.0,4.0,1.07,2.8,2.99,2.66,9.95,Quantitative,Ok,Bad,0.0,0.0,0.0
Dorothy Thomas,Caucasian,female,1.0,USA,28.0,94544,3,2.97,0.47,4.0,3.54,11.81,0.0,32.0,3.0,0.23,2.86,1.6,1.68,9.18,Quantitative,Very Good,Good,0.0,0.0,0.0
Mary Mccafferty,Other,female,2.0,USA,26.0,94022,3,3.09,0.45,6.0,3.99,12.49,0.0,13.0,7.0,3.11,2.77,-0.24,-0.92,6.03,Engineering,Ok,Good,0.0,0.0,0.0
Larry Shoop,Asian,male,1.0,USA,28.0,94043,3,3.28,0.41,4.5,3.24,10.39,0.0,6.0,4.0,0.98,2.19,0.54,1.03,8.41,Engineering,Very Good,Good,0.0,0.0,1.0
Paul Asher,Caucasian,male,0.0,USA,30.0,94040,3,3.45,0.22,7.0,3.45,10.95,0.0,1.0,4.0,0.92,2.7,1.6,2.31,10.03,Quantitative,None,Good,0.0,0.0,0.0
Daniel Hayes,African-American,female,0.0,USA,22.0,94591,3,3.16,0.24,2.0,2.6,9.65,0.0,74.0,0.0,-2.46,3.2,1.77,1.63,9.09,Quantitative,None,Bad,0.0,1.0,0.0
Phillip Sexton,Caucasian,male,2.0,USA,25.0,94549,3,3.33,0.63,3.0,3.52,11.52,1.0,53.0,0.5,-2.16,1.33,-0.92,0.48,7.89,Engineering,Very Good,Bad,0.0,0.0,0.0
Joyce Lundy,Caucasian,female,2.0,USA,34.0,94040,3,3.5,0.43,9.0,4.85,14.71,0.0,1.0,4.0,0.99,2.35,-1.55,-2.24,4.36,Engineering,Ok,Good,1.0,0.0,1.0
Henry Hamby,Caucasian,male,1.0,USA,31.0,94598,3,1.94,0.25,7.0,2.48,7.93,2.0,67.0,2.0,-0.57,0.97,-1.58,-1.25,5.56,Sciences,Ok,Good,0.0,0.0,0.0
Sarah Fleming,Caucasian,female,1.0,USA,26.0,94085,3,2.41,0.53,3.0,2.83,9.5,1.5,8.0,3.0,-0.55,2.54,1.74,2.13,9.72,Sciences,Ok,Good,0.0,0.0,0.0
Robt Nunn,Caucasian,male,2.0,USA,25.0,94512,3,2.84,0.25,5.0,2.4,7.890000000000001,0.0,100.0,0.0,-7.19,3.69,3.36,3.79,11.82,Engineering,None,Good,0.0,0.0,0.0
Leslie Harmon,Caucasian,female,0.0,USA,24.0,94549,3,2.81,0.31,0.0,1.3,5.4,0.0,53.0,2.5,-0.42,2.71,1.12,1.13,8.51,Quantitative,None,Good,1.0,1.0,1.0
Christopher Vidrine,Caucasian,male,0.0,USA,30.0,94030,3,3.14,0.55,8.0,3.59,10.2,0.0,34.0,5.0,1.57,1.94,-1.04,-0.89,6.11,Humanities,Ok,Good,0.0,0.0,0.0
Anthony Rochelle,Asian,male,0.0,USA,27.0,94544,3,2.95,0.43,4.5,2.93,9.41,0.0,32.0,3.0,-0.17,1.37,-0.51,0.38,7.68,Sciences,None,Good,1.0,0.0,0.0
Edward Davis,Hispanic,male,0.0,USA,24.0,94040,3,2.65,0.37,3.0,2.97,10.61,0.0,2.0,0.0,-3.07,0.6,-2.39,-2.39,3.93,Engineering,Ok,Good,0.0,0.0,0.0
Robert Wright,Caucasian,male,0.0,USA,28.0,94040,3,2.42,0.39,3.0,1.88,6.65,0.0,2.0,6.5,2.83,0.78,-1.7,-1.5,5.09,Quantitative,None,Bad,0.0,0.0,0.0
Shirlene Frame,Hispanic,female,0.0,USA,23.0,94544,3,2.97,0.49,3.0,2.75,9.16,0.0,32.0,6.0,2.99,2.45,3.5,3.11,10.37,Quantitative,Ok,Bad,0.0,0.0,0.0
Patsy Lundgren,Caucasian,female,2.0,USA,33.0,94925,3,3.2,0.73,8.5,4.93,14.21,0.0,66.0,5.5,2.37,1.43,-1.3,-1.03,5.81,Quantitative,Ok,Good,1.0,0.0,0.0
Jenise Rodriguez,Other,female,1.0,USA,27.0,94114,3,2.91,0.16,6.0,2.77,9.08,0.0,47.0,4.0,0.93,2.48,-0.45,0.41,7.93,Engineering,Ok,Bad,0.0,0.0,0.0
Dave Jimenez,Asian,male,2.0,USA,28.0,94301,3,3.28,0.51,4.5,3.92,12.72,0.0,17.0,6.0,3.05,1.52,-0.26,-0.66,5.94,Sciences,Very Good,Good,0.0,0.0,0.0
David White,Caucasian,male,2.0,USA,34.0,94586,3,3.07,0.41,6.5,4.22,13.379999999999999,0.0,38.0,1.5,-0.83,2.71,0.3,0.0,7.16,Quantitative,None,Good,1.0,0.0,0.0
Bobby Spencer,Caucasian,male,0.0,USA,32.0,94043,3,3.2,0.18,6.0,3.3,11.04,0.0,5.0,5.0,1.57,0.84,-1.81,-1.85,4.54,Sciences,Ok,Good,0.0,0.0,0.0
David Rodgers,Caucasian,male,1.0,USA,23.0,94131,3,3.39,0.47,0.0,3.13,11.36,0.0,44.0,2.5,-0.7,4.23,3.13,1.78,8.97,Engineering,Very Good,Good,1.0,0.0,0.0
Eric Riddick,Asian,male,0.0,USA,25.0,94109,3,2.23,0.31,3.0,2.49,9.12,0.0,48.0,1.5,-1.17,2.46,2.28,2.18,9.51,Quantitative,None,Good,0.0,0.0,0.0
Jimmy Pothoven,African-American,male,1.0,USA,30.0,94611,3,3.15,0.35,8.0,3.54,10.7,0.0,52.0,5.0,2.25,0.91,-1.92,-1.32,5.54,Quantitative,Ok,Bad,0.0,0.0,0.0
Brian Hoban,Caucasian,male,0.0,USA,28.0,94538,3,2.7,0.57,3.0,2.17,6.73,0.0,21.0,3.5,0.5,1.75,-0.26,-0.7,5.97,Engineering,None,Bad,0.0,1.0,0.0
Melvin Hug,Caucasian,male,0.0,USA,26.0,94560,3,2.71,0.43,3.0,2.38,8.15,0.0,29.0,5.0,1.63,3.68,0.79,0.78,8.44,Engineering,None,Bad,0.0,0.0,0.0
Victor Fernandez,Asian,male,1.0,USA,29.0,94304,3,3.78,0.53,3.0,3.7,11.870000000000001,0.0,19.0,3.0,-0.05,2.39,0.03,0.56,7.95,Humanities,Ok,Good,1.0,0.0,0.0
Dean Marsh,Caucasian,male,1.0,USA,28.0,94503,3,3.18,0.45,3.5,2.9,9.51,0.0,83.0,3.0,0.11,1.6,-1.63,-1.87,4.85,Engineering,Very Good,Bad,1.0,1.0,0.0
Robert Herrera,Asian,male,0.0,Canada,25.0,94304,3,3.06,0.59,3.5,3.58,11.46,0.0,19.0,7.0,3.33,3.19,1.7,0.98,8.12,Quantitative,None,Good,0.0,0.0,0.0
Richard Montoya,Asian,male,0.0,USA,23.0,94019,3,2.48,0.29,1.0,2.08,8.2,0.0,46.0,1.5,-1.01,1.99,0.66,1.4,8.83,Engineering,Ok,Good,0.0,0.0,0.0
Maria Duvall,Caucasian,female,0.0,USA,23.0,94014,3,3.06,0.22,2.5,2.26,8.22,0.0,43.0,2.0,-0.72,0.63,-1.4,-0.5,6.45,Engineering,Very Good,Bad,0.0,0.0,0.0
Robert Yee,Hispanic,male,2.0,Mexico,30.0,94523,3,2.94,0.49,6.0,3.85,12.05,2.5,55.0,3.5,0.54,1.98,1.39,1.06,7.97,Engineering,Ok,Good,0.0,0.0,0.0
Thomas Thompson,Caucasian,male,1.0,USA,28.0,94030,3,2.18,0.33,3.0,2.5,9.22,0.0,34.0,2.0,-0.45,1.93,-0.92,-1.46,5.09,Quantitative,None,Good,0.0,0.0,0.0
Vickie Axtell,African-American,female,1.0,USA,30.0,94014,3,3.23,0.49,7.0,3.57,10.6,1.0,43.0,1.5,-1.08,0.08,-1.96,-1.23,5.47,Engineering,Ok,Good,0.0,0.0,0.0
Kevin Stefanski,Asian,male,1.0,USA,31.0,94609,3,2.65,0.61,3.0,3.76,12.61,4.0,50.0,7.0,3.26,2.88,1.62,2.2,9.98,Engineering,Very Good,Good,0.0,0.0,1.0
Bryan Lewis,Caucasian,male,0.0,USA,30.0,94564,3,2.61,0.2,5.5,2.82,9.29,0.0,62.0,2.0,-1.09,0.95,-2.82,-2.96,3.38,Engineering,Ok,Good,0.0,0.0,0.0
Raymond Raynor,Other,male,2.0,USA,24.0,95035,3,2.71,0.43,2.0,2.25,8.14,0.0,18.0,3.0,-0.81,0.86,-0.81,-1.19,5.16,Engineering,None,Good,0.0,0.0,0.0
Christopher White,Hispanic,male,1.0,USA,28.0,94618,3,3.53,0.33,5.0,4.24,14.11,0.0,51.0,2.5,-0.32,2.14,0.72,-0.57,5.89,Engineering,Ok,Good,1.0,0.0,0.0
Dennis Eckhardt,Caucasian,male,1.0,USA,34.0,94040,3,3.49,0.31,6.0,3.8,12.17,2.0,3.0,2.5,-0.81,1.13,-2.48,-1.84,5.14,Engineering,Very Good,Good,1.0,0.0,0.0
Charles Cardero,Caucasian,male,0.0,USA,24.0,94605,3,3.07,0.47,2.5,2.48,7.92,0.0,42.0,1.5,-1.31,2.81,2.95,2.5,9.73,Sciences,None,Good,1.0,0.0,0.0
April Sheldon,Caucasian,female,0.0,USA,23.0,94030,3,2.48,-0.06,2.5,1.83,7.84,0.0,34.0,5.5,2.03,1.67,0.72,0.67,7.6,Sciences,None,Bad,0.0,0.0,0.0
Betsy Keefe,Caucasian,female,0.0,Australia,28.0,94040,3,2.51,0.49,1.5,1.94,7.0,3.0,4.0,4.0,0.62,2.57,0.3,0.54,7.9,Engineering,Very Good,Bad,0.0,0.0,0.0
Edda Fredette,Caucasian,female,2.0,USA,31.0,95134,3,4.14,0.47,9.0,4.99,14.870000000000001,0.0,16.0,5.0,1.59,1.92,-0.33,-0.2,6.92,Quantitative,Very Good,Good,0.0,0.0,0.0
Scott Davis,Caucasian,male,0.0,USA,24.0,94544,3,2.33,0.39,4.0,2.41,8.26,0.0,31.0,3.0,0.09,0.67,-1.53,-0.75,6.13,Engineering,None,Good,0.0,0.0,0.0
George Fonder,Hispanic,male,1.0,USA,25.0,94525,3,3.3,0.31,1.5,2.45,8.94,0.0,64.0,1.0,-1.26,1.64,-0.21,0.7,8.02,Engineering,Ok,Bad,0.0,0.0,0.0
Carlton Dziuk,Caucasian,male,0.0,USA,26.0,94043,3,2.07,0.08,3.0,1.69,6.93,2.0,5.0,3.0,-0.28,1.45,-0.66,-0.39,6.49,Quantitative,None,Bad,0.0,0.0,0.0
Joshua Marquardt,Asian,male,2.0,USA,33.0,94040,3,3.49,0.41,5.5,3.71,11.629999999999999,0.0,4.0,2.5,-0.59,2.82,2.87,2.83,10.26,Engineering,Ok,Bad,0.0,0.0,0.0
Michael Dooley,Hispanic,male,0.0,Mexico,29.0,94578,3,1.96,0.1,6.5,2.1,7.0600000000000005,0.0,39.0,1.5,-1.39,2.1,-1.0,-0.75,6.34,Engineering,None,Good,0.0,0.0,0.0
Mary Ortiz,Hispanic,female,1.0,USA,25.0,94061,3,2.15,0.41,4.0,2.71,9.37,0.0,22.0,5.0,1.02,1.33,0.31,-0.07,6.46,Quantitative,None,Bad,0.0,0.0,0.0
Kara Jimenez,Caucasian,female,1.0,USA,26.0,94533,3,2.91,0.29,3.0,2.05,6.890000000000001,0.0,79.0,0.0,-3.18,0.02,-3.35,-2.61,3.82,Engineering,Ok,Good,1.0,1.0,0.0
Richard Hart,Asian,male,1.0,USA,23.0,94539,3,2.92,0.65,1.0,2.34,7.890000000000001,0.0,25.0,9.0,5.05,1.05,-2.21,-2.27,4.08,Quantitative,None,Bad,1.0,0.0,0.0
Sallie Lane,Caucasian,female,0.0,USA,30.0,94523,3,3.34,0.43,5.5,2.98,9.1,0.0,55.0,0.0,-2.39,2.74,0.86,1.95,9.83,Quantitative,Ok,Good,0.0,0.0,0.0
Marjorie Maddox,Hispanic,female,0.0,USA,23.0,94402,3,3.07,0.33,3.0,2.92,10.06,0.0,28.0,3.0,0.05,2.09,-0.43,-0.37,6.64,Quantitative,Very Good,Good,0.0,0.0,0.0
Barbara Johnson,Asian,female,2.0,China,31.0,94131,3,3.63,0.35,7.0,4.03,12.57,0.0,44.0,3.5,0.53,2.31,-1.3,-0.32,7.16,Engineering,Ok,Good,0.0,0.0,0.0
Yvette Alvarado,Caucasian,female,0.0,USA,30.0,94027,3,2.82,0.1,8.0,2.97,9.26,0.0,24.0,5.5,1.81,0.6,-2.24,-1.95,4.54,Quantitative,Ok,Bad,0.0,0.0,0.0
Janet Hyde,Caucasian,female,0.0,USA,27.0,94523,3,2.72,0.59,4.0,2.28,6.68,0.0,55.0,3.0,0.25,2.54,0.54,-0.04,6.87,Quantitative,None,Good,0.0,1.0,0.0
Thomas Miller,African-American,male,2.0,Canada,26.0,94304,3,3.92,0.35,3.0,3.5,11.55,0.0,19.0,3.0,-0.03,0.35,-2.8,-1.3,5.68,Engineering,Ok,Good,0.0,0.0,0.0
Fredrick Callahan,Caucasian,male,1.0,USA,26.0,94566,3,2.59,0.47,0.5,2.38,8.89,3.0,35.0,4.5,1.42,2.69,1.25,0.88,7.96,Engineering,Ok,Bad,0.0,0.0,0.0
Corinna Earley,Other,female,1.0,USA,29.0,94040,3,3.21,0.2,6.5,3.59,11.66,0.0,0.0,5.0,1.5,2.43,0.28,0.51,7.74,Engineering,Ok,Good,0.0,1.0,0.0
Michael Dube,Caucasian,male,1.0,USA,28.0,94043,3,3.33,0.67,3.0,3.52,11.23,1.0,6.0,1.5,-1.55,2.46,0.78,1.13,8.62,Sciences,None,Bad,0.0,0.0,0.0
Jeanette Walter,Asian,female,1.0,USA,29.0,94586,3,3.4,0.43,5.0,3.69,11.65,0.0,38.0,2.5,-0.49,2.46,1.06,1.21,8.47,Quantitative,None,Good,0.0,0.0,0.0
Kelvin Mccall,Hispanic,male,0.0,USA,26.0,94027,3,2.97,0.67,1.5,3.28,10.92,2.0,24.0,3.5,0.85,0.61,-2.67,-1.95,4.8,Engineering,Very Good,Good,0.0,0.0,0.0
Milo Swartz,Asian,male,0.0,USA,26.0,94539,3,3.95,0.27,4.0,3.02,9.63,0.0,25.0,3.0,-0.07,2.63,0.84,0.75,7.95,Engineering,None,Bad,0.0,0.0,0.0
Steven Moore,African-American,male,0.0,USA,23.0,94109,3,3.55,0.47,1.0,2.78,9.55,2.0,48.0,3.0,0.1,2.18,2.33,1.15,7.76,Engineering,None,Bad,0.0,0.0,0.0
Fay Deboer,Other,female,1.0,USA,28.0,94043,3,3.44,0.57,5.0,3.89,12.08,0.0,5.0,1.0,-2.01,2.27,-0.35,-0.43,6.62,Sciences,Very Good,Good,1.0,0.0,0.0
Keisha Hudson,Other,female,0.0,Canada,27.0,94085,3,3.06,0.45,5.5,3.45,10.65,0.0,10.0,2.0,-0.98,1.43,0.77,1.43,8.63,Engineering,None,Good,0.0,0.0,0.0
Michael Stubblefield,Caucasian,male,1.0,USA,28.0,94040,3,3.27,0.57,3.0,3.15,10.04,2.0,0.0,3.0,-0.48,1.85,-0.62,-0.58,6.42,Quantitative,Very Good,Good,0.0,0.0,0.0
Roxanne Loftin,Caucasian,female,0.0,USA,27.0,94538,3,3.0,0.35,4.0,3.2,10.73,0.0,21.0,2.5,-0.8,2.84,1.97,1.5,8.73,Quantitative,Ok,Good,0.0,1.0,0.0
Rachel Williams,Caucasian,female,0.0,USA,29.0,94040,3,3.86,0.75,3.0,3.37,9.96,0.0,3.0,4.0,1.05,2.99,2.68,1.64,8.61,Quantitative,None,Good,0.0,0.0,0.0
Catherine Allen,Caucasian,female,2.0,USA,29.0,94609,3,2.92,0.69,5.0,3.83,11.79,2.0,50.0,3.5,0.55,1.0,-1.75,-0.98,5.99,Quantitative,None,Good,0.0,0.0,0.0
William Chapman,Hispanic,male,0.0,Mexico,24.0,94560,3,2.42,0.29,1.5,2.11,8.32,0.0,29.0,2.0,-1.39,1.41,-1.92,-1.02,6.11,Engineering,Very Good,Good,0.0,0.0,1.0
Anthony Perez,Caucasian,male,2.0,USA,27.0,94603,3,3.93,0.39,5.0,3.86,12.01,1.0,40.0,2.0,-0.9,0.8,-5.03,-3.98,2.82,Humanities,Very Good,Good,0.0,0.0,0.0
Charles Milam,Caucasian,male,2.0,USA,26.0,94040,3,3.32,0.59,1.0,3.35,11.46,3.5,3.0,6.0,2.2,2.85,-0.2,0.12,7.65,Quantitative,Ok,Good,0.0,0.0,0.0
Deborah Goulden,Asian,female,0.0,USA,28.0,94603,3,2.47,-0.02,6.0,1.33,4.38,0.0,40.0,1.0,-1.62,0.49,-3.11,-2.61,3.92,Sciences,None,Bad,1.0,1.0,1.0
James Grau,Hispanic,male,1.0,USA,32.0,94588,3,4.0,0.47,7.5,4.27,12.44,0.5,36.0,0.0,-2.69,3.12,2.68,2.02,9.15,Engineering,Very Good,Good,0.0,0.0,0.0
Terrie Swanson,African-American,female,0.0,USA,29.0,94014,3,3.33,0.31,5.5,2.91,9.08,0.0,43.0,0.0,-2.73,1.39,-0.37,0.06,7.09,Engineering,Ok,Good,0.0,0.0,0.0
Joel Kraft,Caucasian,male,1.0,USA,31.0,94595,3,2.6,0.39,4.5,2.93,9.82,1.0,56.0,1.0,-1.14,0.55,-3.7,-3.26,3.21,Engineering,Ok,Good,1.0,0.0,0.0
James Miller,Caucasian,male,0.0,USA,27.0,94503,3,3.0,0.55,4.0,3.52,11.39,0.0,84.0,0.0,-5.55,2.57,0.24,0.59,7.95,Quantitative,Ok,Bad,0.0,0.0,0.0
John Broege,Caucasian,male,1.0,USA,28.0,94040,3,3.25,0.94,6.0,4.56,12.98,0.0,1.0,1.0,-2.15,1.54,-0.71,-0.9,5.74,Engineering,Very Good,Good,1.0,0.0,0.0
William Hallum,Hispanic,male,1.0,USA,30.0,94087,3,2.79,0.41,4.0,2.25,7.05,3.0,12.0,5.0,2.21,2.17,0.11,-0.83,5.75,Engineering,Ok,Good,0.0,0.0,0.0
Scott Vinciguerra,Asian,male,0.0,USA,26.0,94061,3,2.78,0.41,3.0,2.68,9.11,2.0,22.0,2.0,-1.3,1.53,0.3,0.42,7.29,Engineering,Ok,Bad,0.0,0.0,0.0
Robert Bishop,Caucasian,male,0.0,USA,25.0,94040,3,3.38,0.33,3.0,3.02,10.32,0.0,0.0,5.0,1.95,3.17,1.02,1.13,8.66,Engineering,None,Bad,0.0,0.0,0.0
Samuel Dustman,Caucasian,male,0.0,Canada,28.0,94061,3,3.18,0.33,5.0,3.22,10.27,0.0,22.0,5.5,2.01,3.09,2.52,3.01,10.77,Engineering,None,Good,0.0,0.0,0.0
Stanley Russell,Caucasian,male,1.0,Canada,34.0,94027,3,2.77,0.14,6.0,2.11,6.5600000000000005,4.0,24.0,8.0,4.21,1.36,-1.54,-0.37,6.94,Quantitative,None,Good,0.0,1.0,0.0
Michael Nelson,African-American,male,1.0,USA,29.0,94061,3,3.29,0.43,1.5,2.74,9.44,1.5,22.0,2.0,-0.82,2.2,2.35,2.39,9.6,Quantitative,Very Good,Good,1.0,0.0,0.0
Jose Kolb,African-American,male,1.0,USA,28.0,94618,3,2.6,0.39,3.0,1.88,6.1899999999999995,0.0,51.0,2.0,-0.61,2.15,0.32,0.59,7.84,Engineering,Ok,Good,0.0,1.0,1.0
Andreas Stewart,African-American,male,0.0,USA,26.0,94040,3,3.31,0.29,5.0,3.29,10.74,0.0,1.0,5.0,1.6,2.6,2.11,0.96,7.67,Engineering,Ok,Good,1.0,0.0,0.0
Daniel Holdsworth,Caucasian,male,1.0,USA,28.0,94605,3,3.29,0.59,4.0,4.03,13.05,1.0,42.0,2.0,-0.64,0.3,-4.22,-4.16,2.04,Quantitative,Ok,Good,1.0,0.0,0.0
Emily Farinas,Caucasian,female,2.0,USA,31.0,94131,3,2.76,0.31,8.5,3.74,11.46,0.0,44.0,0.0,-2.79,2.79,-0.36,0.2,7.76,Quantitative,Ok,Good,0.0,0.0,0.0
Jimmie John,Caucasian,male,1.0,USA,27.0,94560,3,2.85,0.35,2.5,2.91,10.25,3.0,29.0,4.5,1.2,0.66,-3.57,-2.96,3.7,Quantitative,Ok,Good,0.0,0.0,0.0
Shirley Kassler,Caucasian,female,1.0,USA,25.0,94109,3,2.38,0.55,0.0,2.22,8.43,1.0,48.0,1.0,-1.62,0.86,-0.37,-0.54,5.93,Engineering,Ok,Good,0.0,0.0,0.0
Edna Trimble,Caucasian,female,0.0,USA,28.0,94019,3,3.22,0.43,5.0,2.69,8.24,0.0,46.0,0.5,-2.17,1.73,1.0,0.81,7.67,Humanities,Ok,Good,0.0,0.0,0.0
Rhonda Ratliff,Caucasian,female,0.0,USA,29.0,94566,3,3.15,0.31,3.0,2.53,8.53,0.0,35.0,2.0,-0.81,3.01,1.78,1.53,8.79,Humanities,Ok,Bad,0.0,0.0,0.0
Roberta Nunez,Caucasian,female,0.0,USA,29.0,95002,3,3.1,0.53,6.0,3.67,11.03,1.0,14.0,2.0,-0.85,1.94,0.52,0.42,7.28,Humanities,Ok,Good,0.0,0.0,0.0
Diane Neglia,Caucasian,female,2.0,USA,24.0,94538,3,2.96,0.25,2.5,3.35,12.14,0.0,21.0,5.0,1.27,2.11,1.3,0.55,7.26,Quantitative,Very Good,Good,0.0,0.0,0.0
Christopher Lee,Hispanic,male,0.0,USA,30.0,94525,3,3.07,0.18,7.0,3.04,9.83,2.0,64.0,3.0,0.2,2.37,0.56,-0.01,6.91,Quantitative,Ok,Good,0.0,0.0,0.0
Alfredo Magelssen,Caucasian,male,0.0,USA,25.0,94925,3,3.08,0.57,3.0,3.42,11.05,0.5,66.0,0.0,-2.42,1.9,-0.5,-1.22,5.28,Quantitative,Ok,Good,0.0,0.0,0.0
Laura Raley,Caucasian,female,0.0,USA,28.0,94022,3,2.89,0.49,5.5,3.33,10.3,0.0,13.0,3.5,0.33,2.25,0.35,0.23,7.38,Quantitative,Very Good,Good,0.0,0.0,0.0
Karyn Pflug,Caucasian,female,2.0,USA,26.0,94545,3,3.4,0.14,5.0,3.39,11.56,0.0,37.0,8.5,4.69,2.07,-0.13,-0.04,6.99,Engineering,Ok,Good,0.0,0.0,0.0
Yvette Dawson,Caucasian,female,0.0,USA,27.0,94586,3,3.65,0.55,4.0,3.53,10.98,0.0,38.0,0.5,-2.52,1.65,0.42,0.43,7.34,Engineering,Ok,Good,0.0,0.0,0.0
Gary Barron,Hispanic,male,0.0,USA,28.0,94947,3,3.48,0.55,4.5,3.27,9.89,0.0,85.0,0.0,-4.81,2.46,0.05,-0.45,6.42,Engineering,Ok,Bad,0.0,0.0,0.0
Christopher Chapman,Hispanic,male,0.0,USA,28.0,94304,3,3.1,0.22,4.5,3.13,10.65,0.0,19.0,4.0,1.02,2.53,-0.02,-0.76,6.03,Sciences,None,Good,0.0,0.0,1.0
Isabella Mcgregor,Caucasian,female,0.0,USA,29.0,94801,3,3.29,0.47,7.0,3.76,11.14,0.0,63.0,2.5,-0.03,3.61,2.7,1.93,9.35,Quantitative,Very Good,Good,0.0,1.0,1.0
Forrest Marier,Hispanic,male,2.0,USA,30.0,94566,3,3.67,0.29,6.0,3.74,11.8,0.0,35.0,1.0,-1.38,2.04,0.4,0.32,7.38,Quantitative,Ok,Good,0.0,0.0,0.0
James Riccio,Caucasian,male,1.0,USA,26.0,94545,3,2.91,0.37,0.0,2.78,10.55,1.0,37.0,2.0,-1.18,1.85,-0.59,-0.96,5.67,Humanities,Very Good,Bad,1.0,0.0,0.0
Walter Romito,African-American,male,0.0,USA,29.0,94587,3,2.54,0.33,5.5,3.06,9.96,0.0,30.0,3.0,-0.13,1.41,-1.73,-1.47,5.33,Engineering,Ok,Good,0.0,0.0,0.0
Jeffery Anderson,Caucasian,male,1.0,USA,26.0,94040,3,3.03,0.69,4.0,3.79,11.64,0.0,3.0,0.0,-2.92,2.86,1.65,2.11,9.79,Humanities,Ok,Good,0.0,0.0,0.0
Maria Harvey,Caucasian,female,0.0,USA,28.0,94131,3,2.83,0.59,3.5,3.23,10.48,0.0,44.0,0.5,-2.08,2.05,0.9,0.53,7.48,Engineering,Very Good,Good,0.0,0.0,1.0
Donna Fairchild,Caucasian,female,0.0,Canada,30.0,95134,3,2.74,0.55,4.5,2.85,8.79,0.0,16.0,3.5,0.45,1.49,-0.34,0.77,8.22,Engineering,Ok,Bad,0.0,0.0,0.0
Margaret Lewis,Caucasian,female,0.0,USA,30.0,94040,3,2.91,0.33,2.5,2.07,7.18,3.0,3.0,5.0,1.48,3.39,1.74,1.92,9.59,Engineering,None,Bad,0.0,0.0,0.0
Loren Centeno,Asian,male,0.0,USA,30.0,94040,3,2.33,0.37,7.0,2.86,8.8,0.0,3.0,5.0,1.86,2.06,-0.04,0.07,7.16,Quantitative,None,Good,0.0,0.0,0.0
Henry Reilly,African-American,male,1.0,USA,24.0,94588,3,2.65,0.41,3.0,2.75,9.52,0.0,36.0,3.0,-0.24,2.75,0.73,1.05,8.5,Sciences,Very Good,Bad,1.0,0.0,0.0
Jonathan Wright,Asian,male,0.0,USA,23.0,94605,3,2.46,0.16,1.5,1.73,7.0600000000000005,0.0,42.0,5.0,2.04,2.17,0.79,0.79,7.92,Quantitative,Ok,Good,0.0,1.0,0.0
Willie Miller,Caucasian,male,1.0,USA,28.0,94010,3,4.02,0.39,5.0,4.0,12.48,1.5,33.0,1.5,-1.66,2.5,1.49,1.07,8.24,Humanities,Ok,Good,0.0,0.0,0.0
Elwanda Brady,Caucasian,female,1.0,USA,31.0,94549,3,2.27,0.16,5.0,2.58,8.83,0.0,53.0,2.0,-0.76,3.37,2.05,1.34,8.67,Humanities,Ok,Good,0.0,0.0,0.0
Virginia Dunaway,Asian,female,0.0,USA,27.0,94040,3,3.2,0.45,6.0,3.59,10.95,0.0,3.0,3.0,-0.18,0.66,-2.7,-2.77,3.59,Quantitative,Very Good,Good,1.0,1.0,0.0
Michael Ellis,Asian,male,0.0,USA,23.0,94121,3,2.35,0.59,0.0,2.44,9.26,0.0,54.0,1.0,-1.37,3.07,2.82,3.22,10.98,Quantitative,None,Bad,0.0,0.0,0.0
James Buckley,Caucasian,male,1.0,USA,29.0,94545,3,3.32,0.59,2.5,3.66,11.97,2.5,37.0,4.5,0.68,2.61,1.6,1.8,9.15,Engineering,None,Good,0.0,0.0,0.0
Edward York,Asian,male,2.0,USA,28.0,94707,3,3.42,0.29,3.0,3.53,12.21,0.0,60.0,2.0,-0.69,1.35,-0.86,-0.26,6.68,Sciences,Very Good,Good,0.0,0.0,0.0
Margaret Nagy,Caucasian,female,0.0,USA,24.0,94556,3,2.98,0.57,3.5,2.87,8.98,0.0,65.0,0.0,-2.58,2.98,-0.25,-0.27,7.01,Engineering,Ok,Good,0.0,0.0,0.0
Adam Pearson,Asian,male,0.0,USA,29.0,94587,3,2.79,0.57,6.0,2.63,7.24,0.0,30.0,3.0,0.46,2.33,0.64,0.85,8.16,Quantitative,None,Bad,0.0,0.0,0.0
