Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Oscar Viverette,African-American,male,2.0,USA,29.0,94403,3,3.73,0.58,3.5,3.81,11.459999999999999,0.0,26.0,2.0,-1.4100000000000001,1.89,-0.21,0.08,7.13,Sciences,None,Good,0.0,0.0,0.0
Tyler Madsen,African-American,male,1.0,USA,26.0,94043,1,2.58,0.1,-2.0,1.25,2.6000000000000005,0.0,7.0,4.0,-0.04999999999999999,2.11,1.41,0.14,6.53,Engineering,None,Bad,0.0,1.0,1.0
Daniel Noel,Caucasian,male,2.0,USA,33.0,94019,4,2.79,0.54,4.5,3.89,14.17,2.0,46.0,2.0,-0.61,1.24,-2.49,-1.9,5.03,Quantitative,Very Good,Good,1.0,0.0,0.0
Anthony Mcnutt,Caucasian,male,0.0,USA,24.0,94603,1,3.54,0.33,3.0,3.48,9.02,0.0,40.0,1.5,1.07,1.85,0.52,0.61,7.69,Engineering,Ok,Good,0.0,0.0,0.0
Jason Johnson,Asian,male,0.0,USA,38.0,94707,1,3.05,0.25,1.0,2.07,5.44,0.0,61.0,3.0,-0.05,1.44,-0.22,-0.72,5.85,Engineering,Ok,Bad,0.0,1.0,1.0
William Hall,Asian,male,0.0,USA,29.0,94402,1,2.46,0.48,4.0,2.75,7.58,0.0,28.0,3.0,0.03,3.09,1.84,1.17,8.31,Engineering,Ok,Good,0.0,0.0,0.0
Theodore Alexander,Caucasian,male,0.0,USA,29.0,94040,4,2.72,0.6,2.0,2.69,10.0,0.0,4.0,3.0,-1.82,1.05,-3.04,-3.31,2.97,Quantitative,Ok,Good,0.0,0.0,0.0
Kelly Mckenzie,Caucasian,female,0.0,USA,30.0,94605,3,3.03,0.25,2.5,2.34,8.459999999999999,0.0,42.0,3.0,-0.73,1.82,-0.67,-1.31,5.3,Engineering,Ok,Bad,0.0,0.0,0.0
Linda Hallaway,African-American,female,2.0,USA,26.0,95002,5,3.06,0.4,5.5,3.38,11.659999999999998,0.0,15.0,0.0,-3.46,0.99,-1.09,-0.57,6.33,Engineering,Very Good,Good,0.0,0.0,0.0
Gregory Andujar,Asian,male,0.0,USA,26.0,94022,4,2.75,0.38,3.0,2.34,8.78,0.0,13.0,2.5,-0.42,3.24,3.7,4.08,12.07,Engineering,None,Good,0.0,0.0,0.0
Gary Diaz,Caucasian,male,0.0,USA,31.0,94089,1,2.6,0.52,1.0,2.7,7.5,0.0,11.0,6.0,0.69,3.09,1.63,1.67,9.25,Sciences,Ok,Bad,1.0,0.0,0.0
Danilo Schneider,Caucasian,male,0.0,USA,21.0,94043,1,2.7,0.29,-2.0,0.93,1.2899999999999991,0.0,5.0,4.0,1.29,2.54,0.17,0.12,7.31,Engineering,None,Good,0.0,0.0,0.0
Alberto Craig,African-American,male,0.0,USA,31.0,94587,1,2.38,0.4,1.5,2.17,5.88,2.0,30.0,4.0,0.21999999999999997,0.0,-4.28,-4.06,1.88,Engineering,None,Good,0.0,1.0,0.0
Frank Drummond,Caucasian,male,2.0,USA,37.0,94043,4,2.74,0.5,4.5,3.35,12.11,3.0,6.0,4.5,1.88,2.04,-0.86,-0.67,6.34,Engineering,Very Good,Good,0.0,0.0,0.0
Angela Wong,Caucasian,female,2.0,USA,30.0,94611,4,3.3,0.58,5.0,3.72,12.37,0.0,52.0,4.5,2.55,1.67,-0.36,-0.72,5.92,Engineering,None,Good,0.0,0.0,0.0
William Payne,Hispanic,male,2.0,USA,34.0,94061,5,2.8,0.52,4.0,3.17,12.03,0.0,22.0,5.0,0.9299999999999999,2.39,0.39,0.23,7.35,Humanities,Very Good,Good,1.0,0.0,0.0
Robert Kinley,Caucasian,male,1.0,USA,24.0,94603,3,3.29,0.21,4.0,2.77,9.69,0.0,40.0,1.5,0.72,1.15,-3.97,-3.47,3.15,Quantitative,None,Good,1.0,0.0,0.0
Mitchell Ranson,Caucasian,male,2.0,USA,30.0,94019,5,3.33,0.4,6.5,3.88,13.71,0.0,46.0,0.0,-2.86,1.53,-0.3,-0.9,5.57,Engineering,Very Good,Good,1.0,0.0,0.0
Jessie Johnson,Caucasian,female,1.0,USA,29.0,94301,3,3.3,0.38,4.5,2.69,8.299999999999999,0.0,17.0,2.0,-1.09,2.26,-0.33,-1.26,5.31,Quantitative,Ok,Good,0.0,0.0,0.0
Gary Helman,Caucasian,male,2.0,USA,35.0,94707,5,3.34,0.67,4.0,4.05,14.46,0.0,60.0,3.0,1.24,3.74,2.68,1.95,9.31,Engineering,Very Good,Good,0.0,0.0,0.0
Matthew Kumar,Caucasian,male,2.0,USA,36.0,94609,5,3.45,0.06,7.0,3.19,13.03,3.0,50.0,4.0,1.52,3.09,2.96,1.86,8.83,Quantitative,Ok,Good,1.0,0.0,0.0
Antonia Demora,Other,female,0.0,USA,26.0,94523,4,3.28,0.42,2.0,2.17,7.590000000000001,0.0,55.0,3.0,-0.18,2.71,2.13,1.98,9.2,Quantitative,None,Good,0.0,0.0,0.0
Neal Levy,Caucasian,male,0.0,USA,31.0,94022,3,2.52,0.62,3.0,2.96,9.97,2.5,13.0,2.0,0.1,1.35,-1.21,-1.46,5.14,Engineering,Ok,Good,0.0,0.0,0.0
Julie Olson,Asian,female,0.0,USA,28.0,94403,1,2.18,0.19,1.0,1.99,4.26,0.0,26.0,4.0,0.99,2.61,1.91,1.7,8.95,Engineering,None,Good,0.0,1.0,1.0
Stan Tvedt,Asian,male,0.0,USA,31.0,94578,1,2.58,0.25,3.5,1.88,3.09,0.0,39.0,4.0,0.5,0.91,-1.72,-2.11,4.13,Engineering,Ok,Bad,0.0,0.0,0.0
Lisa Nelson,Caucasian,female,2.0,USA,31.0,94538,4,3.26,0.56,4.5,3.29,11.329999999999998,0.0,21.0,6.0,0.5,1.16,-2.82,-2.33,4.48,Engineering,Very Good,Good,0.0,0.0,0.0
Bertha Jacobs,Caucasian,female,0.0,USA,36.0,94040,1,2.25,-0.0,5.5,2.08,4.29,1.0,2.0,2.0,-1.23,3.11,1.97,1.45,8.67,Engineering,None,Bad,0.0,1.0,1.0
Carl Sanges,Caucasian,male,1.0,Australia,40.0,95002,2,2.67,0.15,6.0,2.91,9.3,0.0,15.0,4.5,-0.82,4.6,4.74,4.04,12.03,Engineering,Ok,Good,0.0,0.0,0.0
Beverlee Walker,Caucasian,female,2.0,USA,26.0,94720,2,3.12,0.83,2.0,3.28,9.66,0.0,58.0,2.5,-0.42,2.81,1.5,1.65,9.12,Engineering,None,Bad,0.0,0.0,0.0
Jay Johnson,Caucasian,male,0.0,USA,31.0,94087,2,2.73,0.25,0.5,1.22,4.54,0.0,12.0,5.0,0.87,1.03,-1.07,-1.54,4.88,Sciences,None,Good,0.0,1.0,1.0
James Townsend,Hispanic,male,1.0,USA,33.0,94043,3,2.88,0.38,4.5,3.05,9.819999999999999,0.0,5.0,7.0,2.41,3.05,-0.43,-0.44,6.89,Engineering,Very Good,Good,0.0,0.0,0.0
Vincent Hoang,Caucasian,male,1.0,USA,31.0,94085,1,2.28,0.1,1.5,2.11,5.8,0.0,8.0,7.0,2.31,2.51,1.66,2.26,9.89,Engineering,Ok,Good,0.0,0.0,1.0
James Lavoie,Caucasian,male,1.0,USA,37.0,95134,1,1.94,0.33,4.0,2.01,5.34,0.0,16.0,6.5,1.7,3.37,3.64,3.37,10.95,Engineering,Ok,Good,0.0,0.0,1.0
James Williams,Asian,male,1.0,Australia,31.0,94609,1,2.63,0.38,3.0,2.59,6.91,2.0,50.0,3.0,-0.11,1.98,-0.35,-0.66,6.19,Engineering,Ok,Good,0.0,1.0,0.0
Darryl Henson,Caucasian,male,0.0,USA,28.0,94545,5,2.82,0.54,7.0,3.19,11.04,0.0,37.0,1.0,-2.28,2.22,0.23,0.48,7.65,Quantitative,Very Good,Bad,0.0,0.0,0.0
Harry Morales,Caucasian,male,1.0,USA,31.0,94946,4,3.14,0.67,5.0,3.01,10.02,0.0,92.0,0.0,-0.27,1.5,-1.37,-0.8,6.28,Engineering,Ok,Good,0.0,0.0,0.0
Desiree Koons,Caucasian,female,2.0,USA,26.0,94973,3,3.3,0.58,4.0,3.69,11.61,2.0,88.0,0.0,-1.91,0.83,-1.93,-2.06,4.39,Engineering,None,Good,0.0,0.0,0.0
Virginia Keeling,Caucasian,female,0.0,USA,32.0,94720,4,2.66,0.54,4.0,2.86,10.459999999999999,3.5,58.0,2.5,1.53,1.32,-0.22,-0.19,6.65,Engineering,None,Good,0.0,0.0,1.0
Rodney Harris,Caucasian,male,1.0,USA,23.0,94542,4,4.01,0.5,4.5,3.47,12.01,0.0,41.0,1.0,-0.5,0.2,-4.93,-4.57,1.66,Engineering,None,Good,0.0,0.0,0.0
James Leone,African-American,male,2.0,USA,30.0,94109,5,2.58,0.17,9.0,2.83,10.77,0.0,48.0,0.0,-4.32,2.79,2.22,1.33,8.22,Engineering,None,Good,0.0,0.0,0.0
Karen Bell,Caucasian,female,1.0,USA,24.0,94010,3,1.8,0.31,4.0,1.64,5.58,0.0,33.0,0.0,-1.69,1.96,1.24,1.62,8.9,Sciences,Very Good,Good,0.0,1.0,1.0
Mary Shoulta,Caucasian,female,1.0,USA,26.0,94040,4,3.41,0.54,1.5,3.44,12.95,0.0,2.0,1.5,-4.02,2.05,0.89,0.68,7.71,Engineering,Ok,Good,1.0,0.0,0.0
Gloria Martinson,African-American,female,1.0,USA,28.0,94709,1,2.63,0.31,2.5,2.21,5.23,0.0,59.0,0.0,-3.18,1.11,0.31,0.8,7.86,Engineering,None,Good,0.0,1.0,1.0
Robert Wang,Asian,male,0.0,USA,29.0,94085,1,2.93,0.29,0.0,2.12,7.26,0.0,10.0,5.0,1.78,2.95,0.99,0.81,8.13,Sciences,Ok,Good,0.0,0.0,0.0
Lucille Cole,Other,female,0.0,USA,28.0,94941,3,3.6,0.77,7.5,3.89,10.37,0.0,75.0,1.0,-1.25,4.66,4.86,4.41,12.35,Quantitative,None,Good,1.0,0.0,0.0
Jacob Brantley,Asian,male,2.0,Australia,33.0,94043,5,3.11,0.4,4.5,3.09,12.29,0.0,5.0,6.5,3.1,1.84,-0.92,-1.66,4.72,Engineering,Ok,Good,0.0,0.0,0.0
Michael Townsend,Caucasian,male,0.0,USA,31.0,94538,3,3.2,0.12,6.5,3.01,10.03,0.0,21.0,5.0,-2.07,1.25,-1.68,-1.85,4.73,Engineering,Very Good,Bad,1.0,0.0,0.0
Henry Cespedes,Caucasian,male,2.0,USA,32.0,94027,3,3.48,0.27,7.0,3.72,11.8,0.0,24.0,3.0,1.47,1.73,-1.15,-0.58,6.49,Engineering,Ok,Good,1.0,0.0,0.0
David Redd,Asian,male,1.0,USA,38.0,94040,3,2.79,0.35,8.5,3.45,10.06,0.0,1.0,6.0,2.77,3.58,2.83,2.78,10.49,Engineering,Ok,Good,0.0,0.0,0.0
Craig Nies,Caucasian,male,1.0,USA,41.0,95134,5,2.57,0.54,7.0,2.96,11.2,7.0,16.0,6.0,5.18,3.38,0.83,1.3,9.1,Quantitative,None,Good,0.0,0.0,0.0
Robert Thomas,Caucasian,male,1.0,USA,26.0,94618,2,2.55,0.4,1.0,2.01,6.04,0.0,51.0,3.5,1.34,1.14,0.31,1.24,8.44,Engineering,None,Good,0.0,0.0,0.0
David Kafka,Caucasian,male,0.0,USA,24.0,94121,1,3.23,0.35,4.0,3.24,9.36,0.0,54.0,0.0,-2.74,2.58,2.29,0.54,6.95,Engineering,Ok,Bad,0.0,0.0,0.0
Grace Blanchard,Caucasian,female,0.0,USA,33.0,95002,2,3.04,0.38,0.0,1.75,5.62,0.0,15.0,2.0,-2.25,1.02,-1.59,-0.84,6.08,Engineering,Ok,Good,1.0,1.0,1.0
Abraham Eggleston,Caucasian,male,2.0,Australia,27.0,94564,1,3.96,0.5,2.5,3.66,9.92,0.0,62.0,0.0,-0.55,1.79,-0.32,-0.23,6.72,Engineering,Ok,Bad,0.0,0.0,0.0
Teri Willis,Asian,female,1.0,USA,32.0,94025,4,2.58,0.79,6.0,3.39,10.87,0.0,20.0,1.0,-1.79,0.0,-4.55,-3.06,3.61,Engineering,Very Good,Good,0.0,0.0,0.0
Sharon Guard,Caucasian,female,0.0,USA,26.0,94595,4,1.91,0.27,0.5,1.31,6.57,0.0,56.0,2.0,2.12,2.96,1.06,1.05,8.45,Quantitative,Ok,Good,0.0,1.0,0.0
Marcus Hopp,African-American,male,1.0,USA,27.0,94025,4,3.77,0.42,5.0,3.46,10.77,0.0,20.0,3.5,0.18000000000000005,1.52,-1.19,-0.26,6.95,Engineering,Ok,Good,0.0,0.0,0.0
Brady Mejia,Caucasian,male,2.0,USA,37.0,94043,5,2.6,0.38,6.0,3.6,14.34,1.5,7.0,6.5,0.91,2.04,0.85,1.27,8.61,Engineering,Ok,Good,1.0,0.0,0.0
Anna Decker,Caucasian,female,1.0,Canada,37.0,94040,2,3.35,0.46,2.5,2.82,8.69,0.0,2.0,7.0,3.77,2.18,-1.16,-0.62,6.6,Humanities,None,Good,0.0,0.0,0.0
Steve Russell,Caucasian,male,1.0,USA,35.0,94043,2,2.49,0.27,2.0,1.37,4.85,2.0,6.0,5.0,1.24,2.37,0.68,0.44,7.56,Quantitative,None,Bad,0.0,1.0,1.0
David Evans,Caucasian,male,0.0,USA,30.0,94556,1,3.55,0.25,3.0,3.01,9.02,0.0,65.0,3.0,2.77,2.56,1.67,2.07,9.45,Engineering,Ok,Bad,0.0,0.0,0.0
Bobby Prevatte,African-American,male,0.0,USA,29.0,94611,4,3.41,0.35,5.0,3.0,9.2,0.0,52.0,0.0,-3.46,3.23,1.67,1.4,8.77,Engineering,None,Good,0.0,0.0,0.0
Alex Carter,Caucasian,male,2.0,USA,29.0,94544,3,3.51,0.62,5.5,4.52,14.39,0.0,32.0,4.0,2.64,1.33,-1.12,-1.85,4.43,Engineering,None,Good,1.0,0.0,0.0
Dionna Wright,Asian,female,0.0,USA,28.0,94544,3,2.41,0.31,3.0,1.93,6.8500000000000005,0.0,32.0,7.0,3.29,1.31,-2.28,-2.72,3.59,Sciences,Very Good,Bad,0.0,0.0,0.0
Jennifer Kirby,Other,female,2.0,USA,36.0,94040,2,2.91,0.38,4.0,2.69,8.02,0.0,4.0,5.5,2.12,0.0,-3.53,-3.55,2.43,Quantitative,Ok,Good,0.0,0.0,0.0
Raymond Cummings,Caucasian,male,1.0,USA,32.0,94043,4,3.14,0.4,6.5,3.29,10.93,0.0,6.0,5.0,0.6,1.19,-0.48,-0.29,6.48,Humanities,Very Good,Good,0.0,0.0,0.0
Betty Hamilton,African-American,female,1.0,USA,37.0,94301,4,2.68,0.38,7.0,3.5,11.099999999999998,0.0,17.0,4.0,0.6499999999999999,2.55,0.27,-0.54,6.34,Quantitative,Very Good,Good,0.0,0.0,0.0
James Butler,Caucasian,male,0.0,USA,28.0,94301,5,3.59,0.42,4.0,2.94,10.62,1.0,17.0,2.0,-1.77,2.3,-0.37,-1.35,5.17,Engineering,None,Bad,0.0,0.0,0.0
Bradley Poston,Caucasian,male,2.0,USA,30.0,95002,1,2.4,0.17,1.0,1.77,3.9699999999999998,0.0,14.0,2.5,-2.15,2.54,3.04,3.47,11.13,Engineering,None,Bad,0.0,1.0,1.0
Melissa Hennemann,Caucasian,female,1.0,USA,31.0,94301,5,2.65,0.58,5.0,2.69,9.899999999999999,0.0,17.0,7.0,0.2,0.1,-2.87,-2.27,4.27,Sciences,Ok,Bad,0.0,0.0,0.0
Frank Hermans,Hispanic,male,1.0,Mexico,29.0,94010,5,2.97,0.85,6.5,4.13,16.64,0.0,33.0,0.0,-3.27,2.0,-1.09,-1.86,4.64,Sciences,Ok,Good,0.0,1.0,0.0
Colleen Evans,Caucasian,female,1.0,USA,30.0,94022,2,2.5,0.23,4.0,2.35,7.2700000000000005,0.0,13.0,0.0,-3.16,1.11,-3.04,-3.25,3.12,Engineering,None,Good,1.0,1.0,0.0
Justin Mullins,Caucasian,male,0.0,USA,33.0,94085,2,2.66,0.6,4.0,3.05,8.620000000000001,0.0,8.0,3.5,0.68,3.56,3.54,3.03,10.51,Engineering,Ok,Bad,0.0,0.0,0.0
James Sharum,Caucasian,male,1.0,USA,26.0,94586,2,2.78,0.65,2.0,2.79,8.620000000000001,0.0,38.0,1.5,0.76,1.71,-0.4,-0.07,7.0,Engineering,None,Good,0.0,0.0,1.0
Julie Escobar,Caucasian,female,0.0,USA,25.0,94586,3,2.27,0.6,3.5,2.14,6.4799999999999995,0.0,38.0,3.0,0.56,1.32,-0.17,0.17,7.16,Engineering,Ok,Bad,0.0,0.0,0.0
Miguel Walter,Other,male,0.0,Canada,32.0,94121,2,2.15,0.31,0.0,1.64,6.1899999999999995,0.0,54.0,3.0,0.63,1.77,-0.48,-0.98,5.68,Engineering,None,Good,0.0,1.0,1.0
Bill Bean,Caucasian,male,2.0,USA,29.0,94014,2,3.39,0.75,3.0,4.17,12.73,0.0,43.0,3.5,0.38,2.06,-0.97,-1.01,5.96,Engineering,Very Good,Good,1.0,0.0,0.0
Wendy Jackson,Hispanic,female,2.0,USA,37.0,94087,5,3.21,0.04,11.0,4.13,14.559999999999999,0.0,12.0,5.0,1.23,2.64,1.48,1.26,8.54,Engineering,Very Good,Good,1.0,0.0,0.0
Eugene Killin,Hispanic,male,2.0,USA,28.0,94070,4,3.06,0.42,3.5,3.13,11.12,0.0,27.0,3.0,-0.47,1.31,-1.51,-0.93,5.98,Quantitative,None,Good,0.0,0.0,0.0
Robert Gurule,Hispanic,male,1.0,Mexico,25.0,94564,1,2.26,0.52,1.0,1.87,2.88,0.0,62.0,1.0,-1.64,1.95,-1.41,-1.85,4.77,Engineering,Ok,Bad,0.0,0.0,1.0
Migdalia Bechtol,Asian,female,0.0,USA,25.0,94538,3,3.19,0.6,5.0,3.47,10.87,0.0,21.0,0.0,-3.36,2.14,-0.79,-1.12,5.66,Humanities,Ok,Good,0.0,0.0,0.0
Rachel Butler,African-American,female,0.0,USA,27.0,94566,4,2.76,0.42,3.5,2.74,9.829999999999998,0.0,35.0,0.0,-3.32,0.28,-3.07,-2.35,4.25,Sciences,Very Good,Bad,0.0,0.0,0.0
Barbara Smith,Hispanic,female,2.0,Canada,26.0,94545,4,3.21,0.54,4.0,4.22,13.639999999999999,0.0,37.0,2.0,-1.3399999999999999,1.79,-1.75,-1.47,5.58,Engineering,Very Good,Good,1.0,0.0,0.0
Scott Spivey,African-American,male,0.0,USA,28.0,95002,3,2.8,0.48,4.5,3.18,9.42,0.0,15.0,1.0,-2.17,2.52,0.95,1.09,8.39,Engineering,Ok,Good,0.0,0.0,0.0
Betty Gamez,Caucasian,female,2.0,USA,27.0,94542,4,3.06,0.54,4.5,3.3,11.68,0.0,41.0,3.5,0.87,1.55,-2.29,-1.85,5.03,Quantitative,None,Good,1.0,0.0,0.0
Curtis Wagoner,Asian,male,2.0,USA,33.0,94304,5,3.17,0.38,9.0,3.67,12.65,0.0,19.0,2.0,-0.99,3.35,0.67,1.53,9.49,Humanities,Ok,Good,0.0,0.0,0.0
Kim Whitaker,Caucasian,female,0.0,USA,29.0,94043,2,2.87,0.21,3.0,1.93,5.49,0.0,6.0,4.0,0.58,1.65,0.76,0.11,6.68,Engineering,Ok,Good,0.0,1.0,1.0
Breanne Reger,African-American,female,0.0,USA,38.0,94709,4,2.77,0.29,11.0,3.42,9.469999999999999,0.0,59.0,3.0,-0.15000000000000002,1.91,-0.39,0.15,7.38,Quantitative,Very Good,Good,0.0,0.0,0.0
Ray House,Caucasian,male,0.0,USA,27.0,94618,2,3.64,0.29,3.5,3.3,10.5,0.0,51.0,5.0,0.68,1.84,-0.61,-1.18,5.42,Sciences,None,Good,0.0,0.0,0.0
Neal Booker,Caucasian,male,0.0,USA,33.0,95035,3,3.37,0.29,4.0,3.07,10.57,0.0,18.0,3.0,-0.6,1.0,-2.37,-1.76,5.13,Quantitative,None,Bad,0.0,0.0,0.0
Christopher Mccoy,Caucasian,male,1.0,USA,31.0,94538,5,3.09,0.44,6.0,3.55,12.75,0.0,21.0,3.5,0.78,1.61,0.82,1.49,8.86,Engineering,Ok,Good,1.0,0.0,0.0
Terri Mace,Asian,female,2.0,USA,30.0,95035,5,2.38,0.48,4.5,3.24,12.889999999999999,0.0,18.0,2.5,-0.5,3.02,1.35,0.84,8.0,Engineering,Ok,Good,0.0,0.0,0.0
Wendy Peachey,Caucasian,female,2.0,USA,25.0,94105,4,2.85,0.42,5.0,3.39,11.32,0.5,45.0,0.0,-1.76,1.28,-0.61,0.53,7.86,Sciences,Ok,Good,1.0,0.0,0.0
Adelaide Maher,Caucasian,female,0.0,USA,28.0,94040,3,2.61,0.29,6.0,3.19,10.27,0.0,3.0,4.0,-3.82,2.59,-0.05,-0.2,6.88,Engineering,Ok,Good,0.0,0.0,0.0
Rory Bennett,Other,male,0.0,USA,28.0,94560,4,3.17,0.4,4.0,3.15,10.81,0.0,29.0,5.0,1.84,2.57,1.4,0.65,7.61,Engineering,Very Good,Good,0.0,0.0,0.0
Bessie Do,Caucasian,female,0.0,USA,28.0,94087,3,2.93,0.69,3.0,3.39,10.58,0.0,12.0,4.0,-3.34,2.31,0.36,-0.5,6.14,Engineering,None,Good,0.0,0.0,0.0
Howard Dolce,Caucasian,male,1.0,USA,32.0,94301,5,3.16,0.85,8.5,4.5,17.18,0.0,17.0,4.5,-1.49,2.96,2.98,2.2,9.34,Humanities,Very Good,Good,1.0,0.0,1.0
Mirna Madho,Asian,female,0.0,USA,30.0,94025,2,3.23,0.5,4.0,3.05,8.42,0.0,20.0,5.0,1.41,2.7,1.37,0.97,8.13,Engineering,Ok,Good,0.0,0.0,0.0
Robert Beacham,African-American,male,2.0,USA,37.0,94544,5,3.47,0.15,8.0,4.21,14.07,2.5,31.0,5.0,0.6299999999999999,0.32,-1.64,-1.36,5.07,Engineering,None,Good,0.0,0.0,0.0
Patricia Page,African-American,female,0.0,USA,28.0,94591,4,2.33,0.0,4.0,2.27,8.489999999999998,0.0,74.0,1.5,-1.47,2.05,0.27,-0.01,6.71,Sciences,None,Good,0.0,0.0,0.0
Michael Stengle,Asian,male,0.0,USA,22.0,94131,1,2.9,0.08,3.0,2.07,4.31,0.0,44.0,0.0,-2.87,1.46,-0.24,0.51,7.7,Engineering,Very Good,Bad,0.0,0.0,0.0
Latisha Dunn,Caucasian,female,0.0,USA,33.0,94040,3,2.85,0.52,5.0,2.61,7.49,0.0,2.0,4.0,-1.0,1.68,-1.88,-1.59,5.37,Engineering,Ok,Good,0.0,0.0,0.0
Anne Murray,African-American,female,0.0,USA,33.0,94556,2,2.34,0.58,0.0,2.28,6.710000000000001,3.0,65.0,4.0,0.8200000000000001,3.02,1.96,1.39,8.57,Quantitative,None,Good,0.0,0.0,0.0
Helen Stallard,Caucasian,female,2.0,USA,37.0,94598,5,2.89,0.46,8.5,3.98,14.57,0.0,67.0,0.0,-2.72,1.24,-1.02,-1.17,5.42,Quantitative,Ok,Good,1.0,0.0,0.0
Jack Harris,Caucasian,male,0.0,USA,24.0,94301,1,2.89,0.19,0.5,1.94,5.02,0.0,17.0,1.0,-1.29,3.22,3.18,3.25,10.81,Engineering,Ok,Bad,0.0,1.0,1.0
Sherry Woods,Caucasian,female,0.0,USA,32.0,94043,2,3.45,0.38,3.5,3.39,9.85,0.0,7.0,5.0,-1.42,2.01,-1.61,-0.73,6.61,Engineering,Very Good,Good,0.0,0.0,0.0
Terence Taylor,Caucasian,male,1.0,USA,32.0,95035,4,3.04,0.27,4.5,2.72,10.16,0.0,18.0,2.0,-1.09,2.96,0.9,0.0,6.88,Engineering,Ok,Good,0.0,0.0,0.0
Eveline Echols,African-American,female,0.0,USA,28.0,94560,3,3.21,-0.02,3.5,2.07,6.25,0.0,29.0,0.5,-2.46,1.57,-1.74,-2.56,3.75,Quantitative,Ok,Bad,1.0,1.0,0.0
Angela Davidson,Caucasian,female,2.0,USA,35.0,94591,5,4.01,0.54,8.0,4.15,13.52,2.0,73.0,2.0,-0.46,3.23,2.67,2.56,10.06,Engineering,Very Good,Bad,1.0,0.0,0.0
Kristie Stoddard,Asian,female,1.0,USA,27.0,94587,3,1.85,0.27,4.0,2.28,8.149999999999999,0.0,30.0,1.5,-1.47,2.71,1.27,2.42,10.38,Engineering,None,Good,0.0,0.0,0.0
Frederick Brown,Caucasian,male,0.0,USA,33.0,94040,4,3.18,0.6,5.0,3.5,11.09,0.0,1.0,4.0,-2.8,1.05,-2.59,-2.05,4.8,Sciences,None,Good,0.0,1.0,0.0
Sandy Radford,Hispanic,male,1.0,USA,23.0,94402,1,2.54,0.35,1.0,1.34,3.3100000000000005,0.0,28.0,0.5,-2.58,1.75,-0.29,-0.7,6.02,Engineering,Very Good,Bad,0.0,1.0,1.0
Bobby Dyer,Hispanic,male,0.0,USA,35.0,94709,4,2.66,0.25,8.5,3.23,10.479999999999999,0.0,59.0,3.0,-0.41000000000000003,3.33,2.46,1.2,8.08,Engineering,Ok,Good,0.0,0.0,0.0
Melissa Peterson,African-American,female,2.0,USA,29.0,94061,3,4.27,0.67,3.0,3.9,11.439999999999998,0.0,22.0,1.0,-2.3899999999999997,2.69,1.04,-0.16,6.39,Engineering,Ok,Good,1.0,0.0,0.0
Jerry Bergan,Caucasian,male,0.0,USA,33.0,94611,1,2.52,0.21,4.5,2.2,5.0,0.0,52.0,4.0,-1.85,1.45,-0.51,-0.33,6.53,Engineering,Ok,Bad,0.0,0.0,0.0
James Lee,Caucasian,male,1.0,Canada,28.0,94510,5,3.61,0.71,5.0,5.05,18.25,0.0,69.0,1.5,0.89,3.56,1.78,0.83,7.95,Quantitative,Very Good,Good,1.0,0.0,0.0
Greg Weatherford,Hispanic,male,0.0,USA,39.0,94085,1,3.42,0.38,6.0,3.75,9.02,0.0,8.0,10.0,5.61,1.6,-1.69,-1.33,5.57,Quantitative,Very Good,Good,0.0,0.0,0.0
Kacey Blackwell,Asian,female,2.0,USA,28.0,94586,4,2.8,0.69,4.0,3.77,12.729999999999999,2.0,38.0,2.0,-0.76,1.86,-0.85,-1.19,5.52,Quantitative,None,Good,1.0,0.0,0.0
Robert Murphy,Caucasian,male,2.0,USA,31.0,94588,2,3.68,0.52,4.0,4.09,11.92,0.0,36.0,3.5,-0.68,1.92,1.35,0.6,7.36,Engineering,Ok,Good,0.0,0.0,0.0
Todd Brown,African-American,male,0.0,USA,26.0,94105,4,2.11,0.75,4.5,3.11,9.889999999999999,0.0,45.0,0.0,-3.17,2.71,0.55,0.08,7.06,Engineering,None,Good,0.0,0.0,0.0
Robert Hoskins,African-American,male,1.0,USA,27.0,94539,2,2.86,0.9,1.5,3.69,10.129999999999999,2.0,25.0,2.5,-0.81,2.38,0.74,0.83,8.08,Humanities,Ok,Good,1.0,0.0,0.0
John Egan,Other,male,0.0,USA,29.0,95002,4,2.67,0.33,2.5,1.28,5.65,0.0,15.0,0.5,-2.31,1.01,-2.02,-3.24,2.7,Quantitative,None,Good,0.0,1.0,1.0
Michael Brummer,Caucasian,male,0.0,USA,31.0,94087,1,2.96,0.21,3.0,2.93,8.24,0.0,12.0,5.5,-1.48,2.79,0.58,0.1,7.12,Engineering,None,Good,0.0,0.0,0.0
Bernice Machuca,Caucasian,female,0.0,USA,26.0,94014,2,2.52,0.44,3.5,3.08,9.09,0.0,43.0,0.5,-0.95,1.84,-0.59,-1.21,5.4,Quantitative,Ok,Bad,0.0,0.0,0.0
