,Unnamed: 0,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,Sports,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,HireVue Score,Arrest Record,Criminal Record,Names,Race,Gender,Birth Origin,Age
271,271,-0.062435839326105816,2.898134849391023,3.3803263591097417,2.1553342315122936,2.756901960742009,-1.326834707429275,4.115776653903729,36.35329929385472,7.553265740618253,3.6852548409649066,4.115776653903729,36.35329929385472,3.6852548409649066,10.55326574061825,Engineering,Ok,Bad,0.0,1.0,0.0,0.0,Mae Guerin,Asian,female,China,24.0
272,272,0.2629241040219103,3.5949126418313737,2.226524949166845,5.825054123597419,3.249817855965336,0.18605706878178768,2.2536276925935192,6.962553178124459,4.073281962101301,0.9961333925080038,2.2536276925935192,6.962553178124459,0.9961333925080038,7.073281962101301,Quantitative,None,Good,0.0,1.0,0.0,0.0,Linda Frederick,Asian,female,Australia,33.0
273,273,-0.7877735051448022,2.1326815041075773,2.0031442395790293,1.7704503507147829,1.7240148969010458,-5.127427278446828,2.6784238049318128,18.643113507723907,4.173842526594666,0.5638853591530045,2.6784238049318128,18.643113507723907,0.5638853591530045,7.173842526594666,Quantitative,None,Bad,0.0,1.0,1.0,1.0,Daisy Scoville,Asian,female,Mexico,34.0
274,274,-1.5419792718340868,2.912215687906909,0.1663401960583537,1.9244967225985576,1.949611170559021,-5.418069246396649,1.7247181263883617,5.238731195279062,2.5845432284211727,-0.7065394388699391,1.7247181263883617,5.238731195279062,-0.7065394388699391,5.584543228421173,Engineering,None,Good,1.0,1.0,1.0,1.0,Denise Cornish,Asian,female,India,22.0
275,275,-0.13317884121423812,3.2321407215186753,1.0393686247284717,3.1821162176970947,2.383011963721819,-1.8689334138739064,2.3544710795305326,34.37356693601562,3.5669843015558738,0.4350122369061489,2.3544710795305326,34.37356693601562,0.4350122369061489,6.5669843015558715,Quantitative,None,Bad,0.0,1.0,0.0,0.0,Geraldine Jordan,Asian,female,China,22.0
276,276,-0.32867426734771704,2.8489198018876905,1.9124860087566684,0.5661915150689043,2.6397133817365352,-0.5421703415644645,1.311694004189998,17.947774220863256,2.192308376657432,-0.8283403099637041,1.311694004189998,17.947774220863256,-0.8283403099637041,5.192308376657432,Humanities,None,Bad,0.0,1.0,0.0,0.0,Paula Mcgee,Asian,female,Australia,22.0
277,277,-0.3823721007332313,2.7459119013990723,2.408915632090964,3.3387514741554334,2.8319761808938457,-1.3088826540337926,3.148289941168226,9.764130805358548,5.391655831635075,2.1383077959947467,3.148289941168226,9.764130805358548,2.1383077959947467,8.391655831635074,Humanities,Ok,Bad,0.0,1.0,0.0,0.0,Carmen Lopez,Asian,female,India,23.0
278,278,0.5480116333535495,2.8403504752321247,2.5337349592069818,6.29815267619528,3.2984039401815273,1.2427679498286248,0.7275256949831821,52.46500815562731,0.3035083324073393,-2.39421852747656,0.7275256949831821,52.46500815562731,-2.39421852747656,3.3035083324073398,Quantitative,Ok,Good,0.0,1.0,0.0,0.0,Marie Graham,Asian,female,Mexico,30.0
279,279,0.5946083554408719,3.3311485047910265,0.8751274970893355,5.497761974212784,3.5629040380911636,3.331936504161844,2.2354865754841535,27.825398066830715,3.4456514137914884,0.4061059883653196,2.2354865754841535,27.825398066830715,0.4061059883653196,6.445651413791487,Quantitative,Ok,Good,1.0,1.0,0.0,0.0,Tracey Auton,Asian,female,India,28.0
280,280,1.063182872335122,4.0442565218081405,1.774552134954133,8.240361310339317,3.8132205873614176,3.1779828049953216,3.6537497122517633,39.45194244893703,5.889084425793074,2.585493360037,3.6537497122517633,39.45194244893703,2.585493360037,8.889084425793074,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Helene Tomer,Asian,female,India,25.0
281,281,0.4456519420341864,3.173740911420881,3.120046370314333,4.22455993773369,3.297180660521899,1.4889911173068464,5.040904325479011,43.73595577824483,8.21938505908728,4.62985969403828,5.040904325479011,43.73595577824483,4.62985969403828,11.219385059087278,Quantitative,Very Good,Good,0.0,1.0,0.0,0.0,Elizabeth Cottone,Asian,female,India,24.0
282,282,0.1037385011983652,2.8811299183043033,1.8533507409599783,3.3335583879740947,3.050617751461967,1.1563940777345263,1.7833248602760334,9.138645564805538,2.6797395903755934,-0.5770226036945979,1.7833248602760334,9.138645564805538,-0.5770226036945979,5.6797395903755925,Engineering,Ok,Good,0.0,1.0,1.0,0.0,Brandi Warren,Asian,female,Canada,27.0
283,283,-0.2551623146117761,3.1493506177348323,1.671680208740154,1.814830158567839,2.183563109630425,-2.426444399277473,1.5962870715262976,2.6714505461889044,2.3403918774135684,-0.8046858757387251,1.5962870715262976,2.6714505461889044,-0.8046858757387251,5.340391877413569,Quantitative,Very Good,Good,0.0,1.0,0.0,0.0,Megan Swett,Asian,female,United States,25.0
284,284,-1.154735662225738,2.9303539587492513,1.7658203871952265,1.6812995106994768,2.5989709285136593,-3.005852990524708,1.0353004716888163,86.33801890899082,0.7424355450253062,-1.8704812691858128,1.0353004716888163,86.33801890899082,-1.8704812691858128,3.742435545025306,Quantitative,Ok,Good,0.0,1.0,1.0,0.0,Tara Wolf,Asian,female,India,28.0
285,285,0.03544098097493911,2.8599688176703455,1.5431675935894702,5.251491384557942,3.493651658758444,1.875685254468128,1.2087143186352036,60.52878084223653,1.08399400800679,-1.5988976761801077,1.2087143186352036,60.52878084223653,-1.5988976761801077,4.083994008006791,Quantitative,Ok,Bad,0.0,1.0,0.0,0.0,Julie Kingery,Asian,female,Australia,28.0
286,286,0.7276948066567273,4.003553192655092,1.167368370343417,6.120309510933982,3.8056493559920255,3.8103591161175783,1.111090714768233,23.055727448067646,1.7262006590836938,-1.2307981625932427,1.111090714768233,23.055727448067646,-1.2307981625932427,4.726200659083694,Sciences,Very Good,Good,1.0,1.0,0.0,0.0,Ora Keister,Asian,female,United States,25.0
287,287,0.12600695650446742,2.7224997067232,0.3186511333864057,2.6407389540699,1.803430135975202,-2.318950790568128,2.6733464083546123,0.7637105489739542,4.127093877132607,0.7476654751794988,2.6733464083546123,0.7637105489739542,0.7476654751794988,7.127093877132608,Engineering,Ok,Good,0.0,1.0,0.0,0.0,Karen Mcrae,Asian,female,India,29.0
288,288,-0.6517360242670726,3.5260790446214783,1.4714615532760709,1.9384103221398643,3.640308939766297,1.6516465893970866,1.119982862962928,39.67728559151296,1.48481528341521,-1.2607495211923334,1.119982862962928,39.67728559151296,-1.2607495211923334,4.484815283415211,Engineering,None,Good,0.0,2.0,0.0,0.0,Rebecca Grindle,Asian,female,China,27.0
289,289,0.7842601356583466,3.42003732823672,3.0941487763113398,4.5008413610542215,4.0563140857027316,4.4625986796776225,1.3945012891940405,28.39332659933023,2.0990323799039565,-0.7588075288917068,1.3945012891940405,28.39332659933023,-0.7588075288917068,5.0990323799039565,Quantitative,Ok,Good,1.0,1.0,0.0,0.0,Jean Cruz,Asian,female,Canada,28.0
290,290,-0.9289549872564478,2.069539039103249,0.62163447180715,1.9271894669259613,1.6099877720409086,-4.9951726023241845,1.4791055797337096,31.82982712931736,2.1764737294198016,-0.8217922702592647,1.4791055797337096,31.82982712931736,-0.8217922702592647,5.1764737294198016,Quantitative,None,Bad,0.0,0.0,1.0,1.0,Patricia Alvarez,Asian,female,India,32.0
291,291,0.3912397497254413,3.6689224420283777,0.6468517883871849,4.7712176373424295,3.0018400767669577,0.8295616282798601,2.5287996283203866,12.996932524706116,3.998439147156591,0.7133581634953107,2.5287996283203866,12.996932524706116,0.7133581634953107,6.998439147156591,Quantitative,Ok,Good,0.0,1.0,0.0,0.0,Donna Mcmillan,Asian,female,China,25.0
292,292,0.08547205327384316,3.391120742866539,1.4863269987661982,2.4669942817179717,2.0706876477983327,-2.597587056964564,0.0,85.99793783236139,0.0,-3.3204985807916967,0.0,85.99793783236139,-3.3204985807916967,3.0,Engineering,None,Bad,0.0,1.0,1.0,0.0,Barbara Anderson,Asian,female,India,23.0
293,293,0.5418894835852858,3.0377585133137197,3.2733441809672232,1.1392730526712629,3.701057984612587,4.046623080230728,1.5783830964963723,15.069566790134774,2.2330966382700335,-0.8972199396366206,1.5783830964963723,15.069566790134774,-0.8972199396366206,5.233096638270033,Quantitative,Very Good,Good,1.0,1.0,0.0,1.0,Alma Van,Asian,female,Canada,30.0
294,294,0.4933725080077079,3.7123312862670046,3.1062228944589667,3.6225825346171945,4.241413201610845,4.939182125093779,1.6263561056865508,46.329329759955776,1.8674376015169412,-1.208738563195168,1.6263561056865508,46.329329759955776,-1.208738563195168,4.867437601516941,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Eula Cochran,Asian,female,Australia,28.0
295,295,-0.03759882923310928,2.5196918373073247,3.0593496564698537,6.225149156179412,3.4236335289308433,0.2164856789962538,1.6101865810822276,74.22578206814569,2.243871391407724,-0.3780684539451211,1.6101865810822276,74.22578206814569,-0.3780684539451211,5.2438713914077235,Engineering,Ok,Good,0.0,1.0,0.0,0.0,Joanne Griffis,Asian,female,Canada,22.0
296,296,0.8964820704209351,2.7899824432042872,1.3005028448396443,5.790337665037111,2.596587205388821,0.05411144944564581,3.013725013577878,62.1294342673559,4.536187140869413,1.4662024432655762,3.013725013577878,62.1294342673559,1.4662024432655762,7.536187140869412,Quantitative,Ok,Bad,0.0,1.0,0.0,0.0,Carol Foxx,Asian,female,Mexico,32.0
297,297,-0.6277159061732256,3.1959095233139827,2.1616059744784484,-0.5688629258720201,2.404456414710808,-2.046480650790466,0.0,45.06331052059546,0.0,-3.2712116818363683,0.0,45.06331052059546,-3.2712116818363683,3.0,Sciences,Ok,Good,0.0,1.0,0.0,0.0,Faye Brandt,Asian,female,China,25.0
298,298,-0.4643080022484604,2.8284059953708525,2.264104268659056,4.6115110908746795,3.070653693322176,-0.8934940064870359,0.0,65.31765992462182,0.0,-4.7195578162367715,0.0,65.31765992462182,-4.7195578162367715,3.0,Sciences,Ok,Good,0.0,1.0,0.0,0.0,Mary Sachs,Asian,female,China,36.0
299,299,0.05619962826748588,3.9155848233990436,2.1686650754122367,4.99238096600211,3.950283174702542,2.655007990691692,4.140287468015089,38.63102252477447,7.395235368818297,3.39167856935033,4.140287468015089,38.63102252477447,3.39167856935033,10.395235368818298,Engineering,Very Good,Good,0.0,1.0,0.0,0.0,Rosa Jenney,Asian,female,India,26.0
300,300,1.3259638232795896,3.1005848647737704,2.1807188816055314,5.9076566013722935,3.5968500094276163,4.22284658759978,1.6218555170394362,49.035842942001906,1.6024458624649522,-1.1480860268949271,1.6218555170394362,49.035842942001906,-1.1480860268949271,4.602445862464952,Engineering,Ok,Good,1.0,1.0,0.0,0.0,Jana Hill,Asian,female,United States,23.0
301,301,-1.5470234333675437,3.0411353623095785,0.4175055303827937,-2.486481819868436,1.5607255787590348,-5.4791437938816765,1.125891987223432,19.619007208437935,1.7141362548424464,-1.1567165255419498,1.125891987223432,19.619007208437935,-1.1567165255419498,4.7141362548424475,Quantitative,Ok,Bad,1.0,1.0,1.0,1.0,Catherine Griner,Asian,female,China,32.0
302,302,0.4949235670154018,3.609913962013468,2.999721366461104,7.8811062684199396,5.206226379941136,6.991712307231013,2.300797969234877,57.12339193797025,2.6216988119251377,-0.25504340320328683,2.300797969234877,57.12339193797025,-0.25504340320328683,5.621698811925137,Quantitative,Very Good,Good,0.0,0.0,0.0,0.0,Kimberly Parker,Asian,female,Mexico,29.0
303,303,-0.18541173148445084,2.383833381409683,1.7169721734175478,2.3248594924901984,2.377972843814744,-1.7371939971394212,1.522210247276941,11.219241258017329,2.139954509823881,-0.8916846520063709,1.522210247276941,11.219241258017329,-0.8916846520063709,5.13995450982388,Quantitative,Ok,Bad,0.0,1.0,0.0,0.0,Sallie Franzese,Asian,female,China,30.0
304,304,-0.6201722094049325,3.0490792504062094,0.8450402919067748,3.2540482638648824,2.433890475138334,-2.620185801499089,4.267014562613699,36.7381363824364,6.64485117915058,3.2247502712224687,4.267014562613699,36.7381363824364,3.2247502712224687,9.64485117915058,Quantitative,None,Good,0.0,1.0,0.0,0.0,Jessica Viesselman,Asian,female,China,24.0
305,305,-0.07849827648607625,3.045638637695385,2.1630826537853918,4.759590173622071,3.2638302229183846,0.4055110371904028,1.3812920139599467,44.9139595186465,1.3777201193202595,-1.4268393854082555,1.3812920139599467,44.9139595186465,-1.4268393854082555,4.37772011932026,Engineering,None,Good,0.0,1.0,0.0,0.0,Ana Ragan,Asian,female,United States,23.0
306,306,-0.351800670299615,2.698026308324536,2.6226562835679714,2.6399546462498646,1.9065285686572964,-4.539172251439911,2.6702746418622865,18.12859757842825,4.5017345182556845,1.3042766673931707,2.6702746418622865,18.12859757842825,1.3042766673931707,7.5017345182556845,Quantitative,None,Bad,0.0,1.0,1.0,1.0,Barbara Patterson,Asian,female,Mexico,26.0
307,307,0.16038082646668125,4.03289547580288,2.2935741680811317,7.260238119848268,4.194689811506433,2.8265133156363897,3.4040738261412278,18.043391118029877,5.1464288556387885,1.6114693394551394,3.4040738261412278,18.043391118029877,1.6114693394551394,8.146428855638787,Quantitative,Ok,Good,1.0,1.0,0.0,0.0,Krystal Thomas,Asian,female,Canada,29.0
308,308,1.2433875191331112,3.0963839886255284,2.1510273466049714,2.501691638571756,2.7077503642809706,2.0318482463156946,2.6460197459636605,11.605882203117973,3.945877267851404,0.6038175261826241,2.6460197459636605,11.605882203117973,0.6038175261826241,6.945877267851403,Humanities,Ok,Good,0.0,1.0,0.0,0.0,Maria Mcnamara,Asian,female,United States,26.0
309,309,-0.3708993243975056,3.0893704036617744,1.7740193930211063,0.3423062840518933,3.2581059421936085,1.4896583940843264,2.8995359840121435,45.68296415604514,4.731409983259479,1.5990087526411023,2.8995359840121435,45.68296415604514,1.5990087526411023,7.7314099832594785,Engineering,Very Good,Good,0.0,1.0,0.0,0.0,Erica Allen,Asian,female,Canada,22.0
310,310,-0.5093880508551171,2.6342295610705238,1.4757604596656422,1.7959623521490005,1.9577344480707608,-3.576354914357435,1.2501586977382682,48.06734284534864,1.667322900976949,-1.0359017682848866,1.2501586977382682,48.06734284534864,-1.0359017682848866,4.6673229009769495,Sciences,None,Bad,0.0,1.0,1.0,0.0,Pamela Powell,Asian,female,Australia,30.0
311,311,0.3815835891966568,3.4136284010039586,2.3136813398443143,3.4643806565227577,3.6383644632476813,2.9339692337737926,2.8942750544924247,20.414917451100322,5.034264199260169,1.4503138993468438,2.8942750544924247,20.414917451100322,1.4503138993468438,8.034264199260168,Engineering,Ok,Good,1.0,1.0,0.0,0.0,Georgianna Wright,Asian,female,Canada,22.0
312,312,0.18621724790105956,3.0973381025908964,0.9706027216874648,2.896829502510445,2.454922530106524,-0.4450415720615013,1.544393897580962,49.70016758421615,2.351138186755988,-0.44268127270895263,1.544393897580962,49.70016758421615,-0.44268127270895263,5.351138186755988,Engineering,None,Good,0.0,1.0,0.0,0.0,Betsy Maffit,Asian,female,Canada,21.0
313,313,0.02843445024796322,2.4562196575809896,1.8869478496589456,3.4751835068141097,2.3881158612813103,-1.7213398073699668,2.7264252751834954,34.537902658685304,4.283175871395163,1.0240941746742958,2.7264252751834954,34.537902658685304,1.0240941746742958,7.283175871395163,Quantitative,None,Good,0.0,1.0,0.0,0.0,Charlotte Smith,Asian,female,Mexico,28.0
314,314,0.536906368288269,2.8319798538448264,2.6763961290117426,3.673795953395176,3.244776299688218,2.0237798881873887,0.2871633107316633,76.17524132751316,0.0,-3.1997313157051033,0.2871633107316633,76.17524132751316,-3.1997313157051033,3.0,Engineering,Ok,Good,0.0,1.0,0.0,0.0,Judy Verdejo,Asian,female,Australia,25.0
315,315,0.2378079502141267,2.674705610863493,1.884158535917376,4.319851018700882,2.404475156171607,-1.5903774781386293,2.486901629603168,29.8091091935218,4.456742340929461,0.954750289876949,2.486901629603168,29.8091091935218,0.954750289876949,7.456742340929461,Quantitative,Ok,Good,0.0,1.0,0.0,0.0,Sally Chavez,Asian,female,United States,27.0
316,316,-0.5392582102628697,2.148964305477981,0.5236514452962044,2.607098298010773,1.6088801715735008,-4.492725377588667,2.152944188690134,51.17211231060745,2.740809595881766,-0.24698296997968006,2.152944188690134,51.17211231060745,-0.24698296997968006,5.7408095958817675,Engineering,Ok,Bad,0.0,1.0,1.0,1.0,Vanessa Brewster,Asian,female,Canada,30.0
317,317,1.2405116330946269,3.0525563119014394,1.6254571605314658,4.2691546868281405,2.4719467560514565,0.8497510228777471,2.5282440703603477,61.12292107900701,3.8731178536899615,1.0628771650117148,2.5282440703603477,61.12292107900701,1.0628771650117148,6.873117853689963,Engineering,None,Bad,0.0,1.0,0.0,0.0,Elisha Alexander,Asian,female,Mexico,21.0
318,318,-0.5227609171465823,3.1223372702142753,0.8509869534546926,3.0783298792231917,2.3813644754966012,-2.4961821135683264,2.227521136091466,37.362880467230354,2.7784782769568284,-0.3488653210455264,2.227521136091466,37.362880467230354,-0.3488653210455264,5.778478276956828,Quantitative,Ok,Good,0.0,1.0,0.0,0.0,Jessica Graham,Asian,female,Canada,28.0
319,319,0.12084499521883517,2.95051494522697,0.2771247876345715,4.91730840381169,1.817903500199768,-3.4281843727359145,2.1797473056162504,10.966014350927189,4.037515453978628,0.954132298623182,2.1797473056162504,10.966014350927189,0.954132298623182,7.037515453978628,Humanities,None,Good,0.0,1.0,1.0,0.0,Charles Percy,Asian,female,China,22.0
320,320,0.04696515251768557,2.8765423617273544,1.1346553357024929,1.98658831145237,2.0799667879369466,-1.972552158041142,2.0231046795579197,8.949888175748711,3.285080007963125,0.24206634357706305,2.0231046795579197,8.949888175748711,0.24206634357706305,6.285080007963126,Engineering,Very Good,Bad,0.0,1.0,0.0,0.0,Irish Brown,Asian,female,China,27.0
321,321,-0.4203381257849528,3.228455526645935,1.7247025993361793,2.4120162828235348,3.5552533677805362,1.7726120822522256,0.0,104.25703580252487,0.0,-4.0232873956498585,0.0,104.25703580252487,-4.0232873956498585,3.0,Humanities,Ok,Good,0.0,1.0,0.0,0.0,Stacey Gomez,Asian,female,Mexico,25.0
322,322,-0.18272547105213024,2.4976423014051656,1.1483074960881647,1.8759799324442443,1.8433849139764,-3.1613276711673097,3.014126179166446,14.675924427888582,5.062084466842269,1.8275027074169663,3.014126179166446,14.675924427888582,1.8275027074169663,8.06208446684227,Quantitative,None,Bad,0.0,1.0,1.0,1.0,Brenda Bolden,Asian,female,India,27.0
323,323,0.2057832188299779,2.7572287814486938,1.8798890294522468,4.909481277206076,1.9773951548521609,-3.3987280015407286,2.1213769170162737,55.561553843842105,2.7359079872419043,-0.18029129990254386,2.1213769170162737,55.561553843842105,-0.18029129990254386,5.735907987241903,Engineering,None,Good,0.0,2.0,1.0,0.0,Rosaura Hightower,Asian,female,Mexico,29.0
324,324,0.5450040037663177,2.877028240063216,2.0198763829169883,3.5743396008201747,2.693539558431105,0.373791982033537,2.0329375735864548,49.70631448611498,2.632813728089331,-0.2732453401120716,2.0329375735864548,49.70631448611498,-0.2732453401120716,5.6328137280893325,Sciences,Very Good,Bad,0.0,1.0,0.0,0.0,Michelle Allen,Asian,female,Mexico,26.0
325,325,0.1974044465047004,2.688133799138736,2.8164361755250056,6.815089915735184,3.8204418055855536,2.149893491297956,1.2347605039613392,27.956330241140662,1.0751787247043216,-2.045033440635363,1.2347605039613392,27.956330241140662,-2.045033440635363,4.075178724704322,Quantitative,Ok,Bad,0.0,1.0,1.0,1.0,Tanja Locy,Asian,female,Canada,24.0
326,326,0.09806630696691508,3.0346499820662953,3.0168970539611117,2.8904069839902062,3.240739155416956,0.8201622993637961,2.4808892095170574,5.788853836729902,4.037487511187651,0.7294142965348465,2.4808892095170574,5.788853836729902,0.7294142965348465,7.037487511187651,Engineering,Ok,Good,1.0,1.0,0.0,0.0,Renee Taylor,Asian,female,United States,27.0
327,327,0.5986705315969526,2.9819952168893167,2.732977384446815,7.315571072289123,3.846291768833929,2.80237916344476,2.630280053188912,13.663536194918695,4.443243201008119,1.2559118629930883,2.630280053188912,13.663536194918695,1.2559118629930883,7.443243201008119,Sciences,None,Good,1.0,1.0,0.0,0.0,Ellen Greenhill,Asian,female,China,30.0
328,328,0.5791567012465756,2.955832981739797,1.7562274426676403,5.8021429134722995,3.387569523182448,2.013160362051755,0.3389645337633487,28.430040727213,0.012132998110713444,-2.697971131580695,0.3389645337633487,28.430040727213,-2.697971131580695,3.012132998110713,Engineering,None,Bad,0.0,1.0,0.0,0.0,Patty Robertson,Asian,female,United States,28.0
329,329,1.0053287159506077,3.5754118082853186,2.4469663670744497,7.274386934571973,4.158920817905617,4.753484180998829,3.1315449127799875,41.695070023109615,5.710340517441418,2.072937930016347,3.1315449127799875,41.695070023109615,2.072937930016347,8.710340517441418,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Connie Williams,Asian,female,Canada,28.0
330,330,-0.6448171647206479,2.552664653871349,1.5057714761905776,0.3940718334452953,1.2593056308801716,-6.0381395508363696,2.624385114582651,26.619325727546443,4.160175909682882,1.008316359105961,2.624385114582651,26.619325727546443,1.008316359105961,7.160175909682881,Engineering,None,Bad,0.0,1.0,1.0,1.0,Lisa Leach,Asian,female,India,23.0
331,331,0.9640000068175586,2.508896628263136,2.8980346641358485,2.9103234513000262,3.1187880041188265,2.5932592330590563,3.4601570079985313,10.799182597147286,5.613007337896817,2.0352722919731248,3.4601570079985313,10.799182597147286,2.0352722919731248,8.613007337896818,Engineering,Ok,Good,1.0,1.0,0.0,0.0,Marci Sullivan,Asian,female,Mexico,28.0
332,332,-0.10457521168377718,3.078861619763283,2.1632432959580226,7.4591285992126055,3.9044829042957474,1.648114471906586,1.4885323557989625,49.798740357769674,1.996758731907916,-0.5334259520886724,1.4885323557989625,49.798740357769674,-0.5334259520886724,4.996758731907916,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Shela Vanbrunt,Asian,female,Mexico,30.0
333,333,0.2791401240244831,3.757780979470031,3.366321889359241,5.627204369792032,3.995012671933855,2.4661130797145905,2.9465276767669852,14.843031430672507,5.046749047599025,2.055382314060812,2.9465276767669852,14.843031430672507,2.055382314060812,8.046749047599025,Engineering,Ok,Good,0.0,1.0,0.0,0.0,Nora Alvarado,Asian,female,India,31.0
334,334,0.7071643791062835,3.8346111011460833,1.831266328950039,4.651220028946399,3.5924652698645847,3.018061903069697,3.426775103399784,15.699930272576387,5.695129835248406,2.0965637288731918,3.426775103399784,15.699930272576387,2.0965637288731918,8.695129835248405,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Catherine Clark,Asian,female,Mexico,26.0
335,335,0.16246959817356044,3.894166634661565,1.7257422379828322,5.838690824422313,4.056571972120167,3.3265198176066115,1.8377360026409433,55.574665402747385,1.956279341174388,-0.8176692735528224,1.8377360026409433,55.574665402747385,-0.8176692735528224,4.956279341174388,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Doris Todd,Asian,female,China,23.0
336,336,0.15661955258894933,2.5620901687208564,1.0484095940483722,1.9948175293936137,2.3080266412215744,-0.6823243413731606,2.56506250423942,15.199912765387511,4.01587085803253,0.5908132944032738,2.56506250423942,15.199912765387511,0.5908132944032738,7.015870858032531,Quantitative,Very Good,Good,1.0,2.0,0.0,0.0,Ethel Loynes,Asian,female,Australia,29.0
337,337,-0.16685673078711108,2.221755176346896,1.6308660024403574,2.1974806260575948,1.958338036650576,-2.9408859045061115,0.5101497242657611,19.22532580941524,0.7764226784720729,-1.8533880543789063,0.5101497242657611,19.22532580941524,-1.8533880543789063,3.776422678472073,Engineering,Ok,Good,0.0,1.0,1.0,0.0,Ellen Gelinas,Asian,female,Mexico,27.0
338,338,-2.9910089373217925,2.9695314172704554,0.6955931826105529,-4.339504857530594,0.8959785705956249,-10.350223197649976,1.0758976411094148,27.06209348746827,1.5261842362302385,-1.1312382790752604,1.0758976411094148,27.06209348746827,-1.1312382790752604,4.526184236230238,Engineering,None,Good,0.0,1.0,1.0,1.0,Deborah Jeffreys,Asian,female,China,24.0
339,339,1.214666080316255,2.5778454535464896,1.7678699854351807,6.2380099563766445,2.8152819955398054,1.5301935731094374,0.8830883818407127,54.860753325720864,0.5596560247148871,-1.8657621888345504,0.8830883818407127,54.860753325720864,-1.8657621888345504,3.5596560247148865,Humanities,Ok,Bad,0.0,1.0,0.0,0.0,Beverly Brown,Asian,female,India,29.0
340,340,0.7006277604492515,3.3432838316956164,2.4978115866698847,5.610785965011119,3.6579344186103513,2.7842165951698243,0.0,75.82772447459934,0.0,-4.267337660581168,0.0,75.82772447459934,-4.267337660581168,3.0,Engineering,Very Good,Good,1.0,1.0,0.0,0.0,Ione Busbee,Asian,female,Mexico,33.0
341,341,1.2459755871191551,3.0273027983472134,1.2859357760171115,2.8011162233374423,2.478808913553658,1.5616429704425794,0.0,30.144070148146923,0.0,-4.773793760581162,0.0,30.144070148146923,-4.773793760581162,3.0,Quantitative,Ok,Good,0.0,1.0,0.0,0.0,Rosa Houston,Asian,female,Canada,27.0
342,342,1.1453826924643604,2.1523840410061807,1.4688919228170736,6.947230037129272,2.7729921855304056,1.5141899778755692,2.0884406347494786,31.06010792524228,2.8168691337722587,-0.3180057892842194,2.0884406347494786,31.06010792524228,-0.3180057892842194,5.816869133772259,Engineering,Very Good,Good,0.0,1.0,0.0,0.0,Kristi Barker,Asian,female,United States,22.0
343,343,0.5018520972065966,3.4836711222068013,2.943458624550988,5.515131534770872,3.858239274935795,2.8494178786470057,1.4082740772648938,43.412383379528464,2.179505549616892,-0.5691799989997314,1.4082740772648938,43.412383379528464,-0.5691799989997314,5.179505549616891,Quantitative,Very Good,Good,0.0,1.0,0.0,0.0,Sarah Lever,Asian,female,Australia,37.0
344,344,1.0612940935326023,2.929704054591825,1.91513759547539,6.643240032956238,2.641253839991663,0.2277160298821721,0.7145528149206954,9.418877536366784,0.2997415425866201,-2.6927937152144312,0.7145528149206954,9.418877536366784,-2.6927937152144312,3.2997415425866197,Engineering,Ok,Good,0.0,1.0,0.0,0.0,Joan Damron,Asian,female,Australia,28.0
345,345,1.4508926809720295,2.274622408278696,2.2798378987630117,4.866348284466441,2.4558072689789183,1.1796157404535887,3.3127006648379083,26.457129059800195,6.043763846055702,2.540443411657286,3.3127006648379083,26.457129059800195,2.540443411657286,9.043763846055704,Quantitative,Very Good,Good,0.0,1.0,0.0,0.0,Gertrude Long,Asian,female,Mexico,28.0
346,346,-0.6345072690031842,3.8245214694269465,2.2052982150354614,4.4753585009912715,3.7828032322771135,0.8948809663749864,3.0247974642923205,21.218922953451163,5.065203851776508,1.6980195317917153,3.0247974642923205,21.218922953451163,1.6980195317917153,8.06520385177651,Quantitative,Very Good,Good,0.0,1.0,1.0,0.0,Inez Richards,Asian,female,Canada,27.0
347,347,-0.2860971077140925,3.4545710381530284,1.2523459438740607,-0.2325490556198364,2.584898576626833,-0.3888683922754537,2.0008007258783684,48.98509539692033,3.207832531467776,0.4180128872926913,2.0008007258783684,48.98509539692033,0.4180128872926913,6.207832531467776,Engineering,Ok,Bad,1.0,1.0,0.0,0.0,Chasity Hall,Asian,female,Canada,21.0
348,348,0.3270771257145393,3.8826634440578816,2.5909200784840083,5.852757068528426,4.2790219744286215,3.9008930162790607,1.5084255352593818,55.085106626712005,1.947544963952895,-0.7984322008302654,1.5084255352593818,55.085106626712005,-0.7984322008302654,4.947544963952895,Quantitative,Very Good,Good,1.0,2.0,0.0,0.0,Hilde Sanchez,Asian,female,Canada,22.0
349,349,0.08791977787863825,3.232623207626049,2.192788268833506,3.0907289015584043,3.3084336756222448,1.2559566108693632,2.7718863110752303,26.72605749539469,4.606958485694277,1.452960894102689,2.7718863110752303,26.72605749539469,1.452960894102689,7.606958485694277,Quantitative,Ok,Good,0.0,1.0,1.0,0.0,Tricia Camacho,Asian,female,China,23.0
