Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Job Tenure,Military Tenure,Employee Referrals,Arrest Record,Performance
Howard Heritage,2.825441055,36.03352066,1,0.496175858,2.559540001,0,8.90668143,-0.834379797,0,21,1,2,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.177784382,1.442369553,0,1,-2
Walter Greene,2.825414739,57.37163017,0,2.933343869,2.557683723,0,2.362587633,-0.399162011,0,27,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.527190068,0.755099945,0,0,-2
Cynthia Parker,2.825250996,29.32063716,1,1.149732102,2.614690904,0,-1.408309614,-0.644749944,1,23,2,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3.173718343,2.104040511,1,0,-2
Paula Vanwinkle,2.825010059,30.85663326,2,1.266181331,4.451725495,0,12.56671167,1.887500227,1,28,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2.891979421,1.788869101,1,0,2
Michael Snyder,2.824908278,6.419361152,0,2.271171236,3.229342111,0,1.249305789,-0.673857226,0,33,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4.858472991,2.879193335,0,0,0
Estelle Chan,2.824897164,4.43617267,0,0.811718186,3.207382874,0,5.283995772,0.057737425,1,34,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5.074508088,2.931806259,0,0,2
Wendy Wade,2.824839418,54.38393832,0,1.903029803,2.644384386,0,0.702628022,-0.73009065,1,27,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.471275005,0.614119297,0,1,-2
Catherine Taylor,2.824792341,17.75100576,1,1.646205992,1.975957502,0,1.458728948,-1.470011828,1,28,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.729224323,2.275227115,0,1,-2
Robert Hartford,2.824628242,8.687122663,0,1.632924171,3.127990644,0,1.777681994,-1.239264256,0,27,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.703394582,2.794646589,0,0,-2
Russell Toth,2.824488804,40.83202949,1,3.725104724,4.283910874,0,6.249830821,0.824144319,0,23,2,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.739501918,1.499973617,0,0,2
Jacqueline Nichols,2.824468762,27.18949282,0,1.481748763,2.659682312,0,0.391492685,-0.048529848,1,26,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2.979040489,2.015067896,0,0,1
Polly Selman,2.82424383,10,1,1.725301342,2.372924358,0,1.634963721,0.832304432,1,22,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5.579044221,3.394028169,0,0,-1
Reuben Horton,2.824200274,15.38561013,2,2.051509197,3.348846527,0,3.991796142,0.400772462,0,24,2,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.589342657,2.715210331,1,0,2
Grace Jones,2.823762262,27.5548378,1,2.540764589,3.337487504,0,4.352948666,-0.421149038,1,29,1,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3.402640691,2.154672138,0,0,-1
Henry Dyer,2.82356204,57.99930603,0,2.612410397,2.825958637,0,2.821922064,-0.857078072,0,29,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.776165434,0.886971159,0,1,-2
Eunice Nicol,2.823550929,18.4834946,0,0.942722663,2.63177053,0,4.116170747,-1.150988103,1,30,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4.121925715,2.308689645,0,0,-2
Jerry Leaf,2.823486045,28.69546165,0,2.890646066,2.917138294,0,4.781444729,0.811325127,0,36,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.608406606,2.414443695,0,0,1
Clifton Lewis,2.823384317,16.18011849,2,0.594449785,2.294555225,0,4.910097826,0.248914284,0,30,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,4.524579374,2.660059442,0,0,-2
Steven Hicks,2.82311192,46.83567753,0,2.396719678,3.293639601,0,4.09312396,1.295849396,0,32,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.529011912,1.262856401,0,0,2
Anna Miller,2.822880376,35.41951153,0,0.675760486,2.106685649,0,2.921589167,-1.297413768,1,22,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.392350373,1.653862644,0,0,-2
Terry Clark,2.822759189,36.85127674,2,1.890440978,2.855117803,0,4.601796067,0.109952805,0,23,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.211756898,1.429027653,0,0,-1
John Mcmeen,2.822685934,45.6822682,2,3.166138021,4.093214041,0,9.484188871,1.348674844,0,28,2,2,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.860289522,1.324459544,0,0,2
Leola Gomez,2.822580722,6.420316875,0,0.329239259,2.361942879,0,3.488669333,1.002820663,1,35,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4.472687271,2.771821899,1,0,1
Marti Brustmann,2.822493212,53.16460636,0,1.499168256,3.016601389,0,5.677796088,0.312519396,1,30,1,2,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.063385547,1.004670466,0,0,2
Lorraine Holman,2.822339655,59.8316486,0,1.786565318,2.598655216,0,4.560606964,0.565311562,1,26,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.430527432,0.959908329,0,0,1
Jonathan Pearson,2.822291359,10,2,1.981938043,3.745918127,0,7.277638404,0.595362262,0,25,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,8.281638961,4.619856276,1,0,2
Patrick Landers,2.82209181,22.98417815,1,1.660132013,2.549521999,0,4.365599354,0.101151789,0,24,1,2,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3.368834319,2.01640903,0,0,-1
Marvin Fries,2.82193327,69.80678558,0,2.732199523,3.310830459,0,5.523525704,0.32303286,0,21,1,2,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.075582007,0.510418224,0,0,2
Esperanza Moxley,2.821408774,26.31618009,1,1.62061481,2.296075123,0,0.946291505,-0.828004576,1,28,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.089872627,2.194914174,0,1,-2
Mary Morrow,2.821376693,35.36568227,1,4.137086457,2.838839174,0,3.389534727,-0.047716118,1,24,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.209108123,1.547685739,0,1,-2
Jerry Jackson,2.821227561,10,0,2.012626697,2.55513936,0,0.32688853,-0.007913999,0,27,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5.64769852,3.329576066,1,0,-1
Frank Furman,2.821196712,35.31936066,0,2.779662573,3.137688266,0,4.816158953,0.1606585,0,29,2,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.366549146,1.917197408,0,0,1
John Brown,2.821115376,42.55067939,2,1.670907849,3.431887288,0,8.282504888,0.845114213,0,25,2,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.070743378,1.486497924,1,0,2
Betty Austin,2.820957383,35.26602411,0,1.918078051,2.797297468,0,6.192447822,0.696284241,1,27,2,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.626479378,1.613011464,0,0,1
Jose Helwig,2.820712184,8.972670739,2,3.16811283,4.098353074,0,4.423092035,0.767352515,0,30,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.475307419,2.823523676,1,0,2
Larry Belizaire,2.820654288,33.57346215,2,2.354134676,3.098079043,0,2.59005663,0.471201525,0,33,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.657998637,1.961902535,0,0,2
Sarah Jones,2.820590759,2.093212575,0,2.568965167,2.769738292,0,5.028578041,-0.313400235,1,26,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5.61079164,3.2680866,0,0,-1
Roland Duncan,2.820465697,10,0,0.415309927,1.421433919,0,2.123373271,-1.76579588,0,27,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.718759912,3.356773959,0,0,-2
Ruby Mitchell,2.820460449,60.46350576,0,2.696798143,2.847488711,0,0.658248578,-0.444413176,1,26,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.243200101,1.003048934,1,0,0
Douglas Mcanulty,2.82017901,38.07340046,0,3.57596267,2.613550418,0,1.465958872,-0.321358978,0,29,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.226743343,1.825586914,1,0,-2
Joseph Mcdonald,2.819908111,13.60334741,0,1.203856197,2.637527368,0,7.838235146,0.354036898,0,27,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.753182982,2.921950994,0,0,-1
Thomas Hosle,2.819864813,26.59905838,0,2.629255698,2.487598351,0,0.182568042,-1.156871818,0,31,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.747371214,2.452968108,0,1,-2
Gary Gregory,2.81967728,56.62464677,0,2.20056125,3.750480369,0,5.943016119,-1.281505212,0,27,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.664714023,0.878977243,0,0,0
Fred Moore,2.819592886,10,1,0.583211009,1.796996,0,-0.722961881,-1.952476372,0,37,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5.179565996,2.979276403,0,1,-2
Jonathan Barker,2.819534252,6.419383325,0,2.798175473,3.181510503,0,0.582979393,-0.251353378,0,23,2,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.051572304,2.808787723,0,0,1
Mary Williams,2.819490041,47.48826922,1,1.67254678,1.615559849,0,2.00206923,-0.503991995,1,28,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.234037711,1.19235616,0,1,-2
Priscilla Johannsen,2.81863182,37.4832788,0,1.329217665,2.66829704,0,2.818567414,-0.615131234,1,37,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.193545046,1.52047604,0,1,-2
Jeremy Goodwin,2.818180144,38.28515581,0,1.458938801,2.449309585,0,2.114485112,-0.731277681,0,25,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.208855716,1.708667688,0,0,-2
Aaron Pinales,2.818078079,51.45834837,1,2.717064678,2.550460334,0,4.699388317,-0.503973741,0,24,1,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.437989534,1.358367589,0,1,-2
Carla Fitch,2.817933449,34.46257928,1,1.990146022,2.386344743,0,1.72657873,-0.666032024,1,23,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.581257119,1.692195024,0,0,-2
Lori Cook,2.817858551,41.91887989,1,2.589673267,2.746627226,0,5.168243116,1.553626845,1,26,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.971864835,1.382417613,0,0,2
Gary Janosek,2.817436875,3.563060764,0,1.909673766,2.249413346,0,1.38990637,-0.382556212,0,27,1,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4.675052566,2.708214525,0,1,-2
Alyssa Boykin,2.817241745,26.05851438,1,2.645568551,3.864673554,0,5.550031427,1.49867603,1,35,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.421064737,2.20911838,0,0,2
Derrick Mathis,2.817194653,53.81551758,0,2.758225408,2.899510596,0,-0.280401296,-0.518010551,0,24,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.911613212,1.04470329,0,0,-2
Thomas Jones,2.817079547,37.44164742,1,1.791966027,1.759800141,0,-0.890346058,-1.167769329,0,23,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2.472974433,1.893511018,0,1,-2
Patsy Carter,2.816822552,38.7023918,0,2.392301057,2.72643224,0,1.339290512,-0.466857682,1,34,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.397986095,1.78205114,0,0,-2
Loretta Blethen,2.816322719,20.41712726,0,1.844935691,2.992162259,0,3.945291328,-0.040431364,1,28,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,3.679640918,2.205660703,1,0,1
Mildred Miles,2.816034094,6.902874069,0,2.69067019,2.497300207,0,2.287032464,0.480993816,1,29,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,5.520380442,3.399711633,0,0,-1
Raymond Nelson,2.815996131,55.9451221,0,1.662931583,2.72090254,0,4.977634544,0.11857538,0,32,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.984908203,0.895543413,0,1,0
Susan Minutillo,2.815867695,28.75778482,0,1.614221686,2.290641518,0,1.259000656,-1.186199347,1,32,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.065377036,2.07497773,1,0,-2
Eric Stine,2.815865485,35.21492055,0,3.567571374,3.43624201,0,5.253658479,1.012750772,0,25,1,0,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2.161227415,1.395510012,0,0,2
Sean Leflore,2.815719601,30.56040065,0,1.832348437,2.969456304,0,5.677451042,-0.279969768,0,28,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.336195476,1.596789459,0,0,0
Nancy Burks,2.815559493,47.21837568,0,1.603867919,2.677656886,1,3.978372449,-0.202916238,1,27,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.460959689,1.130393345,1,0,-2
Valentin Hirz,2.81528819,17.80232799,0,3.028011774,2.94006229,0,4.24632493,0.419890627,0,23,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.795508709,2.501007384,0,0,1
Carolyn Coulter,2.815243126,33.40657832,0,2.837976409,2.696156693,0,3.938933993,-0.240518196,1,27,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.321050886,1.468323841,0,0,-1
James Ortez,2.815238316,47.08501377,0,4.449702252,2.962555965,0,3.270878798,0.422391309,0,27,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.831782903,1.703164315,0,0,-1
Robert Fluty,2.815150472,34.5315712,0,0.738957424,2.73546222,0,5.020567037,0.21227705,0,31,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.24424518,1.478508494,1,0,1
Ann Mckain,2.814680439,74.00242742,2,2.426009716,2.428749647,0,1.416390824,-1.051281088,1,26,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.095871779,1,0,-2
Amelia Thompson,2.814565786,10,0,0.661537798,2.792379981,0,5.018562902,1.105842581,1,37,2,2,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5.862020315,3.098914462,0,0,2
Dorothy Wallace,2.814517143,93.39740321,0,0.72542581,2.723721684,0,4.683912337,-1.093281562,1,31,1,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-2
Terrence Mazzone,2.814353658,28.20529864,0,0.601849723,2.020618273,0,2.585304343,-1.344078759,0,28,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3.153061184,2.173523622,0,0,-2
Carol Davis,2.814259975,31.88930421,0,0.119855852,1.700681957,0,4.214666151,-0.477280673,1,29,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.320930476,1.525434632,0,0,-2
Theodore Boyter,2.814096943,33.27115475,0,3.894450855,2.403046995,0,0.869600265,0.238693778,0,23,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2.18212846,1.831018434,1,1,-2
Thomas Hubbs,2.814059365,43.40285021,0,2.61331944,3.116774208,0,3.087138704,-0.4236302,0,26,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.731583087,1.320041989,0,0,0
Norman Flaming,2.813977993,73.45885357,1,2.831447752,3.59119243,0,6.571370862,0.85863126,0,30,1,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.34547229,0,0,2
William Hernandez,2.813364625,37.63479722,1,1.666308373,2.323577088,0,2.470346725,-1.352142358,0,28,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.439942682,1.807842855,0,1,-2
Sam Harkavy,2.813358595,39.12812872,0,2.537066909,2.847345269,0,4.034686674,-0.35479359,0,22,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.042607305,1.370280308,0,0,0
Suzanne Frost,2.813330938,8.041811925,0,2.971108763,2.229116512,0,0.18737385,-0.059383907,1,23,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,5.121750313,2.842139528,0,0,-2
Belkis Couture,2.81233664,39.55969034,1,2.378910306,2.687610859,0,1.830407638,0.274955427,1,27,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1.994933537,1.509078492,0,0,-1
Cynthia Alvarez,2.812240465,49.00553349,0,0.784881831,2.825810261,0,5.099529687,-0.754176809,1,27,1,2,0,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.581457781,1.510852657,0,1,-2
Phillip Brown,2.811680707,18.44148346,0,1.6000998,1.824897325,0,-0.662941685,-1.830735283,0,22,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.035385146,2.589417185,0,0,-2
Larry Holladay,2.811569101,53.14597297,2,1.303591091,2.824408046,0,2.180331644,0.682330469,0,25,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.031059947,1.038139493,0,0,2
Josh Raposa,2.811387034,10.48544099,0,1.883060421,2.686253951,0,4.256309451,-0.172317046,0,31,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.193772682,2.615609113,0,0,-2
Krystal Mcvay,2.81111715,61.12698913,0,1.726591169,1.644223883,0,1.817690047,-0.925218954,1,25,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.233816938,0.755391984,0,0,-2
Jonathan Payne,2.811085762,9.030102051,0,0.207679523,2.120443087,0,1.724498261,-0.680560679,0,23,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.142284843,2.434926349,0,0,-2
Jose Sobel,2.810827944,9.500130603,0,1.762979998,2.460855107,0,3.719234293,0.428287118,0,23,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4.584893291,2.721728502,0,1,-2
Theda Lynaugh,2.8107734,33.49027228,0,3.028958534,2.951327234,0,2.739570852,-0.177989044,1,27,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.874827973,1.89508467,0,0,0
Eunice Paulk,2.810595379,59.4103078,0,1.83271016,2.943895536,0,2.476656821,0.369288732,1,31,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.24077847,1.161435601,0,0,1
Adam Hagerman,2.810458837,10,0,1.636514144,3.363961419,0,6.307900071,-0.001049424,0,23,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6.091221639,3.458529363,0,0,0
Arnold Herrington,2.810304559,35.40648285,1,1.639617815,2.493405903,0,1.672650969,-0.127086273,0,24,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1.894155802,1.319988917,0,0,-2
Elvia Carmack,2.810128589,38.47437241,2,1.023198524,2.25125458,0,2.188186544,0.538040751,1,34,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.671948731,1.774475931,0,0,-1
Cleo Corkins,2.81006101,10,2,1.519258507,2.866920043,0,3.859664354,0.716752317,1,28,1,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5.845259356,3.242107682,1,0,2
Daniel Smith,2.81004526,44.19837238,0,3.104619141,2.593990777,0,1.932810011,-0.633560728,0,24,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2.287476336,1.833614338,0,0,-2
Michael Taylor,2.809095712,12.43316299,0,1.963163342,2.610016512,0,2.597877275,0.344776257,0,29,2,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,4.139819255,2.593852238,0,0,1
Robert Damore,2.809022926,22.06945236,0,1.325746715,2.393243994,0,1.428426879,-0.700032193,0,33,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.549326897,2.109704135,0,1,-2
Bradley Thurman,2.808928156,14.72490036,0,0.903829457,2.421456512,0,4.03066134,0.074573421,0,29,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.489423533,2.674992094,0,1,-2
Anne Parsons,2.808845381,15.01110021,0,2.528922769,2.750167654,0,5.807905923,0.638992454,1,23,1,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.261674763,2.600801893,1,0,1
Kim Brewer,2.808630243,2.463901727,0,2.703546369,3.555853671,0,3.896851213,-0.402905061,0,23,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5.326639796,3.204356985,1,0,1
Harold Roark,2.808250918,42.07055107,0,2.18402049,2.254102171,0,3.400583376,-0.324379581,0,23,1,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2.008312514,1.366031484,0,0,-2
Lindsey Tullio,2.808050452,27.99550181,1,0.465321926,2.328179213,0,6.103054581,0.2189085,1,23,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.716830725,1.890521007,0,1,-2
Diana Robinson,2.807871606,43.43105956,0,1.979637275,3.508265903,0,7.875864183,0.640886974,1,29,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.088499304,1.63156824,1,0,2
Mindy Johnson,2.807859553,85.11782287,0,1.744683071,2.324572772,0,2.678475817,-0.031401414,1,33,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-2
Ricky Lambertson,2.807807527,33.71587871,1,1.257552115,3.575962224,0,6.462482213,-0.262478851,0,27,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.437626556,1.62307252,0,0,2
Louis Gray,2.807546367,30.37056673,0,1.618761542,2.675262877,0,4.365632604,-0.414955083,0,22,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.121102266,2.239725472,0,0,-2
Rick Edwards,2.806996232,19.78256701,0,2.342176265,3.228947776,0,3.440792905,0.687645982,0,30,1,0,1,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.741962571,2.398881797,0,1,2
Dorothy Avalos,2.806828437,40.9677977,0,1.790953859,3.144870617,0,5.329631586,-0.191013022,1,25,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.515744596,1.998934331,0,0,1
Beverly Pharis,2.806441767,48.70723727,0,1.812470684,2.929836129,0,4.999075938,-0.668533589,1,24,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.971524114,0.884938303,0,0,-2
James Tyner,2.806407179,45.24442601,0,1.961207202,2.391504979,0,2.196438223,-0.707496475,0,28,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.172889056,1.587823712,0,0,-2
Robin Meyer,2.806114999,43.67473976,0,1.301343654,2.772324274,0,3.612669525,-0.30340312,1,27,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.644083755,1.292420253,1,1,-2
Leona Figueroa,2.806013236,25.56165481,1,1.71955121,2.461136866,0,2.698058515,-0.034505656,1,22,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.463115262,2.36832143,0,0,-2
Raymond Kloeck,2.805927673,20.26824827,0,2.49366056,3.089434345,0,6.410828347,-0.218442831,0,22,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,3.771409284,2.454991602,1,0,-2
