,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,scores
308,Gloria Hahn,3.869563435,1.36,0.1,0.05,0.0,1,3,0.8760430770000001,0,1,24,United States,2,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,1.0260430770000002
365,Billy Johnson,2.7927384539999998,1.54,0.1,0.05,0.0,0,2,0.375724413,0,0,23,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,1.025724413
21,Jared Rosales,2.8082952239999996,-0.04,0.1,0.0,0.1,0,2,0.325661441,1,0,27,United States,1,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.5,1.025661441
39,Michael Feria,2.510215402,0.18,0.1,0.1,0.0,0,3,0.324741418,1,0,31,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,1.024741418
176,Simon Sylvester,2.708612735,0.94,0.1,0.0,0.0,0,2,0.924302044,0,0,25,United States,1,Quantitative,0.3333333333333333,Club/Intramural,0,1,0.5,1,0.0,1.0243020440000001
264,Michael Booker,3.394632987,1.24,0.2,0.07500000000000001,0.0,0,2,0.742245122,0,0,26,United States,2,Sciences,1.0,Club/Intramural,0,0,0.5,1,0.0,1.017245122
16,Richard Bush,3.19193459,-0.1,0.1,0.07500000000000001,0.0,0,0,0.339546921,0,0,23,United States,1,Engineering,0.6666666666666666,NCAA/Professional,0,0,1.0,1,0.5,1.014546921
435,Latosha Woods,3.5029053310000005,1.74,0.1,0.05,0.0,0,2,0.36380393299999997,1,1,27,United States,1,Quantitative,0.3333333333333333,None,1,1,1.0,1,0.5,1.013803933
449,Tonya Sterry,3.1218471169999997,1.78,0.0,0.025,0.0,0,4,0.987069755,0,1,29,United States,1,Engineering,1.0,None,0,0,0.5,1,0.0,1.012069755
326,Robert Rogers,3.5425910089999997,1.42,0.0,0.1,0.0,0,4,0.912050019,0,0,25,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,1.0120500190000001
453,John Clark,2.776858615,1.8,0.0,0.07500000000000001,0.0,0,4,0.435835012,1,0,23,United States,2,Quantitative,0.6666666666666666,None,0,1,0.5,1,0.5,1.010835012
430,Barbara Lopez,3.3715330000000003,1.72,0.1,0.025,0.0,0,1,0.38498154700000004,0,1,34,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,0,1.0,1,0.5,1.009981547
252,Fred Houston,2.888195063,1.2,0.2,0.07500000000000001,0.0,0,3,0.23036359899999997,0,0,27,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.5,1.005363599
335,Nancy Gump,2.403019203,1.42,0.0,0.1,0.0,0,2,0.400162229,0,1,24,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,1.0001622289999998
347,Horacio Sibley,2.44728373,1.48,0.2,0.0,0.0,0,3,0.300012088,2,0,22,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,1.000012088
277,Timothy Crosby,3.255887313,1.28,0.1,0.025,0.0,0,2,0.374739265,0,0,26,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,0.999739265
113,Larry Roesler,2.7950713310000004,0.64,0.1,0.05,0.0,0,3,0.34959273799999996,0,0,24,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.5,0.999592738
23,Peter Lindsey,2.6332014,-0.02,0.2,0.05,0.0,0,3,0.24756763199999998,0,0,25,United States,1,Quantitative,0.6666666666666666,None,1,1,0.5,1,0.5,0.997567632
77,Juan Adkins,3.0453983119999997,0.44,0.0,0.025,0.0,0,2,0.468507703,0,0,27,Australia,1,Humanities,0.3333333333333333,None,0,0,0.0,1,0.5,0.993507703
362,James Cain,3.651289417,1.54,0.2,0.025,0.0,0,5,0.267167467,0,0,26,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.5,0.992167467
314,Lester Morrow,3.2520773,1.38,0.2,0.07500000000000001,0.0,0,4,0.715771547,4,0,27,United States,1,Quantitative,0.3333333333333333,NCAA/Professional,0,0,1.0,1,0.0,0.990771547
491,Kathleen Ivan,2.8417996710000004,1.9,0.1,0.05,0.0,0,3,0.335903326,2,1,28,United States,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.5,0.9859033260000001
9,Valarie Collins,3.538385136,-0.28,0.0,0.025,0.1,0,5,0.355885314,1,1,24,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.5,0.980885314
78,Richard Peters,3.471846435,0.46,0.0,0.07500000000000001,0.0,0,1,0.40530862100000004,0,0,23,United States,1,Engineering,1.0,None,0,0,0.5,1,0.5,0.980308621
70,Tony Baker,3.0582253410000004,0.4,0.2,0.07500000000000001,0.0,0,2,0.20496618600000002,1,0,24,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,0.9799661860000001
392,Glen Hall,3.785870352,1.62,0.0,0.05,0.1,0,4,0.32055790300000003,2,0,33,United States,2,Engineering,1.0,None,0,0,0.5,1,0.5,0.970557903
202,Mary Neal,2.781614277,1.04,0.1,0.05,0.0,0,1,0.817566508,3,1,22,China,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,0.967566508
56,Benjamin Jensen,3.3442898860000003,0.3,0.0,0.0,0.0,0,1,0.461881231,0,0,30,United States,2,Humanities,1.0,None,0,0,0.5,1,0.5,0.961881231
198,William Edmonson,3.864957309,1.04,0.2,0.07500000000000001,0.0,0,2,0.6867383309999999,0,0,25,United States,1,Sciences,1.0,Club/Intramural,1,1,1.0,1,0.0,0.961738331
37,Karen Kerr,3.421895357,0.16,0.0,0.05,0.0,0,4,0.411733684,0,1,30,United States,1,Humanities,0.6666666666666666,NCAA/Professional,0,0,0.0,1,0.5,0.961733684
348,Deborah Ley,3.081268437,1.48,0.1,0.0,0.0,0,5,0.860876112,0,1,29,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.960876112
136,Sandy Gregory,2.97339196,0.78,0.2,0.1,0.0,0,1,0.659319335,0,0,23,United States,2,Engineering,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.0,0.959319335
250,Matthew Oden,2.616030498,1.2,0.0,0.1,0.0,0,2,0.359248423,0,0,28,United States,1,Humanities,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.5,0.959248423
333,Robert Howard,3.7890117639999996,1.42,0.0,0.07500000000000001,0.0,0,2,0.383718227,0,0,21,Canada,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,0.958718227
175,Thomas Fonseca,3.127396384,0.94,0.2,0.05,0.0,0,3,0.693713355,0,0,27,United States,2,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.0,0.943713355
168,Randy Miller,3.07390798,0.92,0.1,0.025,0.1,0,3,0.21649648100000002,2,0,31,United States,1,Quantitative,0.3333333333333333,None,0,0,0.5,1,0.5,0.9414964809999999
340,Warren Ray,3.840148555,1.44,0.1,0.07500000000000001,0.1,0,3,0.65240999,0,0,24,United States,1,Humanities,0.3333333333333333,None,0,0,1.0,1,0.0,0.92740999
339,Isiah Zayas,2.58512881,1.44,0.0,0.05,0.0,0,1,0.373101819,0,0,26,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,0.5,0.923101819
424,Terry Bair,3.6543787310000004,1.7,0.2,0.1,0.1,1,3,0.520838871,0,0,25,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.0,0.9208388710000001
95,Tracy Sachs,3.3384412610000003,0.54,0.1,0.0,0.0,0,2,0.317129338,1,1,23,United States,2,Sciences,0.6666666666666666,None,0,1,1.0,1,0.5,0.917129338
65,Nanette Duran,3.707828109,0.34,0.1,0.05,0.0,0,1,0.266458063,0,1,34,United States,2,Sciences,0.3333333333333333,None,0,0,0.5,1,0.5,0.9164580630000001
248,Hazel Anderson,2.866734744,1.2,0.1,0.0,0.1,0,1,0.7162340979999999,0,1,30,United States,1,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,0.9162340979999999
30,Esther Phillips,2.27305935,0.1,0.0,0.025,0.0,0,2,0.39055559700000003,0,1,24,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.5,0.915555597
425,Catherine Terry,3.868880799,1.7,0.2,0.07500000000000001,0.0,0,6,0.6383745439999999,0,1,27,China,2,Engineering,0.6666666666666666,None,0,0,0.0,1,0.0,0.913374544
488,Jackson Culp,2.90825508,1.9,0.0,0.0,0.0,0,4,0.412589136,0,0,26,United States,1,Humanities,0.3333333333333333,None,0,0,1.0,1,0.5,0.912589136
36,Deborah Jones,2.760720381,0.16,0.1,0.07500000000000001,0.0,0,3,0.23402893800000002,0,1,32,United States,1,Sciences,0.6666666666666666,NCAA/Professional,0,0,1.0,1,0.5,0.9090289380000001
306,Naomi Boteilho,3.403887615,1.34,0.1,0.07500000000000001,0.0,0,4,0.230977579,0,1,30,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,0.905977579
115,Rita Mccarty,2.343834097,0.66,0.0,0.05,0.0,0,2,0.353259825,2,1,23,United States,1,Quantitative,0.6666666666666666,None,0,0,0.5,1,0.5,0.9032598250000001
68,Renea Rankin,3.174982085,0.38,0.2,0.07500000000000001,0.0,0,5,0.622995665,0,1,23,Canada,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.897995665
33,Dominic Perry,2.892210482,0.14,0.0,0.0,0.0,0,3,0.397860015,3,0,26,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,1.0,1,0.5,0.897860015
415,Wade Payne,3.5290444310000004,1.66,0.2,0.1,0.0,0,6,0.09186403300000001,4,0,27,United States,2,Engineering,0.6666666666666666,None,0,0,0.5,1,0.5,0.8918640330000001
259,Roland Otero,3.519158492,1.22,0.2,0.07500000000000001,0.0,0,5,0.616287951,0,0,26,United States,1,Humanities,0.3333333333333333,None,0,0,0.0,1,0.0,0.891287951
361,Peter Glander,3.4998246269999997,1.54,0.0,0.05,0.0,0,2,0.337708665,0,0,22,Mexico,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,0.8877086650000001
91,Peggy Roach,3.55517565,0.54,0.1,0.025,0.0,0,2,0.262374117,0,1,26,United States,2,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,0.887374117
496,Angela Cornett,2.6356201230000003,1.9,0.1,0.1,0.0,0,3,0.186551215,2,1,27,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.5,0.8865512149999999
143,Dawn Keels,3.764329698,0.82,0.1,0.1,0.0,0,3,0.684659115,0,1,23,United States,2,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.0,0.884659115
390,Jesus Boulware,3.49068869,1.62,0.1,0.1,0.0,0,3,0.176385853,0,0,27,Mexico,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.5,0.8763858529999999
32,Brandy Francis,3.0210699539999997,0.12,0.1,0.07500000000000001,0.0,0,1,0.197860015,2,1,27,United States,1,Quantitative,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,0.8728600150000001
352,Melvin Gebhardt,3.218454257,1.5,0.1,0.07500000000000001,0.0,0,4,0.19225227399999997,0,0,30,United States,1,Humanities,1.0,None,1,1,0.0,1,0.5,0.867252274
139,Mark Ames,3.510066218,0.82,0.0,0.05,0.0,1,5,0.31595005800000003,0,0,30,China,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,0.8659500580000001
234,Jamie Hendricks,3.4574503030000003,1.16,0.1,0.0,0.0,0,1,0.26402949,0,0,23,Canada,2,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.5,0.86402949
271,Anne Lucas,3.576380926,1.26,0.1,0.1,0.0,0,0,0.163036736,3,1,23,United States,1,Engineering,0.3333333333333333,None,0,0,1.0,1,0.5,0.863036736
225,Emery Whittemore,3.013954387,1.1,0.2,0.05,0.0,0,3,0.610249014,4,0,30,China,1,Quantitative,0.6666666666666666,None,0,0,1.0,1,0.0,0.860249014
334,Earl Sauls,2.55745837,1.42,0.1,0.1,0.0,0,2,0.15988812800000002,4,0,27,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.5,0.8598881279999999
28,Trevor Phillips,3.256029133,0.06,0.1,0.025,0.0,0,5,0.224386893,0,0,41,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,0.849386893
93,Justin Butler,3.0098021389999996,0.54,0.1,0.1,0.1,0,6,0.544371575,0,0,25,United States,2,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.844371575
20,Delores Gullatte,3.4092410189999995,-0.04,0.0,0.07500000000000001,0.0,0,3,0.266568666,0,1,32,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.5,0.8415686659999999
15,Scott Patterson,3.5470663910000004,-0.12,0.1,0.07500000000000001,0.0,0,3,0.165399075,0,0,26,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,0,1.0,1,0.5,0.8403990750000001
150,Chris Thomas,2.902799958,0.86,0.2,0.05,0.0,0,1,0.5888218510000001,0,0,29,China,2,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,0.8388218510000001
131,Brian Lee,3.0202765589999996,0.76,0.0,0.05,0.0,0,4,0.28823899,0,0,29,United States,1,Engineering,0.3333333333333333,NCAA/Professional,0,0,0.5,1,0.5,0.83823899
440,Timothy Johnson,2.953404402,1.74,0.2,0.07500000000000001,0.0,0,0,0.55583711,2,0,23,China,1,Engineering,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.83083711
438,Samuel Hamm,2.651047534,1.74,0.1,0.025,0.0,0,3,0.704711155,1,0,27,United States,1,Quantitative,0.3333333333333333,NCAA/Professional,0,1,0.5,1,0.0,0.829711155
398,Inez Pugh,2.24047815,1.62,0.1,0.0,0.0,0,4,0.7219285529999999,0,1,25,United States,1,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.0,0.8219285529999999
503,Jonathon Aviles,2.440014363,1.9,0.1,0.025,0.0,0,3,0.196215585,0,0,21,United States,1,Sciences,0.6666666666666666,None,0,0,1.0,1,0.5,0.821215585
451,Nickolas Rogers,3.184182041,1.8,0.2,0.1,0.0,0,3,0.520514126,4,0,22,United States,1,Sciences,1.0,NCAA/Professional,0,0,0.5,1,0.0,0.8205141260000001
169,Robin Golden,3.623760059,0.92,0.1,0.05,0.0,1,4,0.17034322100000002,4,1,24,Australia,1,Engineering,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,0.820343221
24,Sean Eversole,3.558835082,0.0,0.0,0.025,0.0,1,1,0.28981477899999997,3,0,21,Mexico,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.5,0.814814779
222,Laura Brown,3.58317059,1.1,0.0,0.1,0.0,0,4,0.713596392,0,1,30,United States,0,None,0.0,None,0,0,0.5,1,0.0,0.813596392
133,Oscar Brougham,2.770904419,0.76,0.2,0.07500000000000001,0.0,0,6,0.538081723,0,0,33,United States,1,Humanities,1.0,None,0,0,0.5,1,0.0,0.813081723
120,Steven Bartel,2.6875850289999996,0.66,0.0,0.0,0.0,0,0,0.30039097600000003,1,0,26,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.5,0.8003909760000001
426,Robert Williford,3.07850386,1.7,0.2,0.025,0.0,0,4,0.07172862099999999,0,0,27,United States,2,Humanities,0.6666666666666666,None,0,0,0.5,1,0.5,0.796728621
413,Maria Cahill,3.2789482010000004,1.66,0.0,0.0,0.0,0,3,0.29608235,0,1,21,United States,2,Engineering,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.5,0.79608235
332,Stephen Morin,3.003944081,1.42,0.2,0.025,0.0,0,2,0.570532258,0,0,29,United States,1,Quantitative,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.0,0.7955322579999999
123,Jonathan Wozny,1.912484038,0.72,0.1,0.0,0.0,0,4,0.68946249,0,0,24,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.78946249
82,Calvin Hulsey,2.9405426489999997,0.48,0.1,0.1,0.0,0,4,0.5889401639999999,2,0,26,China,1,Sciences,0.3333333333333333,None,0,0,1.0,1,0.0,0.788940164
380,Jarrod Chilson,1.86999672,1.6,0.2,0.025,0.0,0,4,0.058370318,0,0,27,United States,0,None,0.0,None,0,0,0.0,1,0.5,0.783370318
177,Patricia Jelinek,2.831385573,0.94,0.1,0.025,0.0,0,4,0.64973681,0,1,27,United States,1,Humanities,0.3333333333333333,None,0,0,0.0,1,0.0,0.77473681
117,Mary Reese,2.899792985,0.66,0.0,0.025,0.1,0,3,0.6455121620000001,0,1,24,United States,1,Humanities,0.3333333333333333,Club/Intramural,0,0,0.5,1,0.0,0.7705121620000001
247,Dean Delcastillo,2.936591598,1.2,0.1,0.05,0.0,0,3,0.618139903,0,0,26,United States,1,Quantitative,0.6666666666666666,NCAA/Professional,0,0,0.5,1,0.0,0.768139903
251,Brenda Parton,2.090428445,1.2,0.0,0.025,0.0,0,4,0.733011497,4,1,28,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.0,0.758011497
287,Tomas Fenelus,2.26399167,1.3,0.1,0.05,0.0,0,2,0.10576474300000001,0,0,28,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.5,0.7557647430000001
124,Homer Dillon,2.9043430810000004,0.72,0.1,0.025,0.0,0,5,0.629876109,1,0,30,Australia,1,Quantitative,0.3333333333333333,None,1,1,0.0,1,0.0,0.754876109
293,Beverly Lyon,2.888526029,1.3,0.1,0.1,0.0,0,4,0.554462551,0,1,24,United States,2,Engineering,0.3333333333333333,Club/Intramural,1,1,1.0,1,0.0,0.754462551
231,James Dickerson,2.7385448130000003,1.14,0.0,0.05,0.0,0,6,0.70027308,0,0,27,United States,1,Humanities,0.6666666666666666,None,0,0,0.5,1,0.0,0.75027308
284,Harold Beck,2.9073152739999997,1.3,0.1,0.0,0.0,0,1,0.648345669,2,0,23,United States,0,None,0.0,None,0,0,1.0,1,0.0,0.748345669
94,William Burnett,3.234670341,0.54,0.0,0.025,0.0,0,3,0.719725979,1,0,24,United States,1,Sciences,0.3333333333333333,Club/Intramural,0,1,0.5,1,0.0,0.744725979
100,John Leroy,2.981785082,0.56,0.2,0.0,0.0,0,4,0.544569969,2,0,21,United States,1,Humanities,0.6666666666666666,None,0,0,0.0,1,0.0,0.744569969
371,Kenneth Quinn,3.497918375,1.56,0.2,0.1,0.0,0,4,0.439075046,2,0,21,United States,1,Humanities,0.6666666666666666,None,0,0,1.0,1,0.0,0.7390750460000001
189,Mark Childs,3.843852142,0.98,0.1,0.1,0.1,0,3,0.438924803,0,0,25,United States,1,Sciences,0.6666666666666666,None,0,0,0.5,1,0.0,0.738924803
149,Janice Klein,3.237091649,0.86,0.1,0.05,0.0,0,3,0.58709662,0,1,24,India,1,Engineering,0.3333333333333333,None,0,0,0.0,1,0.0,0.73709662
404,Guadalupe Miller,3.378593047,1.64,0.1,0.1,0.0,0,3,0.5342723629999999,0,1,29,Australia,2,Sciences,0.6666666666666666,None,0,0,1.0,1,0.0,0.7342723629999999
64,Joe West,2.8748422280000003,0.34,0.1,0.07500000000000001,0.1,0,5,0.45823429600000004,1,0,22,United States,2,Humanities,0.6666666666666666,Club/Intramural,1,1,1.0,1,0.0,0.733234296
153,Jeremy Dion,3.187791271,0.86,0.0,0.07500000000000001,0.0,0,4,0.157457407,0,0,27,United States,2,Sciences,1.0,None,0,0,0.5,1,0.5,0.732457407
342,Roger Montano,2.727849216,1.46,0.2,0.1,0.0,1,3,0.42866724799999995,0,0,23,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.728667248
268,Rudy Sutulovich,2.695840645,1.26,0.0,0.1,0.0,0,5,0.626129001,0,0,22,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.726129001
97,Patricia Via,3.355374753,0.56,0.1,0.07500000000000001,0.0,0,3,0.536662979,3,1,24,United States,1,Quantitative,0.3333333333333333,Club/Intramural,0,0,1.0,1,0.0,0.7116629790000001
54,Tracy Pool,2.587000266,0.3,0.0,0.1,0.0,0,1,0.6111012610000001,0,1,29,United States,1,Engineering,1.0,None,0,0,0.5,1,0.0,0.711101261
336,Victor Ferguson,2.526533231,1.42,0.1,0.07500000000000001,0.1,0,4,0.434906911,0,0,31,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.5,1,0.0,0.709906911
98,Debbie Andrews,3.2689630569999997,0.56,0.0,0.025,0.0,0,3,0.181949778,0,1,31,United States,1,Engineering,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,0.706949778
74,David Larson,3.309286824,0.44,0.0,0.05,0.0,0,1,0.151010699,0,0,27,United States,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.5,0.701010699
43,Olive Figueredo,2.66959117,0.2,0.0,0.05,0.0,0,4,0.64899142,1,1,26,United States,1,Engineering,0.3333333333333333,Club/Intramural,0,1,1.0,1,0.0,0.69899142
400,James Johnson,3.053915706,1.64,0.2,0.025,0.0,0,6,-0.027266251000000002,0,0,22,United States,1,Engineering,0.3333333333333333,Club/Intramural,0,0,0.0,1,0.5,0.697733749
167,Susan Rogers,3.3513377739999997,0.92,0.0,0.025,0.0,1,6,0.17228914399999998,1,1,21,United States,1,Quantitative,0.6666666666666666,NCAA/Professional,0,0,1.0,1,0.5,0.697289144
87,Derek Batchelor,3.065259892,0.52,0.0,0.025,0.0,0,2,0.6662101570000001,0,0,24,United States,1,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.0,0.6912101570000001
2,Ethel Butler,2.989846005,-0.7,0.0,0.05,0.0,0,4,0.138566007,1,1,31,United States,1,Engineering,0.6666666666666666,None,0,1,0.0,1,0.5,0.688566007
217,Karen Miller,3.002438249,1.08,0.1,0.1,0.0,0,5,0.48786802100000004,0,1,28,United States,2,Quantitative,0.6666666666666666,None,0,0,0.0,1,0.0,0.6878680210000001
241,Jennifer Hoban,3.81430502,1.16,0.0,0.025,0.0,0,1,0.662388165,0,1,37,United States,1,Quantitative,0.6666666666666666,None,1,1,0.0,1,0.0,0.687388165
191,William Mcbryde,3.18793741,1.0,0.2,0.0,0.0,0,4,0.48433798,0,0,25,Canada,2,Engineering,1.0,Club/Intramural,0,0,0.5,1,0.0,0.68433798
22,Diane Hackett,3.273974261,-0.02,0.0,0.05,0.0,0,2,0.132475813,3,1,24,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,0.5,0.682475813
41,Richard Sterling,2.879056447,0.18,0.1,0.025,0.0,0,2,0.556050218,1,0,23,United States,2,Humanities,0.6666666666666666,Club/Intramural,1,1,0.5,1,0.0,0.681050218
233,Terry Patterson,3.314236493,1.16,0.0,0.0,0.0,0,3,0.6782588559999999,0,1,24,United States,1,Humanities,0.6666666666666666,None,0,0,0.5,1,0.0,0.6782588559999999
50,Clarissa Garcia,3.2292072760000003,0.26,0.0,0.07500000000000001,0.0,0,4,0.099218106,2,1,29,United States,1,Quantitative,0.3333333333333333,NCAA/Professional,0,0,0.5,1,0.5,0.674218106
238,Joseph Lankford,3.000488597,1.16,0.0,0.0,0.0,0,3,0.6741540890000001,0,0,29,United States,1,Engineering,0.3333333333333333,None,0,0,1.0,1,0.0,0.6741540890000001
69,Raymond Bilal,3.16970595,0.38,0.2,0.1,0.0,0,4,0.37043105299999995,0,0,28,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.0,0.6704310529999999
180,Nicola Lane,3.615341773,0.96,0.0,0.05,0.0,0,1,0.619832123,0,1,28,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.6698321230000001
263,Larry Davila,3.41754468,1.24,0.2,0.07500000000000001,0.0,0,4,0.394705915,2,0,32,United States,1,Humanities,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.0,0.669705915
67,April Schmid,3.279474863,0.38,0.0,0.1,0.0,0,3,0.068731788,0,1,25,United States,1,Humanities,0.3333333333333333,None,1,1,0.5,1,0.5,0.668731788
433,Marshall Laxen,3.3539262739999995,1.72,0.0,0.05,0.0,0,0,0.618344903,0,0,27,United States,2,Humanities,0.3333333333333333,NCAA/Professional,0,0,0.5,1,0.0,0.668344903
443,Maria Macdougall,3.130452387,1.74,0.0,0.07500000000000001,0.0,0,4,0.583828244,0,1,28,United States,1,Sciences,0.3333333333333333,None,0,0,0.5,1,0.0,0.658828244
360,Richard Johnson,3.0830944610000004,1.52,0.2,0.05,0.0,0,2,0.404483992,2,0,35,China,1,Engineering,0.6666666666666666,None,0,0,0.0,1,0.0,0.6544839920000001
219,James Godwin,3.358517057,1.08,0.2,0.05,0.0,0,2,0.401174262,0,0,22,Australia,2,Quantitative,0.3333333333333333,NCAA/Professional,0,0,0.0,1,0.0,0.6511742620000001
72,Tasha Tannenbaum,2.8751732619999997,0.42,0.0,0.05,0.0,0,2,0.600870018,0,1,26,United States,1,Humanities,1.0,None,0,0,1.0,1,0.0,0.650870018
290,Dawn Csaszar,3.894736525,1.3,0.0,0.1,0.0,0,3,0.5493703679999999,0,1,27,United States,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.0,0.6493703679999999
343,Zachary Miracle,3.59162128,1.46,0.1,0.1,0.0,0,0,0.449269135,0,0,23,United States,1,Quantitative,0.6666666666666666,NCAA/Professional,0,0,0.0,1,0.0,0.6492691349999999
89,William Miller,1.6918683909999999,0.52,0.0,0.05,0.0,0,3,0.593605321,0,0,33,United States,1,Engineering,0.6666666666666666,None,1,1,0.0,1,0.0,0.643605321
79,James Joseph,3.712499639,0.46,0.1,0.07500000000000001,0.0,0,1,0.46570708200000005,0,0,30,United States,2,Engineering,0.6666666666666666,None,0,0,0.0,1,0.0,0.640707082
159,Archie Hearn,3.5257081739999996,0.9,0.1,0.05,0.0,1,4,0.483328775,0,0,25,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.6333287750000001
35,Helen Hutton,2.632093264,0.16,0.1,0.025,0.0,0,1,0.498752325,0,1,25,United States,1,Engineering,0.3333333333333333,None,0,0,0.5,1,0.0,0.623752325
329,Kim Reinmann,2.723812735,1.42,0.1,0.025,0.0,0,2,0.494585905,1,1,21,United States,1,Engineering,0.3333333333333333,NCAA/Professional,1,1,0.5,1,0.0,0.619585905
405,Brenda Sur,3.682385572,1.64,0.1,0.0,0.0,0,2,0.512238894,4,1,23,United States,1,Engineering,0.6666666666666666,None,0,0,0.5,1,0.0,0.612238894
265,Robert Hitchcock,2.578222277,1.24,0.1,0.0,0.0,0,2,0.50624253,0,0,32,India,1,Quantitative,1.0,NCAA/Professional,0,1,0.0,1,0.0,0.60624253
31,Megan Laffoon,2.577794814,0.12,0.0,0.07500000000000001,0.0,0,1,0.529061366,0,1,22,United States,1,Humanities,0.6666666666666666,None,0,1,0.0,1,0.0,0.604061366
256,Donald Heflin,3.834767147,1.22,0.2,0.0,0.0,0,1,0.39632668299999996,0,0,24,United States,1,Engineering,0.6666666666666666,NCAA/Professional,0,0,0.0,1,0.0,0.596326683
394,Carol Unga,2.461576788,1.62,0.0,0.1,0.0,0,6,-0.0075796480000000005,0,1,30,United States,2,Quantitative,0.6666666666666666,Club/Intramural,0,0,1.0,1,0.5,0.592420352
422,Ron Ruiz,3.6224861489999998,1.7,0.1,0.05,0.1,0,1,0.334633707,0,0,33,India,1,Sciences,0.6666666666666666,Club/Intramural,0,0,0.0,1,0.0,0.5846337070000001
