,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Record,LinkedIn Score,Responsible Social Media Use,HireVue Score
6339,Aaron Pinales,2.351036023,25.77236904,2,4,0,0,4,0.181091,0,0,24,United States,1,Engineering,2,None,0,0,1,1,2
6340,Audrey Winston,3.240176191,41.62314753,1,2,0,0,5,0.788969697,0,1,24,Canada,0,None,0,None,0,0,1,1,2
6341,Barbara Goss,2.53473733,29.66070618,2,4,0,0,5,0.574951763,1,1,26,United States,2,Sciences,2,Club/Intramural,0,0,2,1,0
6342,Sid Smith,3.089270351,24.70617758,2,3,0,0,3,0.191449765,4,0,24,United States,1,Engineering,2,None,0,0,2,1,2
6343,Carlos Nelson,3.740586019,17.53305935,1,2,0,0,3,0.457310806,0,0,25,China,1,Sciences,2,Club/Intramural,0,0,2,1,0
6344,Mellisa Reid,2.972516398,25.55267331,1,4,0,0,2,0.704906787,0,1,28,United States,1,Humanities,2,Club/Intramural,0,0,0,1,1
6345,William Mason,3.524021024,58.10797384,2,1,0,0,1,-0.040341676,1,0,31,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,2
6346,Herbert Haifley,3.433754511,28.72981295,2,3,0,0,0,0.135443253,2,0,23,Canada,1,Humanities,1,Club/Intramural,0,0,1,1,1
6347,Juanita Papay,2.950039356,44.10525212,1,0,0,0,3,0.838986462,0,1,23,United States,1,Humanities,2,None,0,0,0,1,2
6348,Harold Torres,3.029482821,30.45658947,0,4,0,0,3,0.353987956,1,0,25,United States,2,Sciences,2,None,0,0,0,1,1
6349,Jennifer Ibrahim,3.67582994,59.44992352,0,1,0,0,2,0.245189721,4,1,30,United States,2,Quantitative,2,None,1,1,2,1,0
6350,John Micciche,2.32901711,6.206944208,2,3,0,0,3,0.377415093,0,0,23,United States,2,Quantitative,2,None,0,0,0,1,1
6351,Jeffrey Maker,2.418803139,19.78109127,2,0,0,0,2,0.517883233,2,0,22,United States,1,Humanities,3,None,0,0,2,1,0
6352,Lela Daniels,3.10992858,14.82745697,1,1,0,0,4,0.685101693,0,1,31,Mexico,2,Quantitative,2,NCAA/Professional,0,0,2,1,0
6353,Rachel Smith,3.643707122,42.37669699,2,1,0,0,1,0.689196902,0,1,26,United States,1,Humanities,2,None,0,0,2,1,1
6354,Kim Wickliff,3.130901521,25.44343132,1,4,0,0,1,1.076240068,1,1,24,United States,1,Quantitative,2,None,0,0,2,1,0
6355,Adam Rivera,2.762721497,78.85522641,1,1,0,0,0,0.369519066,0,0,36,United States,1,Sciences,2,None,0,0,1,1,0
6356,Michael Jacobsen,2.609055383,49.39410553,1,2,0,0,6,0.54335487,2,0,29,United States,1,Humanities,2,None,0,0,1,1,0
6357,Lawrence Sims,3.394693755,73.00881924,0,2,0,0,2,0.333431695,0,0,33,United States,2,Humanities,2,None,0,0,0,1,1
6358,Sadie Oleary,3.758158546,37.31121105,2,0,0,0,1,0.566696342,0,1,21,United States,1,Humanities,1,Club/Intramural,0,0,1,1,0
6359,Timothy Mcalpin,3.727057649,85.7498103,2,4,0,0,3,0.301965721,0,0,30,United States,1,Humanities,2,None,0,0,1,1,0
6360,John Leak,2.445022641,1.080868451,2,0,0,0,4,0.066943586,0,0,21,United States,2,Quantitative,1,None,0,0,1,1,0
6361,Timothy Johnson,3.595047015,5.111913377,0,4,0,0,3,0.960414821,2,0,22,United States,2,Engineering,1,None,0,0,0,1,1
6362,Elizabeth Mullins,3.269679137,44.2069163,2,4,0,0,4,0.438496677,0,1,33,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
6363,Elton Walters,4.056411308,52.85636852,2,4,0,0,1,0.013523229,0,0,22,United States,1,Sciences,3,None,0,0,1,1,2
6364,Robert Maguire,3.726984544,39.99677831,0,0,0,0,2,0.491265164,0,0,31,Canada,1,Quantitative,2,Club/Intramural,0,0,2,1,2
6365,Barbara Doe,3.073707698,33.76193153,1,1,0,0,1,0.57957895,0,1,22,United States,1,Quantitative,1,None,0,0,0,1,0
6366,Robert Griffin,3.110666249,29.72742154,2,2,0,0,0,0.658244854,0,0,26,United States,2,Sciences,2,None,0,0,2,1,1
6367,Tracy Rosa,2.648360446,28.82047623,2,3,0,0,4,0.198367878,3,1,30,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
6368,Tammy Ruiz,3.100239037,54.71282537,2,2,0,0,4,0.683715632,1,1,25,Canada,1,Humanities,2,None,0,0,1,1,1
6369,Suzanne Davis,3.638852702,73.49287919,2,2,0,0,1,0.68580145,2,1,31,United States,1,Quantitative,3,Club/Intramural,0,0,1,1,1
6370,Roy Baker,3.100424889,25.08047936,2,0,0,0,6,0.316392153,0,0,31,United States,2,Engineering,1,None,0,0,1,1,2
6371,Debra Mcfadden,3.403936875,26.66059657,1,2,0,0,4,0.63936658,0,1,26,United States,1,Quantitative,2,None,0,0,1,1,1
6372,John Pierson,3.021292059,0.443313684,2,0,0,0,0,0.725886677,0,0,25,Mexico,1,Humanities,2,None,0,0,0,1,0
6373,Tina Mattson,2.457015291,71.51203671,1,0,0,0,5,0.673575749,0,1,22,United States,2,Engineering,2,Club/Intramural,0,0,1,1,2
6374,Kevin Bell,3.09690781,25.45051659,2,2,0,0,3,0.749949266,0,0,21,United States,1,Humanities,2,None,0,0,0,1,2
6375,Martin Jaffe,3.031981792,39.13883492,1,4,0,0,3,0.140182979,4,0,23,United States,1,Quantitative,1,None,0,0,1,1,1
6376,Matthew Bullock,3.038991541,43.65994167,2,3,0,0,3,0.667409965,0,0,27,United States,2,Quantitative,2,None,0,0,2,1,1
6377,Darren Dillard,2.749242247,99.05649479,2,0,0,0,4,0.72612202,0,0,29,United States,1,Humanities,2,Club/Intramural,0,0,2,1,1
6378,Sherman Maxwell,3.399089886,54.21682061,0,2,0,0,5,0.626137661,0,0,25,United States,1,Sciences,2,None,0,0,2,1,0
6379,Palmira Garcia,3.430056555,40.79059679,0,1,0,0,5,-0.018532085,4,1,32,United States,1,Quantitative,2,None,0,0,1,1,0
6380,Michael Dunn,3.745703925,80.74861293,0,2,0,0,3,0.588186309,0,0,21,United States,1,Humanities,1,Club/Intramural,0,0,1,1,2
6381,Virgil Mikolajczyk,3.925162209,72.27680627,1,3,0,0,2,0.895332481,1,0,26,United States,1,Engineering,1,Club/Intramural,0,0,1,1,0
6382,Diana Rickert,2.558547643,19.36463126,1,3,0,0,3,0.469838735,0,1,26,Australia,1,Sciences,2,None,0,0,0,1,1
6383,Kevin Martin,3.675366792,9.560789425,2,4,0,0,2,0.536122661,4,0,23,United States,1,Quantitative,2,NCAA/Professional,0,0,2,1,2
6384,Betty Janes,3.918078706,76.12661977,1,1,0,0,3,0.774183338,0,1,26,China,1,Engineering,2,NCAA/Professional,1,1,1,1,1
6385,Kenton Knight,3.43266941,79.42709618,0,3,0,0,2,0.623582316,0,0,29,United States,2,Engineering,2,Club/Intramural,0,0,1,1,1
6386,Joanne Goldman,3.47166815,19.81009537,1,1,0,0,2,0.635072945,4,1,23,United States,1,Sciences,2,None,0,0,1,1,0
6387,Evelyn Chapell,4.035213042,90.17679664,1,1,0,0,1,0.564697646,0,1,25,United States,2,Sciences,2,Club/Intramural,0,0,2,1,0
6388,Michael Torres,3.009268038,98.82668533,0,3,0,0,5,0.536260841,3,0,33,United States,1,Quantitative,1,Club/Intramural,0,0,0,1,2
6389,Kirsten Walters,3.273744304,52.90034884,0,1,0,0,4,0.30384319,2,1,25,United States,1,Humanities,3,None,0,0,1,1,0
6390,Lorraine Rosario,2.864026456,15.61792215,0,2,0,0,4,0.392791119,1,1,23,India,1,Humanities,2,Club/Intramural,0,0,0,1,1
6391,Troy Gruska,3.4239736,22.81963723,0,3,0,0,1,0.543001196,2,0,25,United States,1,Humanities,3,NCAA/Professional,0,0,1,1,0
6392,Alfreda Young,3.929695477,14.22025713,0,3,0,0,5,0.585495279,0,1,23,United States,1,Sciences,2,NCAA/Professional,0,0,1,1,2
6393,Jeffery Toland,2.708571898,24.68171371,1,1,0,0,3,0.942699354,0,0,28,United States,1,Engineering,1,None,1,1,0,1,0
6394,Michael Burcham,3.06121377,54.52706589,0,3,0,0,3,0.488653819,0,0,36,Mexico,1,Quantitative,3,NCAA/Professional,0,0,1,1,0
6395,Donald Murphy,3.111148938,94.8267626,0,1,0,0,3,0.393519805,1,0,28,United States,2,Sciences,2,None,0,0,0,1,0
6396,James Cooley,3.366942968,95.31055854,0,0,0,0,5,0.69517052,0,0,24,United States,0,None,0,None,0,0,1,1,2
6397,Mabel White,3.273677942,11.89583845,2,2,0,0,1,0.258618006,0,1,24,United States,2,Quantitative,2,None,0,0,0,1,0
6398,Leon Jaramillo,3.380861292,58.9296258,2,3,0,0,4,0.278357727,2,0,23,United States,1,Quantitative,2,None,0,0,1,1,2
6399,Elizabeth Griffith,2.339868048,79.26177682,2,3,0,0,0,0.508888955,0,1,24,Mexico,1,Sciences,3,Club/Intramural,0,0,0,1,1
6400,Roy Miller,3.011839752,75.89566788,1,1,0,0,4,0.755078554,0,0,26,United States,1,Sciences,3,None,0,0,0,1,0
6401,Dennis Erickson,2.885393365,32.55404985,2,4,0,0,3,0.588621972,0,0,27,United States,0,None,0,None,0,0,0,1,0
6402,George Salyards,3.326980982,11.88863805,1,4,0,0,2,0.457276516,0,0,26,United States,1,Engineering,2,None,0,0,2,1,0
6403,Margaret York,3.762180543,37.26356045,1,0,0,0,1,0.478346107,1,1,31,United States,1,Engineering,2,None,0,0,1,1,0
6404,Dwight Blackmon,2.714985165,28.50470448,0,3,0,0,0,0.533656376,1,0,27,United States,2,Sciences,1,None,0,0,1,1,1
6405,John Foss,2.963443421,39.07070901,2,3,0,0,2,0.363310596,0,0,29,United States,1,Humanities,2,NCAA/Professional,0,0,2,1,2
6406,Berniece Chow,3.038592071,17.00207562,1,0,0,0,2,0.537034125,0,1,33,United States,1,Quantitative,1,None,0,0,0,1,0
6407,Lina Seley,3.207692923,15.53336958,0,0,0,0,2,0.297951623,0,1,23,United States,1,Quantitative,2,Club/Intramural,0,0,2,1,0
6408,Cherise Schroeder,3.2704182,63.73553517,2,3,0,0,1,0.596259872,0,1,22,United States,1,Humanities,1,None,0,0,1,1,2
6409,Albert Bradshaw,4.080678788,25.23963903,0,3,0,0,2,0.529501019,0,0,26,United States,1,Sciences,2,None,0,0,0,1,2
6410,Gladys Smith,2.917371872,29.86039506,1,2,0,0,1,0.371015865,0,1,31,United States,1,Sciences,2,None,0,0,0,1,1
6411,Donald Garcia,2.686299498,18.06938053,1,4,0,0,4,0.7091587,0,0,33,China,1,Quantitative,1,None,1,1,1,1,0
6412,Kimi Herrera,3.920007176,17.82848646,0,0,0,0,6,0.784927172,0,1,29,United States,1,Engineering,2,Club/Intramural,0,0,2,1,1
6413,Don Frenz,2.727264115,42.74445715,1,2,0,0,4,0.446568688,0,0,21,Mexico,1,Quantitative,2,NCAA/Professional,0,0,2,1,0
6414,Rhea Maurer,3.259650092,114.6250792,1,2,0,0,3,0.239727878,0,1,24,India,2,Engineering,3,Club/Intramural,0,0,2,1,0
6415,Catherine Bradford,3.739375514,36.64700328,0,1,0,0,3,0.234368372,3,1,24,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,0
6416,Matthew Green,4.053472849,48.24413964,0,1,0,0,4,0.594199809,0,0,31,United States,1,Engineering,2,Club/Intramural,0,0,0,1,1
6417,Liza Gausman,2.381908436,8.009541017,0,2,0,0,3,0.443415424,0,1,26,United States,1,Engineering,2,Club/Intramural,0,0,0,1,2
6418,Herbert Seiver,3.071116774,0.89712413,0,3,0,0,5,0.559469405,0,0,30,United States,1,Sciences,1,Club/Intramural,0,0,1,1,1
6419,Jason Hoy,3.739186883,63.60291441,0,4,0,0,2,0.765302523,0,0,34,United States,1,Sciences,2,None,0,0,1,1,1
6420,Daniel Fann,3.415430502,35.80595744,0,3,0,0,3,0.156112518,4,0,26,Mexico,1,Quantitative,2,Club/Intramural,0,0,1,1,0
6421,Catherine Taylor,2.661126779,44.07109277,1,2,0,0,4,0.695250203,0,1,28,United States,2,Sciences,2,Club/Intramural,0,0,0,1,0
6422,George Mosley,3.997600746,37.85992516,2,1,1,0,4,0.403450229,0,0,28,United States,1,Quantitative,2,None,0,0,0,1,0
6423,Benjamin Mccloskey,3.575189338,27.59748771,0,1,0,0,3,0.596194758,0,0,26,United States,1,Humanities,3,Club/Intramural,0,0,0,1,0
6424,James Macky,3.263217369,8.996918161,2,0,0,0,4,0.437967102,0,0,31,United States,2,Engineering,1,None,0,0,0,1,0
6425,Jared Thompson,3.335227137,31.50730916,2,0,0,0,3,0.784114971,1,0,34,United States,2,Quantitative,3,Club/Intramural,0,0,1,1,2
6426,Alvin Lehman,3.03176225,17.81241168,1,4,0,0,3,0.383574353,0,0,22,United States,2,Quantitative,3,None,0,0,1,1,1
6427,Loretta Buzzell,3.898202119,89.41060525,0,1,0,0,3,0.362484086,2,1,26,United States,1,Engineering,1,None,0,0,1,1,1
6428,James Smith,3.775148351,25.16212267,0,3,0,0,6,0.520876722,1,0,23,United States,1,Quantitative,1,None,0,0,1,1,1
6429,Paul Canning,2.750094746,42.97791497,0,0,0,0,1,0.409847305,1,0,23,United States,1,Sciences,2,None,0,0,1,1,1
6430,Richard Rubio,3.182992978,38.01501622,1,3,0,0,6,0.194005862,0,0,24,United States,1,Engineering,1,Club/Intramural,0,0,2,1,2
6431,Bobby Headd,2.985052146,46.64811061,1,2,0,0,2,0.745922831,3,0,34,United States,1,Humanities,1,None,0,0,1,1,0
6432,Angelina Buzby,2.929695199,87.41535382,0,3,0,0,2,0.40749809,0,1,26,Canada,2,Engineering,1,NCAA/Professional,0,0,2,1,2
6433,Jack Gandee,2.744033457,40.29655572,1,3,0,0,3,0.447273843,0,0,27,United States,1,Quantitative,1,None,0,0,0,1,2
6434,David Sweeney,3.132727753,21.78191545,2,0,0,0,2,0.523912604,2,0,22,United States,1,Quantitative,3,None,0,0,0,1,0
6435,Megan Cherry,2.425455204,34.37379144,1,3,0,0,2,0.219364014,2,1,25,United States,1,Quantitative,1,Club/Intramural,0,0,2,1,2
6436,Jose Vickers,3.991674968,38.50969968,2,3,0,0,5,0.45509094,0,0,26,United States,2,Humanities,1,Club/Intramural,0,0,1,1,2
6437,Howard Elliott,3.432307862,90.61191452,1,0,0,0,3,0.462733829,0,0,24,China,1,Humanities,2,Club/Intramural,0,0,1,1,1
6438,Chris Wyatt,3.29450292,29.67548527,1,3,0,0,0,0.507116846,0,0,26,China,1,Sciences,2,None,0,0,0,1,0
6439,Judith Hardiman,4.009234587,54.72460166,1,1,0,0,4,0.449228381,0,1,23,China,1,Humanities,2,None,0,0,2,1,2
6440,Sharon Regnier,3.037474067,66.19698205,2,1,0,0,3,0.716084825,1,1,26,China,1,Engineering,2,None,0,0,1,1,1
6441,Alton Ramsey,3.553218457,6.501542854,0,0,0,0,1,0.545064438,0,0,22,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,2
6442,Alma Turja,3.659158421,59.46589634,1,3,0,0,3,0.402993382,0,1,25,United States,1,Engineering,1,None,0,0,1,1,1
6443,Martin Rauh,2.787607512,36.12069363,2,3,0,0,1,0.583400461,0,0,27,United States,1,Quantitative,1,None,0,0,1,1,0
6444,Mark Fritz,3.145932988,83.33920406,1,2,0,0,1,0.50493964,0,0,30,United States,1,Sciences,2,None,1,1,0,1,1
6445,Randall Gulinson,3.00265652,100.5067591,2,0,0,0,4,0.721283943,0,0,28,United States,1,Humanities,2,None,0,0,1,1,2
6446,Susan Moistner,2.998245368,52.17815819,0,2,0,0,5,0.506755347,0,1,23,United States,1,Engineering,1,NCAA/Professional,0,0,1,1,2
6447,Galen Jensen,3.563243003,7.420783086,0,1,0,0,2,0.475544357,0,0,24,United States,1,Engineering,2,None,0,0,1,1,0
6448,Roger Sibert,4.002198952,59.52080645,0,0,0,0,4,0.088509637,0,0,25,United States,1,Sciences,3,None,1,1,1,1,2
6449,Jay Palmer,2.709419198,79.6059189,1,2,0,0,3,0.614047374,0,0,30,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,1
6450,Elizabeth Smith,2.434490456,15.22391543,1,3,0,0,5,0.439099842,0,1,30,United States,1,Quantitative,2,None,0,0,1,1,2
6451,Edith Banks,3.011291454,66.15200164,0,2,1,0,2,0.500577949,1,1,40,United States,0,None,0,None,0,0,1,1,0
6452,Robert Samson,4.055079461,5.45010229,1,0,0,0,2,0.541957236,1,0,23,United States,1,Engineering,2,None,0,0,1,1,1
6453,Jose Rivera,3.152496283,23.82718113,2,0,0,0,0,0.610842891,0,0,25,United States,2,Engineering,3,Club/Intramural,0,0,0,1,0
6454,Jenny Esposito,3.445415044,75.58760767,1,3,0,0,6,0.503213721,0,1,36,United States,2,Sciences,1,NCAA/Professional,0,0,0,1,2
6455,Michael Gerhardt,2.12697224,47.47377185,1,4,0,0,1,0.784633667,0,0,27,United States,2,Engineering,2,None,1,1,1,1,2
6456,Ricky Cox,3.300535202,52.77735513,1,3,0,0,4,0.429072845,0,0,23,India,1,Humanities,2,None,0,0,0,1,0
6457,Jason Sweed,2.308093051,32.24213832,2,3,0,0,4,0.3418454,0,0,21,United States,1,Humanities,2,Club/Intramural,0,0,2,1,2
6458,Earl Byrne,2.962989873,31.95772859,1,1,0,0,2,0.661102421,0,0,21,United States,1,Sciences,2,None,0,0,0,1,1
6459,Daniel Jones,3.213053053,40.35555787,1,1,0,0,4,-0.232043812,0,0,23,United States,1,Engineering,2,None,0,0,1,1,0
6460,Blaine Bartholomew,3.435108981,16.76795856,0,0,0,0,5,0.129430196,0,0,28,United States,2,Sciences,2,None,0,0,1,1,0
6461,Seth Ortega,2.468457476,20.0122255,2,1,0,0,2,0.493708063,2,0,28,United States,1,Quantitative,3,None,0,0,0,1,0
6462,Julie Spoon,3.131366765,37.25589421,1,1,0,0,4,0.433285626,3,1,23,United States,1,Engineering,2,None,0,0,0,1,1
6463,Richard Rodriguez,2.996358257,15.7543749,0,4,0,0,4,0.337494234,2,0,25,United States,1,Sciences,3,None,0,0,0,1,1
6464,Josephine Bernhard,3.447689775,45.84708726,2,3,0,0,3,0.514340402,0,1,21,United States,1,Sciences,1,Club/Intramural,0,0,2,1,1
6465,Esther Marshall,3.131134074,53.34161431,2,4,0,0,2,0.464488785,0,1,28,United States,1,Humanities,3,None,0,0,1,1,0
6466,James Hightower,2.383142095,113.0416736,0,3,0,0,5,0.385897862,0,0,25,United States,1,Quantitative,1,Club/Intramural,0,0,2,1,1
6467,Michelle Debusk,2.897695999,32.52733921,1,4,0,0,3,0.037115452,0,1,25,United States,1,Quantitative,2,None,0,0,1,1,1
6468,Debra Yielding,3.494706987,2.561698708,2,4,0,0,4,0.459657516,1,1,30,United States,1,Humanities,1,None,0,0,1,1,1
6469,Delbert Peard,3.569263476,2.819665073,2,2,0,0,5,0.698900164,0,0,21,United States,1,Sciences,3,None,0,0,1,1,2
6470,Ivan Whitis,3.518930103,52.62200828,2,3,0,0,4,0.595502232,0,0,32,United States,1,Sciences,2,NCAA/Professional,0,0,1,1,2
6471,Dillon Tonner,2.028801995,80.9281003,0,3,0,0,3,0.523930638,0,0,26,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,2
6472,Michael Mack,3.743235376,48.55579665,1,1,0,0,4,0.410830486,0,0,25,United States,2,Sciences,2,Club/Intramural,0,0,1,1,1
6473,John Frazier,3.112895497,22.56435001,2,3,0,0,1,0.494580251,1,0,22,United States,2,Quantitative,2,Club/Intramural,0,0,1,1,2
6474,James Cummins,3.013769595,54.30602438,2,3,0,0,1,0.240518716,2,0,31,Mexico,1,Humanities,2,None,0,0,1,1,0
6475,Mary Cobb,3.374120329,20.28901083,2,3,0,0,4,0.453745859,1,1,25,United States,1,Sciences,2,None,0,0,1,1,1
6476,Nadia Pena,2.834447021,52.51193534,2,0,0,0,3,0.547172219,0,1,27,United States,1,Engineering,2,None,0,0,0,1,2
6477,Brian Pitcher,3.147321591,28.01842533,2,3,0,0,4,0.189794779,0,0,25,United States,0,None,0,None,0,0,1,1,2
6478,Chris Cummins,3.717879077,23.03772947,0,1,0,0,4,0.667246024,2,0,22,United States,1,Engineering,1,None,0,0,2,1,2
6479,Joseph Michell,2.86604217,48.51162237,0,1,0,0,2,0.741321554,0,0,25,United States,1,Sciences,1,None,0,0,0,1,2
6480,Philip Ratcliff,2.575814307,26.43691165,2,1,0,0,4,0.506137036,0,0,27,United States,0,None,0,None,0,0,1,1,0
6481,Wendy Slater,2.817995637,64.10746304,2,4,0,0,4,0.651946167,0,1,27,United States,0,None,0,None,0,0,1,1,1
6482,Donald Postell,3.388759029,21.71048238,1,2,0,0,2,0.432088295,0,0,33,United States,1,Engineering,3,Club/Intramural,0,0,0,1,1
6483,Johnathan Acevedo,2.898676004,42.80298705,1,3,0,0,1,0.399624456,0,0,29,Canada,1,Sciences,2,Club/Intramural,0,0,0,1,2
6484,Brian Miller,3.129489981,9.830806806,1,1,0,0,6,0.725633061,0,0,24,United States,1,Humanities,2,None,0,0,0,1,1
6485,Billy Ishee,3.426551002,10.42713653,0,0,0,0,3,0.018630695,0,0,29,United States,1,Quantitative,2,None,0,0,1,1,1
6486,Robert Lowery,3.565884028,20.9470346,1,0,0,0,1,0.889589169,1,0,27,India,1,Sciences,2,None,0,0,0,1,0
6487,William Packwood,3.47643038,9.384547662,2,0,0,0,3,0.329213471,3,0,22,United States,1,Humanities,3,None,0,0,1,1,0
6488,David Mitchell,3.072196527,56.487917,1,4,0,0,4,0.389935878,2,0,27,Australia,1,Quantitative,3,Club/Intramural,0,0,1,1,2
6489,Joshua Andrews,4.13883513,49.86755388,1,2,0,0,5,0.269924882,0,0,31,United States,2,Engineering,3,Club/Intramural,0,0,0,1,2
6490,Kathy Lamanna,2.674860892,4.289984429,2,1,0,0,5,0.586350491,0,1,28,United States,1,Sciences,2,NCAA/Professional,0,0,1,1,0
6491,Katherine Ruiz,3.585791319,27.8930767,1,1,0,0,3,0.783235501,0,1,29,United States,1,Humanities,2,None,0,0,1,1,0
6492,Patrick Yankey,3.251515078,3.138876447,0,0,0,0,4,0.946947219,0,0,25,United States,1,Humanities,3,Club/Intramural,0,0,1,1,1
6493,Byron Brow,2.403165774,30.93551834,2,1,0,0,4,0.802946966,0,0,23,Mexico,0,None,0,None,0,0,2,1,2
6494,Allan Vanhoose,3.774196544,18.03139993,0,1,0,0,4,0.336677578,4,0,22,United States,1,Humanities,1,None,0,0,2,1,0
6495,Barbara Gonzales,2.972412047,17.29809385,0,0,0,0,2,0.452298504,1,1,24,United States,1,Engineering,1,None,0,0,1,1,1
6496,Donald Caravello,2.792745837,91.9670656,0,3,0,0,2,0.615312018,0,0,29,United States,1,Sciences,2,NCAA/Professional,0,0,1,1,2
6497,James Feldman,2.7069525,20.82099031,0,4,0,0,1,0.210491569,1,0,24,United States,2,Sciences,3,None,0,0,0,1,2
6498,Michael Hema,3.118737744,44.96553024,0,4,0,0,0,0.67776268,0,0,27,China,1,Quantitative,2,None,1,1,1,1,0
6499,Thelma Marshall,3.889799073,84.11766817,1,4,0,0,4,0.616175339,1,1,24,United States,1,Engineering,3,None,0,0,2,1,1
6500,John Hernandez,3.457993498,49.77967788,1,0,0,0,4,0.482348794,0,0,35,United States,1,Quantitative,1,None,0,0,1,1,1
6501,Carl Washington,3.060519104,19.17356616,2,1,0,0,3,0.609592644,0,0,30,Canada,1,Sciences,3,Club/Intramural,0,0,0,1,0
6502,John Taylor,3.461505857,42.54022319,0,1,0,0,5,0.342529483,0,0,28,United States,2,Quantitative,2,NCAA/Professional,0,0,1,1,1
6503,Marcus Magallanes,2.342073306,86.33229546,1,0,0,0,3,0.344794231,0,0,32,Canada,0,None,0,None,0,0,1,1,1
6504,Wayne Jeffries,3.0837506,22.16224229,0,2,0,0,4,0.295187803,0,0,26,United States,2,Engineering,2,None,0,0,1,1,2
6505,Lawrence Dempsey,3.121223064,19.03502235,1,4,0,0,0,0.61743189,0,0,24,United States,2,Sciences,1,None,0,0,0,1,2
6506,Hazel Reinhardt,3.828863879,28.03279228,0,0,0,0,3,0.131821187,0,1,26,United States,1,Quantitative,3,None,0,0,0,1,1
6507,Edward Brechbiel,2.749938234,66.78939494,2,4,0,0,2,0.556923582,1,0,21,United States,1,Sciences,2,None,0,0,0,1,1
6508,William Roseberry,2.856906083,106.1071028,2,1,0,0,1,0.185669502,0,0,24,United States,1,Quantitative,2,None,0,0,1,1,0
6509,Sarina Gardner,3.70669583,40.36400739,2,2,0,0,5,0.166645978,0,1,22,United States,2,Engineering,2,Club/Intramural,0,0,1,1,2
6510,Pamela Walker,2.944466164,8.223917865,0,2,0,0,5,0.848165531,0,1,25,United States,1,Humanities,2,None,0,0,1,1,1
6511,Richard Bonifant,3.556604913,37.40643478,0,1,0,0,4,0.78479506,2,0,29,United States,1,Quantitative,1,None,0,0,0,1,0
6512,Kyle Terry,3.566737926,58.3015773,0,1,0,0,2,0.828803472,3,0,24,Mexico,1,Quantitative,1,None,0,0,2,1,1
6513,Howard Chambers,2.218672109,20.36492104,0,4,0,0,0,0.54170591,0,0,22,United States,1,Engineering,2,None,0,0,1,1,0
6514,Robin Floyd,3.271795266,5.939330511,2,1,0,0,5,0.231828398,0,1,24,United States,2,Humanities,1,None,0,0,2,1,2
6515,James Teal,3.261124761,10.12716485,0,2,0,0,2,0.57007891,1,0,25,China,1,Engineering,2,Club/Intramural,0,0,1,1,0
6516,Stefani Child,3.687970759,91.75423018,2,1,0,0,1,0.35377484,3,1,26,United States,1,Engineering,1,None,0,0,1,1,0
6517,Danny Carrillo,2.651781286,18.50309999,1,0,0,0,2,0.723202646,0,0,31,United States,2,Sciences,1,None,0,0,1,1,0
6518,Tennille Early,3.799871515,14.64964399,1,2,0,0,2,0.486622567,1,1,27,Mexico,1,Humanities,1,None,0,0,0,1,2
6519,Bianca Clausen,3.346779401,50.16920743,2,3,0,0,2,0.476921807,1,1,31,United States,1,Humanities,2,None,0,0,0,1,0
6520,Agnes Challenger,3.294032549,76.56150159,0,0,0,0,6,0.807739666,2,1,26,United States,1,Engineering,1,None,0,0,0,1,0
6521,Nellie Gagne,3.425369793,23.11655293,1,1,0,0,3,0.417805654,1,1,26,United States,2,Humanities,2,None,0,0,1,1,1
6522,Jeremiah Somma,2.752768976,48.21913993,1,0,0,0,2,0.190112926,2,0,23,United States,1,Engineering,3,None,0,0,0,1,0
6523,Lisa Student,3.732078038,68.52062858,1,0,0,0,1,0.443564895,0,1,32,Australia,1,Engineering,1,Club/Intramural,0,0,1,1,0
6524,Paul Blumberg,2.672780913,54.24449762,0,4,0,0,3,0.971751318,0,0,28,Canada,1,Quantitative,1,Club/Intramural,0,0,1,1,0
6525,Russell Toth,2.245967516,5.166747885,1,1,0,0,6,0.313775855,0,0,23,United States,1,Humanities,2,Club/Intramural,0,0,0,1,1
6526,Mark Ouellette,3.434121312,26.73476998,2,4,0,0,1,0.524481985,2,0,23,United States,1,Sciences,3,None,0,0,1,1,2
6527,Efren Riles,2.315629289,4.190350028,2,2,0,0,3,-0.09198017,0,0,29,Canada,1,Sciences,1,None,1,1,1,1,2
6528,Federico Sigler,3.362445068,45.00001874,0,3,0,0,4,0.537980518,0,0,24,United States,1,Quantitative,1,None,1,1,1,1,2
6529,Alethia Jones,3.377076265,57.17760291,2,4,0,0,1,0.292039393,2,1,22,United States,2,Humanities,2,Club/Intramural,1,1,1,1,0
6530,William Ellis,3.342957058,84.223035,1,1,0,0,0,0.111759841,0,0,33,United States,2,Quantitative,1,None,0,0,2,1,1
6531,Esteban Allen,3.418193635,54.8180484,1,2,0,0,3,0.70637848,0,0,28,United States,1,Sciences,2,None,0,0,0,1,0
