,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score
401,Marilyn Mccloy,2.763279939,89,0,2,0,0,3,0.362648204,1,1,23,United States,1,Sciences,3,None,1,1,2,1,0
402,Deborah Jones,2.760720381,92,1,3,0,0,3,0.23402893800000002,0,1,32,United States,1,Sciences,2,NCAA/Professional,0,0,2,1,2
403,Larry Roy,2.7459187110000003,24,0,0,0,0,3,0.65810078,0,0,24,United States,1,Quantitative,2,None,0,0,0,1,1
404,Michael Mcgill,2.743379242,48,2,3,0,0,3,0.157068378,0,0,22,United States,1,Engineering,2,None,0,0,1,1,0
405,James Dickerson,2.7385448130000003,43,0,2,0,0,6,0.70027308,0,0,27,United States,1,Humanities,2,None,0,0,1,1,0
406,Nicole Turbacuski,2.737509231,5,0,2,0,0,2,0.319888293,0,1,28,United States,1,Quantitative,2,None,0,0,1,1,2
407,Fermin King,2.734937145,5,1,4,0,0,3,1.058561216,0,0,22,United States,1,Engineering,1,None,0,0,0,1,1
408,Roger Montano,2.727849216,27,2,4,0,1,3,0.42866724799999995,0,0,23,United States,1,Engineering,2,None,0,0,1,1,0
409,Kim Reinmann,2.723812735,29,1,1,0,0,2,0.494585905,1,1,21,United States,1,Engineering,1,NCAA/Professional,1,1,1,1,0
410,Karen Young,2.722902995,47,0,2,0,0,2,0.420650067,0,1,37,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
411,Aron George,2.718430665,13,0,1,0,0,2,0.25119022399999996,3,0,29,United States,2,Quantitative,1,None,0,0,0,1,0
412,Simon Sylvester,2.708612735,53,1,0,0,0,2,0.924302044,0,0,25,United States,1,Quantitative,1,Club/Intramural,0,1,1,1,0
413,Jose Swinney,2.7045318010000003,23,1,2,1,0,3,0.428015796,2,0,32,United States,1,Sciences,1,NCAA/Professional,0,0,1,1,1
414,Shirley Garden,2.697703901,70,0,2,1,0,5,0.406900837,0,1,24,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
415,Rudy Sutulovich,2.695840645,37,0,4,0,0,5,0.626129001,0,0,22,United States,1,Engineering,2,None,0,0,1,1,0
416,Eddie Baldwin,2.6880798219999997,46,2,3,0,0,4,0.1578941,4,0,24,Canada,1,Humanities,1,None,0,0,0,1,1
417,Steven Bartel,2.6875850289999996,67,0,0,0,0,0,0.30039097600000003,1,0,26,United States,1,Humanities,2,None,0,0,0,1,1
418,Evangelina Zukof,2.6859126030000002,24,1,2,0,0,4,0.265024123,3,1,24,Mexico,1,Sciences,1,NCAA/Professional,0,0,0,1,0
419,Barry Mendoza,2.67696243,21,1,2,0,0,2,0.730955591,4,0,22,United States,2,Sciences,2,None,0,0,2,1,1
420,Neil Villa,2.676385234,56,0,1,1,0,5,0.067954917,0,0,25,United States,2,Sciences,1,Club/Intramural,0,0,2,1,0
421,Dennis Allen,2.675702133,58,2,3,0,0,3,0.37720815799999996,1,0,23,United States,1,Sciences,2,None,1,1,0,1,1
422,Moses Aguilera,2.671482665,117,0,1,0,0,2,0.516282491,1,0,28,United States,2,Engineering,1,Club/Intramural,0,0,0,1,0
423,Olive Figueredo,2.66959117,90,0,2,0,0,4,0.64899142,1,1,26,United States,1,Engineering,1,Club/Intramural,0,1,2,1,1
424,Marshall Johnson,2.668719972,47,2,2,0,0,5,0.745022897,0,0,28,United States,2,Engineering,2,None,0,0,1,1,1
425,Patricia Soto,2.664510549,52,1,4,0,0,1,0.71549512,0,1,25,United States,1,Humanities,2,None,0,0,1,1,2
426,James Dawson,2.664261114,53,1,3,0,0,6,0.313544104,0,0,32,United States,1,Quantitative,2,None,1,1,1,1,0
427,Gladys Danna,2.657436582,36,0,3,0,0,3,0.426655819,2,1,28,United States,1,Quantitative,1,None,0,0,2,1,0
428,Linda Kramer,2.657203468,61,0,1,0,0,2,0.780176654,0,1,24,United States,1,Quantitative,1,Club/Intramural,0,0,2,1,2
429,Samuel Hamm,2.651047534,13,1,1,0,0,3,0.704711155,1,0,27,United States,1,Quantitative,1,NCAA/Professional,0,1,1,1,0
430,Angela Cornett,2.6356201230000003,5,1,4,0,0,3,0.186551215,2,1,27,United States,1,Engineering,1,None,0,0,1,1,1
431,Peter Lindsey,2.6332014,101,2,2,0,0,3,0.24756763199999998,0,0,25,United States,1,Quantitative,2,None,1,1,1,1,1
432,Helen Hutton,2.632093264,92,1,1,0,0,1,0.498752325,0,1,25,United States,1,Engineering,1,None,0,0,1,1,0
433,Kimberly Joseph,2.628990902,5,0,1,0,0,3,0.502283013,0,1,27,United States,1,Engineering,2,NCAA/Professional,0,0,1,1,0
434,Jerry Floyd,2.626759146,89,1,0,0,0,2,0.352117956,0,0,31,United States,1,Engineering,3,None,0,0,0,1,0
435,Anthony Harris,2.623112759,56,1,0,0,0,1,0.564501035,1,0,29,United States,1,Engineering,1,None,0,1,1,1,2
436,Mandy Jones,2.622254919,60,0,1,0,0,0,0.45855075,0,1,28,United States,1,Humanities,1,None,1,0,1,1,0
437,John East,2.621743075,49,2,4,0,0,4,0.456452834,0,0,23,Australia,1,Quantitative,2,NCAA/Professional,0,0,0,1,1
438,Tory Allen,2.621574306,12,0,4,0,0,4,0.557533022,0,0,21,United States,1,Engineering,3,None,0,0,0,1,1
439,Andrew Stewart,2.621121586,67,1,2,0,0,2,0.579493343,1,0,27,United States,1,Humanities,1,None,0,0,1,1,1
440,Matthew Oden,2.616030498,40,0,4,0,0,2,0.159248423,0,0,28,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,1
441,William Mccluney,2.61584782,59,1,4,0,0,1,0.62734651,1,0,27,Australia,2,Quantitative,1,Club/Intramural,1,1,2,1,2
442,Kenneth Delagarza,2.609052031,5,1,2,1,0,1,0.45194775200000004,0,0,25,United States,1,Quantitative,2,None,0,0,2,1,2
443,Gilberto Wingard,2.608031647,73,2,1,0,0,6,0.306265613,3,0,25,United States,1,Engineering,2,None,0,0,1,1,0
444,Ruth Almen,2.607753605,37,1,1,0,0,2,0.16570326,0,1,22,United States,1,Quantitative,1,None,0,0,0,1,1
445,Carl Kimbrough,2.607489153,54,1,4,0,0,1,0.425603866,4,0,27,China,1,Sciences,2,Club/Intramural,0,0,1,1,2
446,Paul Rosenfeld,2.606089068,83,2,4,0,0,2,0.098931207,0,0,26,China,1,Engineering,1,None,0,0,0,1,0
447,Dennis Cummings,2.601599664,89,1,0,0,0,3,0.449563131,2,0,26,United States,1,Sciences,2,NCAA/Professional,0,0,1,1,2
448,John Percell,2.598802872,39,0,1,0,0,3,0.107009459,0,0,27,China,1,Quantitative,2,None,0,0,1,1,2
449,Delphine Mcwhorter,2.589438405,5,1,1,0,0,2,0.432107332,0,1,31,United States,2,Engineering,2,Club/Intramural,0,0,1,1,2
450,Ryan Jones,2.588417918,17,1,1,1,0,2,0.93243626,0,0,22,United States,1,Sciences,1,Club/Intramural,0,0,0,1,0
451,Tim Burke,2.58814493,75,1,1,0,0,3,0.7426605890000001,2,0,23,United States,2,Humanities,2,None,0,0,0,1,0
452,Tracy Pool,2.587000266,85,0,4,0,0,1,0.6111012610000001,0,1,29,United States,1,Engineering,3,None,0,0,1,1,0
453,Isiah Zayas,2.58512881,28,0,2,0,0,1,0.373101819,0,0,26,United States,1,Quantitative,2,None,0,0,1,1,1
454,Erik Miller,2.584723835,17,2,2,0,0,1,0.239845712,0,0,23,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,2
455,Brenda Collins,2.58210699,33,1,4,0,0,5,0.67336611,3,1,28,United States,1,Engineering,1,None,0,0,1,1,1
456,Robert Hitchcock,2.578222277,38,1,0,0,0,2,0.50624253,0,0,32,India,1,Quantitative,3,NCAA/Professional,0,1,0,1,0
457,Megan Laffoon,2.577794814,94,0,3,0,0,1,0.529061366,0,1,22,United States,1,Humanities,2,None,0,1,0,1,0
458,Catherine Minnerly,2.562640859,52,0,1,0,0,2,0.746206337,0,1,30,United States,1,Quantitative,2,Club/Intramural,0,0,2,1,1
459,Earl Sauls,2.55745837,29,1,4,0,0,2,0.15988812800000002,4,0,27,United States,1,Humanities,2,None,0,0,0,1,1
460,William Pawlowski,2.549545689,38,0,3,0,0,3,0.7619231590000001,0,0,22,United States,2,Sciences,2,None,0,0,2,1,2
461,Dina Jacobs,2.541346029,14,1,4,0,0,1,1.0175116579999999,2,1,24,United States,1,Quantitative,3,None,0,0,1,1,2
462,Douglas Engle,2.534914707,85,0,3,0,0,4,0.33061231,1,0,27,United States,1,Humanities,1,Club/Intramural,1,1,1,1,0
463,Victor Ferguson,2.526533231,29,1,3,1,0,4,0.434906911,0,0,31,United States,1,Humanities,2,Club/Intramural,0,0,1,1,0
464,Jesica Pastian,2.512499043,5,1,2,0,0,5,0.650265103,0,1,31,United States,0,None,0,None,0,0,1,1,2
465,Ted Thurman,2.511456952,57,0,0,0,0,4,0.957759232,0,0,24,China,1,Quantitative,3,None,0,0,1,1,1
466,Michael Feria,2.510215402,91,1,4,0,0,3,0.324741418,1,0,31,United States,1,Humanities,1,Club/Intramural,0,0,1,1,2
467,Gilbert Smith,2.502374766,71,0,4,0,0,4,0.31746401399999996,0,0,25,United States,1,Engineering,2,None,0,0,0,1,1
468,William Billy,2.498245559,5,2,3,0,0,4,0.802654017,0,0,26,United States,1,Quantitative,2,None,0,0,1,1,1
469,Kum Milone,2.4980570330000003,5,1,0,0,0,1,0.49679594899999996,0,1,29,United States,1,Humanities,1,Club/Intramural,0,0,1,1,1
470,Elsie Ibanez,2.49346068,55,0,1,0,0,6,0.488682461,0,1,22,United States,1,Humanities,3,None,0,0,0,1,0
471,Herman Henderson,2.484333779,19,2,0,1,0,2,0.575374908,0,0,24,United States,2,Engineering,3,Club/Intramural,0,0,1,1,1
472,Carol Unga,2.461576788,19,0,4,0,0,6,-0.0075796480000000005,0,1,30,United States,2,Quantitative,2,Club/Intramural,0,0,2,1,1
473,Horacio Sibley,2.44728373,26,2,0,0,0,3,0.300012088,2,0,22,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,1
474,Jonathon Aviles,2.440014363,5,1,1,0,0,3,0.196215585,0,0,21,United States,1,Sciences,2,None,0,0,2,1,1
475,Sylvester Mcmath,2.437075551,17,0,1,0,0,3,0.674289076,0,0,28,United States,1,Quantitative,1,None,0,0,0,1,1
476,Oleta Fulenwider,2.430031744,98,1,2,0,0,2,0.648365691,0,1,25,United States,1,Engineering,2,Club/Intramural,0,0,2,1,2
477,Nancy Gump,2.403019203,29,0,4,0,0,2,0.400162229,0,1,24,United States,1,Humanities,2,Club/Intramural,0,0,2,1,1
478,Brenda Dallas,2.389954569,91,1,2,0,0,5,0.5688204029999999,0,1,28,United States,1,Quantitative,2,None,0,0,1,1,1
479,Richard Seit,2.384008702,54,0,0,0,0,1,0.7509941729999999,0,0,29,United States,1,Sciences,1,None,0,0,1,1,1
480,Rita Mccarty,2.343834097,67,0,2,0,0,2,0.353259825,2,1,23,United States,1,Quantitative,2,None,0,0,1,1,2
481,Katrina Chancellor,2.343654803,66,1,2,1,0,2,0.455985195,4,1,22,United States,1,Quantitative,1,None,0,0,2,1,1
482,Charles Tapia,2.320525833,5,2,3,0,0,0,0.25278471399999997,0,0,24,United States,2,Humanities,3,None,0,0,1,1,1
483,William Packard,2.286773965,14,1,0,0,0,4,0.389065502,3,0,23,United States,2,Engineering,1,None,0,0,1,1,0
484,Lance Olson,2.280610186,23,0,3,1,0,4,0.548514615,0,0,22,United States,1,Sciences,2,None,0,0,1,1,2
485,Esther Phillips,2.27305935,95,0,1,0,0,2,0.39055559700000003,0,1,24,United States,1,Sciences,2,Club/Intramural,0,0,1,1,2
486,Henrietta Wiggs,2.2640989940000003,96,2,1,1,0,3,0.218064405,0,1,35,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,2
487,Tomas Fenelus,2.26399167,35,1,2,0,0,2,0.10576474300000001,0,0,28,United States,1,Humanities,2,None,0,0,0,1,1
488,Rose Cardone,2.263252386,49,0,4,0,0,2,0.595182622,0,1,29,United States,1,Humanities,2,Club/Intramural,0,0,0,1,1
489,William Storms,2.241120344,23,1,3,1,0,2,0.6013677829999999,1,0,28,United States,2,Sciences,1,None,1,1,2,1,2
490,Inez Pugh,2.24047815,19,1,0,0,0,4,0.7219285529999999,0,1,25,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,0
491,Adam Cohen,2.230773847,35,0,2,0,0,6,0.5325740379999999,0,0,29,United States,1,Quantitative,1,None,1,0,1,1,2
492,Jonathan Torres,2.2266739330000003,31,2,0,0,0,3,0.7243063820000001,3,0,22,United States,1,Quantitative,2,None,0,0,2,1,1
493,Jerry Eike,2.186182924,168,0,4,0,0,3,0.463575535,1,0,24,United States,2,Engineering,1,None,0,1,0,1,0
494,James Espy,2.111314465,59,1,0,0,0,3,0.6900423529999999,0,0,26,United States,1,Quantitative,1,None,0,0,1,1,0
495,Martha Stockwell,2.109623563,36,1,0,0,0,6,0.855921285,0,1,26,United States,1,Humanities,2,None,0,0,0,1,2
496,John Harris,2.105994351,13,2,3,0,0,4,0.847111442,0,0,22,United States,1,Sciences,3,NCAA/Professional,0,0,2,1,2
497,Brenda Parton,2.090428445,40,0,1,0,0,4,0.733011497,4,1,28,United States,1,Humanities,2,Club/Intramural,0,0,2,1,0
498,Vince Verrelli,2.0222771369999997,56,0,3,0,0,3,0.43773506799999995,0,0,23,United States,1,Sciences,1,None,0,0,1,1,2
499,Madeleine Brown,1.989914763,35,1,3,0,0,3,0.7133202,0,1,24,United States,1,Sciences,2,NCAA/Professional,0,0,1,1,2
500,Verna Bottom,1.953348031,36,0,1,0,0,4,0.8861061579999999,0,1,32,United States,1,Quantitative,2,None,0,0,0,1,2
501,Jonathan Wozny,1.912484038,64,1,0,0,0,4,0.68946249,0,0,24,United States,1,Engineering,2,None,0,0,1,1,0
502,Jarrod Chilson,1.86999672,20,2,1,0,0,4,0.058370318,0,0,27,United States,0,None,0,None,0,0,0,1,1
503,William Miller,1.6918683909999999,74,0,2,0,0,3,0.593605321,0,0,33,United States,1,Engineering,2,None,1,1,0,1,2
504,Edward Sorenson,1.511594866,31,0,0,0,0,4,0.8993775409999999,2,0,34,China,2,Humanities,1,None,0,0,2,1,1
